rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,session_file_id,task,correct_response,attempts,correct,success,completion_time,exp_type
3829.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you passed the comprehension check! Now we will move onto the experiment.</p>
    <p>Remember, your task is to categorize sentences into one of these four categories: 
    <p>
    <strong>Probable</strong> means it is something that is likely to happen. 
    <ul><li>For example, ""I painted the house with my brush.""</li></ul>
    <p>
    <strong>Improbable</strong> means it is something that is possible, but unlikely. 
    <p>
    <ul><li>For example, ""I painted the house with my hair.""</li></ul>
    <p>
    <strong>Impossible</strong> means it is something that cannot happen in our world given the laws of nature. 
    <p>
    <ul><li>For example, ""I painted the house with my mind.""</li></ul> 
    <p>
    <strong>Nonsense</strong> means it is something that does not make any sense due to some basic conceptual or structural error. 
    <p>
    <ul><li>For example, ""I painted the house with my number.""</li></ul>
    <p>
  <p>For the trials, we will show you one sentence at a time. Please try to categorize the sentence as quickly as you can. 
  </p>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,10.0,176967.0,0.0-3.0,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,12.0,181068.0,0.0-4.0-1.0,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,14.0,186180.0,0.0-4.0-1.1,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,16.0,189171.0,0.0-4.0-1.2,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,18.0,195134.0,0.0-4.0-1.3,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,20.0,198016.0,0.0-4.0-1.4,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,22.0,200806.0,0.0-4.0-1.5,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,24.0,203507.0,0.0-4.0-1.6,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,26.0,206843.0,0.0-4.0-1.7,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,28.0,209649.0,0.0-4.0-1.8,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,30.0,215018.0,0.0-4.0-1.9,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,32.0,218506.0,0.0-4.0-1.10,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,34.0,223536.0,0.0-4.0-1.11,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,36.0,226562.0,0.0-4.0-1.12,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,38.0,229736.0,0.0-4.0-1.13,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,40.0,234475.0,0.0-4.0-1.14,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,42.0,238068.0,0.0-4.0-1.15,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,44.0,241384.0,0.0-4.0-1.16,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,46.0,243502.0,0.0-4.0-1.17,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,48.0,246156.0,0.0-4.0-1.18,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,50.0,248408.0,0.0-4.0-1.19,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,52.0,251536.0,0.0-4.0-1.20,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,54.0,255384.0,0.0-4.0-1.21,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,56.0,258275.0,0.0-4.0-1.22,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,58.0,260567.0,0.0-4.0-1.23,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,60.0,262521.0,0.0-4.0-1.24,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,62.0,264196.0,0.0-4.0-1.25,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,64.0,267569.0,0.0-4.0-1.26,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,66.0,270270.0,0.0-4.0-1.27,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,68.0,273299.0,0.0-4.0-1.28,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,70.0,275409.0,0.0-4.0-1.29,anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,0.23562028128131574,session-657b6d4c8e693,prompt,,,,,,
,,,,,,,,,,,session-657b6d4c8e693,,,,,True,2023-12-14T21:02:04.280Z,gesture-beat-expt-pilot
29206.0,"
  <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
  <h2>Hello, and welcome to our study!</h2>
      In this study, we will show you 30 simple statements.
      <p>
      We need your help deciding whether some things are <strong>probable</strong>, <strong>improbable</strong>, <strong>impossible</strong>,  or <strong>nonsense</strong>. 
      </p>
      <p>
      <strong>Probable</strong> means it is something that is likely to happen. 
      <ul><li>For example, ""I painted the house with my brush.""</li></ul>
      <p>
      <strong>Improbable</strong> means it is something that is possible, but unlikely. 
      <p>
      <ul><li>For example, ""I painted the house with my hair.""</li></ul>
      <p>
      <strong>Impossible</strong> means it is something that cannot happen in our world given the laws of nature. 
      <p>
      <ul><li>For example, ""I painted the house with my mind.""</li></ul> 
      <p>
      <strong>Nonsense</strong> means it is something that does not make any sense due to some basic conceptual or structural error. 
      <p>
      <ul><li>For example, ""I painted the house with my number.""</li></ul>
      <p>
      You are going to be given 30 statements. Please categorize them into one of the four categories above.
      <p>
      Once you are done reading, please press SPACEBAR to continue.
      </p>
  </div>
      ", ,html-keyboard-response,0.0,29212.0,0.0-0.0,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,,,,,,,
12185.0,"
  <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
      <p>
          We are almost ready for the study. 
          Before we start, we have a few comprehension questions, 
          to make sure you understand the task.
      </p>
      <p>
          You will see a few statements and be asked to categorize them into one of the four categories of probable, improbable, impossible and nonsense.
      </p>
      <p> 
          You must correctly categorize <b>all</b> of the statements to move onto the experiment!
      </p>
      <p>
          Please press the <b>""1"" key for Probable</b>, the <b>""2"" key for Improbable</b>, the <b>""9"" key for Impossible</b> and the <b>""0"" key for Nonsense</b>.
      </p>
      <br>
        <img src='img/keyboard.png' style=""width:50%;display: block;margin: auto""></img>
      <br>
      <p>
          Press SPACEBAR to begin.
      </p>
      ", ,html-keyboard-response,1.0,41398.0,0.0-1.0,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,,,,,,,
2726.0,Drinking a glass of water.,1,html-keyboard-response,2.0,44126.0,0.0-2.0-0.0,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,1,0.0,True,,,
3772.0,Moving furniture with your mind.,9,html-keyboard-response,3.0,47898.0,0.0-2.0-0.1,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,9,0.0,True,,,
5810.0,Finding an alligator under your bed.,2,html-keyboard-response,4.0,53709.0,0.0-2.0-0.2,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,2,0.0,True,,,
3264.0,Pouring yourself a glass of honey.,2,html-keyboard-response,5.0,56973.0,0.0-2.0-0.3,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,2,0.0,True,,,
4982.0,Painting the clouds in the sky pink.,0,html-keyboard-response,6.0,61957.0,0.0-2.0-0.4,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,9,0.0,False,,,
5976.0,Locking a door with a day.,0,html-keyboard-response,7.0,67933.0,0.0-2.0-0.5,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,0,0.0,True,,,
1837.0,Eating vegetables for dinner.,1,html-keyboard-response,8.0,69772.0,0.0-2.0-0.6,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,1,0.0,True,,,
2896.0,Smashing a pumpkin with sadness.,0,html-keyboard-response,9.0,72668.0,0.0-2.0-0.7,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,0,0.0,True,,,
2756.0,Drinking a glass of water.,1,html-keyboard-response,10.0,78848.0,0.0-2.1-0.8,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,1,1.0,True,,,
2483.0,Moving furniture with your mind.,9,html-keyboard-response,11.0,81332.0,0.0-2.1-0.9,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,9,1.0,True,,,
3626.0,Finding an alligator under your bed.,2,html-keyboard-response,12.0,84959.0,0.0-2.1-0.10,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,2,1.0,True,,,
3607.0,Pouring yourself a glass of honey.,2,html-keyboard-response,13.0,88567.0,0.0-2.1-0.11,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,2,1.0,True,,,
3052.0,Painting the clouds in the sky pink.,9,html-keyboard-response,14.0,91619.0,0.0-2.1-0.12,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,9,1.0,True,,,
4450.0,Locking a door with a day.,0,html-keyboard-response,15.0,96071.0,0.0-2.1-0.13,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,0,1.0,True,,,
887.0,Eating vegetables for dinner.,1,html-keyboard-response,16.0,96959.0,0.0-2.1-0.14,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,1,1.0,True,,,
8487.0,Smashing a pumpkin with sadness.,0,html-keyboard-response,17.0,105446.0,0.0-2.1-0.15,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,comprehension,0,1.0,True,,,
3271.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you passed the comprehension check! Now we will move onto the experiment.</p>
    <p>Remember, your task is to categorize sentences into one of these four categories: 
    <p>
    <strong>Probable</strong> means it is something that is likely to happen. 
    <ul><li>For example, ""I painted the house with my brush.""</li></ul>
    <p>
    <strong>Improbable</strong> means it is something that is possible, but unlikely. 
    <p>
    <ul><li>For example, ""I painted the house with my hair.""</li></ul>
    <p>
    <strong>Impossible</strong> means it is something that cannot happen in our world given the laws of nature. 
    <p>
    <ul><li>For example, ""I painted the house with my mind.""</li></ul> 
    <p>
    <strong>Nonsense</strong> means it is something that does not make any sense due to some basic conceptual or structural error. 
    <p>
    <ul><li>For example, ""I painted the house with my number.""</li></ul>
    <p>
  <p>For the trials, we will show you one sentence at a time. Please try to categorize the sentence as quickly as you can. 
  </p>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,18.0,108717.0,0.0-3.0,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,20.0,112785.0,0.0-4.0-1.0,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,22.0,117386.0,0.0-4.0-1.1,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,24.0,120231.0,0.0-4.0-1.2,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,26.0,126025.0,0.0-4.0-1.3,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,28.0,128775.0,0.0-4.0-1.4,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,30.0,136973.0,0.0-4.0-1.5,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,32.0,141293.0,0.0-4.0-1.6,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,34.0,146483.0,0.0-4.0-1.7,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,36.0,149226.0,0.0-4.0-1.8,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,38.0,152167.0,0.0-4.0-1.9,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,40.0,157955.0,0.0-4.0-1.10,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,42.0,161484.0,0.0-4.0-1.11,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,44.0,163964.0,0.0-4.0-1.12,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,46.0,168920.0,0.0-4.0-1.13,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,48.0,173427.0,0.0-4.0-1.14,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,50.0,176358.0,0.0-4.0-1.15,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,52.0,182449.0,0.0-4.0-1.16,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,54.0,184911.0,0.0-4.0-1.17,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,56.0,188073.0,0.0-4.0-1.18,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,58.0,191147.0,0.0-4.0-1.19,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,60.0,195009.0,0.0-4.0-1.20,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,62.0,197921.0,0.0-4.0-1.21,anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,0.7301636079826246,session-657b703d95631,prompt,,,,,,
