subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,55,0.0-4.0-0.22,257261,1876,"<div style=""font-size:20px;""><p>Baking a cake using an oven.</p></div>",1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.23562028128131574,probable,probable,Baking a cake using an oven.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,57,0.0-4.0-0.23,259554,1279,"<div style=""font-size:20px;""><p>Starting a fire using sometimes.</p></div>",0,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_syntactic,Starting a fire using sometimes.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,59,0.0-4.0-0.24,261511,944,"<div style=""font-size:20px;""><p>Constructing a castle using follow.</p></div>",0,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_syntactic,Constructing a castle using follow.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,61,0.0-4.0-0.25,263195,673,"<div style=""font-size:20px;""><p>Washing dishes using fell.</p></div>",0,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_syntactic,Washing dishes using fell.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,63,0.0-4.0-0.26,266555,2359,"<div style=""font-size:20px;""><p>Chilling a drink using fire.</p></div>",0,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,impossible_physics,Chilling a drink using fire.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,65,0.0-4.0-0.27,269268,1699,"<div style=""font-size:20px;""><p>Brewing coffee using water.</p></div>",1,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.23562028128131574,probable,probable,Brewing coffee using water.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,67,0.0-4.0-0.28,272285,2014,"<div style=""font-size:20px;""><p>Docking a boat using an anchor.</p></div>",1,16,Docking a boat using,dock a boat using,Can you dock a boat using,[NP] docked a boat using,an anchor,an anvil,a balloon,a dragon,forgive,greetings,tool,critical,html-keyboard-response,0.23562028128131574,probable,probable,Docking a boat using an anchor.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,69,0.0-4.0-0.29,274402,1102,"<div style=""font-size:20px;""><p>Shoveling a driveway full of snow.</p></div>",1,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.23562028128131574,probable,probable,Shoveling a driveway full of snow.,session-657b6d4c8e693
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,19,0.0-4.0-0.0,111781,3062,"<div style=""font-size:20px;""><p>Using a telescope to look at a molecule.</p></div>",1,3,Using a telescope to look at,use a telescope to look at,Can you use a telescope to look at,[NP] used a telescope to look at,the moon,the sun,a molecule,unicorns,of,a decade,object,critical,html-keyboard-response,0.7301636079826246,probable,impossible_physics,Using a telescope to look at a molecule.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,21,0.0-4.0-0.1,116379,3593,"<div style=""font-size:20px;""><p>Painting a house using incantations.</p></div>",9,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_magic,Painting a house using incantations.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,23,0.0-4.0-0.2,119224,1838,"<div style=""font-size:20px;""><p>Crafting jewelry using until.</p></div>",0,15,Crafting jewelry using,craft jewelry using,Can you craft jewelry using,[NP] crafted jewelry using,beads,leather,a volcano,alchemy,until,opinions,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_syntactic,Crafting jewelry using until.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,25,0.0-4.0-0.3,125024,4793,"<div style=""font-size:20px;""><p>Hiding a gift using invisibility.</p></div>",9,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_magic,Hiding a gift using invisibility.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,27,0.0-4.0-0.4,127769,1743,"<div style=""font-size:20px;""><p>Drawing a picture using always.</p></div>",0,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_syntactic,Drawing a picture using always.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,29,0.0-4.0-0.5,135963,7187,"<div style=""font-size:20px;""><p>Writing a letter using a toothbrush.</p></div>",9,10,Writing a letter using,write a letter using,Can you write a letter using,[NP] wrote a letter using,a pen,a toothbrush,wind,a wand,onto,time,tool,critical,html-keyboard-response,0.7301636079826246,impossible,improbable,Writing a letter using a toothbrush.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,31,0.0-4.0-0.6,140288,3314,"<div style=""font-size:20px;""><p>Carving a statue using telekinesis.</p></div>",9,2,Carving a statue using,carve a statue using,Can you carve a statue using,[NP] carved a statue using,a chisel,a toothpick,a valley,telekinesis,began,yesterday,tool,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_magic,Carving a statue using telekinesis.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,33,0.0-4.0-0.7,145480,4187,"<div style=""font-size:20px;""><p>Knitting a scarf using wire.</p></div>",9,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.7301636079826246,impossible,improbable,Knitting a scarf using wire.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,35,0.0-4.0-0.8,148215,1731,"<div style=""font-size:20px;""><p>Towing a car using then.</p></div>",0,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_syntactic,Towing a car using then.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,37,0.0-4.0-0.9,151160,1932,"<div style=""font-size:20px;""><p>Starting a fire using sometimes.</p></div>",0,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_syntactic,Starting a fire using sometimes.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,39,0.0-4.0-0.10,156946,4779,"<div style=""font-size:20px;""><p>Building a bridge out of ambrosia.</p></div>",9,24,Building a bridge out of,construct a bridge out of,Can you construct a bridge out of,[NP] constructed a bridge out of,steel,plastic,gas,ambrosia,from,truth,material,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_magic,Building a bridge out of ambrosia.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,41,0.0-4.0-0.11,160474,2519,"<div style=""font-size:20px;""><p>Docking a boat using an anchor.</p></div>",1,16,Docking a boat using,dock a boat using,Can you dock a boat using,[NP] docked a boat using,an anchor,an anvil,a balloon,a dragon,forgive,greetings,tool,critical,html-keyboard-response,0.7301636079826246,probable,probable,Docking a boat using an anchor.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,43,0.0-4.0-0.12,162955,1470,"<div style=""font-size:20px;""><p>Washing dishes using soap.</p></div>",1,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.7301636079826246,probable,probable,Washing dishes using soap.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,45,0.0-4.0-0.13,167912,3946,"<div style=""font-size:20px;""><p>Smashing a pumpkin using a leaf.</p></div>",9,18,Smashing a pumpkin using,smash a pumpkin using,Can you smash a pumpkin using,[NP] smashed a pumpkin using,a hammer,a brick,a leaf,a wizard,have,a number,tool,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_physics,Smashing a pumpkin using a leaf.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,47,0.0-4.0-0.14,172426,3505,"<div style=""font-size:20px;""><p>Baking a cake using an airfryer.</p></div>",2,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.7301636079826246,improbable,improbable,Baking a cake using an airfryer.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,49,0.0-4.0-0.15,175346,1919,"<div style=""font-size:20px;""><p>Building a robot out of with.</p></div>",0,6,Building a robot out of,build a robot out of,Can you build a robot out of,[NP] built a robot out of,metal,plastic,soup,elixirs,with,honesty,material,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_syntactic,Building a robot out of with.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,51,0.0-4.0-0.16,181437,5078,"<div style=""font-size:20px;""><p>Crafting a bowl out of mud.</p></div>",2,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.7301636079826246,improbable,improbable,Crafting a bowl out of mud.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,53,0.0-4.0-0.17,183910,1460,"<div style=""font-size:20px;""><p>Lighting a candle with a match.</p></div>",1,21,Lighting a candle with,light a candle with,Can you light a candle with,[NP] lit a candle with,a match,a blowtorch,a pool,spells,choose,years,tool,critical,html-keyboard-response,0.7301636079826246,probable,probable,Lighting a candle with a match.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,55,0.0-4.0-0.18,187065,2153,"<div style=""font-size:20px;""><p>Constructing a tower using concrete.</p></div>",1,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.7301636079826246,probable,probable,Constructing a tower using concrete.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,57,0.0-4.0-0.19,190137,2063,"<div style=""font-size:20px;""><p>Washing your hair with minutes.</p></div>",0,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_semantic,Washing your hair with minutes.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,59,0.0-4.0-0.20,194001,2853,"<div style=""font-size:20px;""><p>Growing vegetables in sand.</p></div>",9,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,stardust,become,justice,material,critical,html-keyboard-response,0.7301636079826246,impossible,improbable,Growing vegetables in sand.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,61,0.0-4.0-0.21,196913,1904,"<div style=""font-size:20px;""><p>Chilling a drink using tomorrow.</p></div>",0,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_semantic,Chilling a drink using tomorrow.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,63,0.0-4.0-0.22,204284,6363,"<div style=""font-size:20px;""><p>Shoveling a driveway full of sunshine.</p></div>",9,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_physics,Shoveling a driveway full of sunshine.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,65,0.0-4.0-0.23,207612,2324,"<div style=""font-size:20px;""><p>Sealing a box using tape.</p></div>",1,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.7301636079826246,probable,probable,Sealing a box using tape.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,67,0.0-4.0-0.24,212908,4284,"<div style=""font-size:20px;""><p>Constructing a castle using boredom.</p></div>",9,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.7301636079826246,impossible,inconceivable_semantic,Constructing a castle using boredom.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,69,0.0-4.0-0.25,218583,4663,"<div style=""font-size:20px;""><p>Taking a bath in light.</p></div>",2,12,Taking a bath in,take a bath in,Can you take a bath in,[NP] took a bath in,bubbles,tea,light,crystals,without,language,material,critical,html-keyboard-response,0.7301636079826246,improbable,impossible_physics,Taking a bath in light.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,71,0.0-4.0-0.26,222523,2937,"<div style=""font-size:20px;""><p>Cooking dinner out of thunder.</p></div>",9,11,Cooking dinner out of,cook dinner out of,Can you cook dinner out of,[NP] cooked dinner out of,pasta,clay,thunder,a potion,through,words,material,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_physics,Cooking dinner out of thunder.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,73,0.0-4.0-0.27,226371,2845,"<div style=""font-size:20px;""><p>Wiping a spill using divination.</p></div>",9,19,Wiping a spill using,wipe a spill using,Can you wipe a spill using,[NP] wiped a spill using,a tissue,a scarf,a piano,divination,make,sentences,tool,critical,html-keyboard-response,0.7301636079826246,impossible,impossible_magic,Wiping a spill using divination.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,75,0.0-4.0-0.28,229127,1739,"<div style=""font-size:20px;""><p>Flying a kite using a sound.</p></div>",9,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.7301636079826246,impossible,inconceivable_semantic,Flying a kite using a sound.,session-657b703d95631
anon_subject_22,657a657ec1de517384e4122b,657b6f43ab140dc03d8e4a2a,77,0.0-4.0-0.29,232399,2268,"<div style=""font-size:20px;""><p>Brewing coffee using numbers.</p></div>",0,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.7301636079826246,nonsense,inconceivable_semantic,Brewing coffee using numbers.,session-657b703d95631
anon_subject_28,657a657ec1de517384e4122b,657b6f76553c7b8f44f03183,19,0.0-4.0-0.0,81548,1896,"<div style=""font-size:20px;""><p>Hiding a gift using a tarp.</p></div>",1,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.007069525903228513,probable,improbable,Hiding a gift using a tarp.,session-657b7038d05ca
anon_subject_28,657a657ec1de517384e4122b,657b6f76553c7b8f44f03183,21,0.0-4.0-0.1,86003,3444,"<div style=""font-size:20px;""><p>Starting a fire using traffic.</p></div>",2,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.007069525903228513,improbable,inconceivable_semantic,Starting a fire using traffic.,session-657b7038d05ca
anon_subject_28,657a657ec1de517384e4122b,657b6f76553c7b8f44f03183,23,0.0-4.0-0.2,88330,1310,"<div style=""font-size:20px;""><p>Drawing a picture using always.</p></div>",0,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.007069525903228513,nonsense,inconceivable_syntactic,Drawing a picture using always.,session-657b7038d05ca
