rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,task_type,session_file_id,language,gender,feedback
16682,survey-text,46,119689,0.0-4.0,anon_subject_148,659f04805339f753c1b65235,65a05a73420a02f3939b3822,0.47982684962880273,survey,session-65a05aff81c21,english,male,"No feedback, but have a nice day!"
11546,survey-text,70,210296,0.0-4.0,anon_subject_182,659f04805339f753c1b65235,65a05af2d15130d9d4b37b82,0.9899203577273183,survey,session-65a05bd669c7e,english,female,
9348,survey-text,78,225001,0.0-4.0,anon_subject_283,659f04805339f753c1b65235,65a0472810105f4dafafadc7,0.10775709584813598,survey,session-65a0481a49e7f,English,female,
7450,survey-text,54,103178,0.0-4.0,anon_subject_38,659f04805339f753c1b65235,65a05a7b731e49bdea1b960e,0.4296889899488068,survey,session-65a05af29ed0e,English,Female,
6146,survey-text,62,115833,0.0-4.0,anon_subject_40,659f04805339f753c1b65235,65a05a56d046c4fd2b905550,0.8652360972420416,survey,session-65a05ad846229,English,Female,
9748,survey-text,46,165510,0.0-4.0,anon_subject_33,659f04805339f753c1b65235,65a05a71731e49bdea1b9608,0.8671376453229853,survey,session-65a05b368f9c2,english,male,
38894,survey-text,46,164150,0.0-4.0,anon_subject_58,659f04805339f753c1b65235,65a05a766243e6d43e3848f3,0.1601628060619844,survey,session-65a05b2792131,English,male,:)
4953,survey-text,46,118269,0.0-4.0,anon_subject_245,659f04805339f753c1b65235,65a0477b214275fb72e5c482,0.12949789192006866,survey,session-65a047fa9445d,English,Male,
5935,survey-text,46,70459,0.0-4.0,anon_subject_220,659f04805339f753c1b65235,65a047a30f99dc411697c56b,0.15072385912554465,survey,session-65a047f5f2438,English,female,
8290,survey-text,54,95176,0.0-4.0,anon_subject_62,659f04805339f753c1b65235,65a0476a6616b428b14127ba,0.34688334679888744,survey,session-65a047d23846c,english,nonbinary,n/a
7781,survey-text,54,112898,0.0-4.0,anon_subject_222,659f04805339f753c1b65235,65a0478e30f6e0140ae07e12,0.9859379947080251,survey,session-65a0480b04557,English,male,
27863,survey-text,54,123347,0.0-4.0,anon_subject_65,659f04805339f753c1b65235,65a03ec1e9530f6f213f1f98,0.4583006771593543,survey,session-65a03f51bc127,English,non-binary,"you could definitely smash a pumpkin with sadness, not in the literal sense, but 'with sadness' could definitely just be describing the person being sad while smashing a pumpkin"
5522,survey-text,54,104218,0.0-4.0,anon_subject_57,659f04805339f753c1b65235,65a0474397cef2e56e5feaeb,0.22416830333820004,survey,session-65a047b4bcc4f,English,Male,
7550,survey-text,62,274724,0.0-4.0,anon_subject_153,659f04805339f753c1b65235,65a05a7a6451f41271c335ac,0.29939097638608025,survey,session-65a05bd004480,english,male,
16667,survey-text,78,200791,0.0-4.0,anon_subject_20,659f04805339f753c1b65235,65a03f9afbe002ebe6cd90eb,0.7855397335322527,survey,session-65a040818c85e,English,female,
28664,survey-text,46,181188,0.0-4.0,anon_subject_234,659f04805339f753c1b65235,65a02bb95f6b46129434f096,0.35162161587616536,survey,session-65a02cb5d867d,ENGLISH,MALE,
6682,survey-text,54,91851,0.0-4.0,anon_subject_13,659f04805339f753c1b65235,65a0470cb70cd6898be5c4b4,0.17572265766989936,survey,session-65a047712d1f3,english,male,thanks
8511,survey-text,70,178025,0.0-4.0,anon_subject_258,659f04805339f753c1b65235,65a02b49c799135a5fbddad4,0.5090755799922926,survey,session-65a02c1eef806,english,female,
10767,survey-text,46,104967,0.0-4.0,anon_subject_279,659f04805339f753c1b65235,65a03f90f26ea2d9988b753b,0.4453762110642303,survey,session-65a0400a61353,English,Female,
8232,survey-text,46,81689,0.0-4.0,anon_subject_91,659f04805339f753c1b65235,65a03ed5363e8fc9b18a7eb3,0.660096675978014,survey,session-65a03f362aff1,English,Female,
6645,survey-text,54,564596,0.0-4.0,anon_subject_128,659f04805339f753c1b65235,65a0474cd96f47480f33e5c0,0.02398083019733588,survey,session-65a04993420b1,English,Female,
13805,survey-text,46,166240,0.0-4.0,anon_subject_254,659f04805339f753c1b65235,65a05b6115177d3861dbec3f,0.07790554074160405,survey,session-65a05c1864ec6,English,Female,Fun survey
13441,survey-text,94,221862,0.0-4.0,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,survey,session-65a048afa58a6,English,Male,
6695,survey-text,62,149119,0.0-4.0,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,survey,session-65a05bd000657,english,male,
5208,survey-text,54,101284,0.0-4.0,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,survey,session-65a03fec09389,english,female,
9991,survey-text,62,165908,0.0-4.0,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,survey,session-65a04033a0ec5,English,female,
28859,survey-text,78,295041,0.0-4.0,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,survey,session-65a048bb4a52b,English,Female,
8880,survey-text,102,297584,0.0-4.0,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,survey,session-65a04067edcbf,english,male,
15827,survey-text,46,138154,0.0-4.0,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,survey,session-65a04834c6250,English,Male,
10620,survey-text,46,156244,0.0-4.0,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,survey,session-65a03f547a3c0,english,male,
23854,survey-text,46,169141,0.0-4.0,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,survey,session-65a0402b0caee,English,Male,
57658,survey-text,62,341971,0.0-4.0,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,survey,session-65a0408b98e5b,English,Female,That was interesting. The alligator under the bed was a tricky one.
15062,survey-text,46,146044,0.0-4.0,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,survey,session-65a05b175dd44,English,Male,War Eagle!
6359,survey-text,54,109118,0.0-4.0,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,survey,session-65a05b056049a,English,Male,
80121,survey-text,78,243418,0.0-4.0,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,survey,session-65a02eaac68f9,English,woman,"A few of your test questions are ambiguous! Yes, you could theoretically find an alligator under your bed in Florida, but you probably won't. Yes, you can pour a glass of honey, but you probably won't."
15127,survey-text,46,134515,0.0-4.0,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,survey,session-65a03f3e9d711,English,,
5782,survey-text,54,119946,0.0-4.0,anon_subject_135,659f04805339f753c1b65235,65a027e846af5282e74c23ba,0.9562123336792084,survey,session-65a0288579c79,English,Male,
8223,survey-text,54,101132,0.0-4.0,anon_subject_108,659f04805339f753c1b65235,65a0472c5068c51fec46d7f4,0.669953994252998,survey,session-65a0479d56db7,English,Female,
18645,survey-text,54,155004,0.0-4.0,anon_subject_203,659f04805339f753c1b65235,65a05a80fcd1e50633ac3a85,0.03156731321970008,survey,session-65a05b3062cab,English,Male,None
63394,survey-text,54,240541,0.0-4.0,anon_subject_270,659f04805339f753c1b65235,65a05a98f34b5631810f80f0,0.19200286173063308,survey,session-65a05bae7c14a,English,female,"I did the first round of practice using the number pad for the zero. I'm not sure it worked properly. Fun study, though!"
6592,survey-text,78,177575,0.0-4.0,anon_subject_36,659f04805339f753c1b65235,65a03f18c9e1a662cc1f605f,0.8424170852455777,survey,session-65a040092721c,English,Male,
10831,survey-text,46,177010,0.0-4.0,anon_subject_195,659f04805339f753c1b65235,65a05a652a197f9cd83e47bd,0.08079297549991327,survey,session-65a05b3772d19,English,Non-binary,
11258,survey-text,70,159453,0.0-4.0,anon_subject_157,659f04805339f753c1b65235,65a05a7de68d1344f3d2b07e,0.07519901952352348,survey,session-65a05b2bcb6e1,English,Female,
9714,survey-text,70,188937,0.0-4.0,anon_subject_159,659f04805339f753c1b65235,65a0478f5068c51fec46d804,0.9366310111096849,survey,session-65a0486200e71,English,Male,None
34933,survey-text,46,110170,0.0-4.0,anon_subject_118,659f04805339f753c1b65235,65a03eb0264dee80cb4a91b9,0.9464230368279836,survey,session-65a03f313ede3,english,male,
8967,survey-text,46,83139,0.0-4.0,anon_subject_187,659f04805339f753c1b65235,65a04df36616b428b1412966,0.3409365989325661,survey,session-65a04e5cb9a86,English,nonbinary,n/a
18336,survey-text,62,200088,0.0-4.0,anon_subject_230,659f04805339f753c1b65235,65a027b43ac2f375865f4796,0.539422361423439,survey,session-65a028b8dfc73,English,Female,
6640,survey-text,54,132660,0.0-4.0,anon_subject_162,659f04805339f753c1b65235,65a03fb02a197f9cd83e4130,0.608887415889483,survey,session-65a0403f5a935,english,male,none thank you
9247,survey-text,46,110628,0.0-4.0,anon_subject_164,659f04805339f753c1b65235,65a03ef98320fc7c6257ab14,0.8302337997901403,survey,session-65a03f9950f9c,English,Male,
10323,survey-text,46,262017,0.0-4.0,anon_subject_184,659f04805339f753c1b65235,65a0481eba9f28bc37c44d6f,0.3633344649811525,survey,session-65a0492cd4f98,English,Male,
5243,survey-text,46,77262,0.0-4.0,anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,0.3390884251104017,survey,session-65a0479790b96,English,Male,
8203,survey-text,46,93939,0.0-4.0,anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,0.6854585070917787,survey,session-65a05adad4275,English,Male,
117525,survey-text,54,334846,0.0-4.0,anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,0.9549287625584775,survey,session-65a048efb8a49,English,Male,"Yes, I can lock a door with a day. In fact, I could do it in less than a minute!

I think your intent was to ask, ""Can someone lock a door USING a day?"" which would be impossible since days aren't physical objects.

Also no idea if a kite made of lead is possible or not"
10457,survey-text,46,117026,0.0-4.0,anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,0.9273621050172716,survey,session-65a02601b7232,English,Female,
6888,survey-text,46,62584,0.0-4.0,anon_subject_250,659f04805339f753c1b65235,65a05c955aba9e5f885bfc99,0.35229718550149713,survey,session-65a05d6160679,English,Male,
8077,survey-text,46,105383,0.0-4.0,anon_subject_158,659f04805339f753c1b65235,65a05a79c58774cde45fed62,0.5495041603427855,survey,session-65a05af008de2,english,male,
6075,survey-text,54,128057,0.0-4.0,anon_subject_47,659f04805339f753c1b65235,65a0245a6428f6802cf26fe3,0.5718226216142261,survey,session-65a024eeee8f2,English,Female,
8491,survey-text,62,129403,0.0-4.0,anon_subject_175,659f04805339f753c1b65235,65a05a64b70cd6898be5c9a8,0.8050535166364963,survey,session-65a05bffa391f,English,Female,
14605,survey-text,54,147380,0.0-4.0,anon_subject_251,659f04805339f753c1b65235,65a02a15eeee5416c5400a52,0.011360161522806056,survey,session-65a02ac49d097,English,woman,
10299,survey-text,46,113138,0.0-4.0,anon_subject_272,659f04805339f753c1b65235,65a0479eccba17a0c394abd1,0.8720480729364403,survey,session-65a0481e87e9e,English,Female,
8544,survey-text,46,133094,0.0-4.0,anon_subject_298,659f04805339f753c1b65235,65a0293d5aba9e5f885beff2,0.517775510437086,survey,session-65a029f633cbd,English,Female,
12923,survey-text,78,226576,0.0-4.0,anon_subject_282,659f04805339f753c1b65235,65a03fb16af24254f25d6062,0.08473310130444456,survey,session-65a040d034651,English,Female,
5706,survey-text,46,78758,0.0-4.0,anon_subject_145,659f04805339f753c1b65235,65a0476a9066460e83748fc9,0.8644873986616477,survey,session-65a047c1a123f,english,male,
10193,survey-text,54,131442,0.0-4.0,anon_subject_223,659f04805339f753c1b65235,65a05a7215917193ea8a6a91,0.6467911637902726,survey,session-65a05b06077fb,English,male,
16371,survey-text,46,184043,0.0-4.0,anon_subject_143,659f04805339f753c1b65235,65a05a7eab05057d2f5b2984,0.46747084098131486,survey,session-65a05b45ce19b,English,Non-Binary,These were funny!
10825,survey-text,46,145578,0.0-4.0,anon_subject_263,659f04805339f753c1b65235,65a05a895e58d51b4f3e4996,0.5364883509687399,survey,session-65a05b242a56d,english,female,
10670,survey-text,70,205140,0.0-4.0,anon_subject_211,659f04805339f753c1b65235,65a047999b6bc005fb6bdf88,0.4735783142253964,survey,session-65a04878e4015,English,Female,none
73938,survey-text,54,314026,0.0-4.0,anon_subject_289,659f04805339f753c1b65235,65a03ee90e6a0108526bdd44,0.4115867495775497,survey,session-65a04049c6111,english,female,"The practice question, ""could someone move furniture with their mind?"" I think it's possible but I had to put no to move on. "
8669,survey-text,54,136765,0.0-4.0,anon_subject_152,659f04805339f753c1b65235,65a03f1e6ba14dc8d40a4a56,0.9374795025563682,survey,session-65a03fc14f761,English,male,
6400,survey-text,46,95227,0.0-4.0,anon_subject_112,659f04805339f753c1b65235,65a02b703cf0fef29ad2a2f1,0.8018806011650006,survey,session-65a02bde687c3,English,Female,
10806,survey-text,46,73271,0.0-4.0,anon_subject_205,659f04805339f753c1b65235,65a05c0110105f4dafafb2b5,0.5711494623922899,survey,session-65a05c54d3666,English,Male,"Thanks for the fair pay, I appreciate it!"
16121,survey-text,62,145091,0.0-4.0,anon_subject_90,659f04805339f753c1b65235,65a0475c731e49bdea1b9120,0.24396108755305002,survey,session-65a047f9569f7,English,female,instructions were not very clear.
16475,survey-text,54,155135,0.0-4.0,anon_subject_109,659f04805339f753c1b65235,65a03fb2184037426b33ff3b,0.7895290688127601,survey,session-65a040636b16b,english,trans man,
32372,survey-text,46,184858,0.0-4.0,anon_subject_74,659f04805339f753c1b65235,65a02995943133561833f98c,0.3310450299104488,survey,session-65a02a8be0e9c,english,female,thank you
8900,survey-text,46,79022,0.0-4.0,anon_subject_259,659f04805339f753c1b65235,65a03eb46243e6d43e38417b,0.8235987904453146,survey,session-65a0420c6db58,English,Male,
14901,survey-text,46,169565,0.0-4.0,anon_subject_84,659f04805339f753c1b65235,65a05b72f34b5631810f8150,0.8472031216002167,survey,session-65a05c3d32c64,English,Male,
7517,survey-text,62,172813,0.0-4.0,anon_subject_9,659f04805339f753c1b65235,65a047693ac2f375865f4ece,0.708789351023108,survey,session-65a0481e99094,English,Male,
7927,survey-text,54,100541,0.0-4.0,anon_subject_226,659f04805339f753c1b65235,65a03f0c277118eefd0f3f52,0.025096151108051412,survey,session-65a03f7a50fce,English,Male,
9594,survey-text,46,98622,0.0-4.0,anon_subject_119,659f04805339f753c1b65235,65a03ecf835c6424ecc7517d,0.2558059281724403,survey,session-65a03f3be4b82,English,Female,
8619,survey-text,86,169935,0.0-4.0,anon_subject_106,659f04805339f753c1b65235,65a03eb054a913c61d775444,0.7723850737628328,survey,session-65a03f6958d7a,English,Female,
16455,survey-text,54,212604,0.0-4.0,anon_subject_267,659f04805339f753c1b65235,65a029ee7db586ea67a73956,0.9821607744647937,survey,session-65a02aeddfe8b,English,Male,
19031,survey-text,70,355051,0.0-4.0,anon_subject_246,659f04805339f753c1b65235,65a05a916e869bf85df4de0b,0.6412144368177903,survey,session-65a05c067ee90,31,Male,No.
11828,survey-text,54,116351,0.0-4.0,anon_subject_85,659f04805339f753c1b65235,65a05a7cfcd1e50633ac3a82,0.514869365049188,survey,session-65a05af758726,English,Male,Thanks
51276,survey-text,54,153941,0.0-4.0,anon_subject_103,659f04805339f753c1b65235,65a05a77f34b5631810f80ec,0.8631832628072968,survey,session-65a05ba5a4b39,english,male,"I believe in magic and spiritual powers. You told me I failed the practice, but I do believe someone could move furniture with their mind, as the Bodhisattvas are capable of such feats. "
11979,survey-text,46,96912,0.0-4.0,anon_subject_4,659f04805339f753c1b65235,65a05a6c6bac4df6251b9481,0.4978530388722371,survey,session-65a05b3256ccf,English,Male,
6304,survey-text,46,111302,0.0-4.0,anon_subject_77,659f04805339f753c1b65235,65a02a6c5f6b46129434efda,0.6796873871248637,survey,session-65a02aea6e162,English,Female,
5904,survey-text,70,169140,0.0-4.0,anon_subject_277,659f04805339f753c1b65235,65a05a8d85d169d8295bfc2e,0.6660816993511438,survey,session-65a05b3fdb663,English,Male,
12234,survey-text,54,197256,0.0-4.0,anon_subject_10,659f04805339f753c1b65235,65a04773bfcc66390994ad3f,0.7574550579166008,survey,session-65a048486c4aa,English,Female,
9635,survey-text,46,80828,0.0-4.0,anon_subject_11,659f04805339f753c1b65235,65a03f1d6d1220a64a0f3ff4,0.5507684894005975,survey,session-65a03f8ca85a8,English,female,
10232,survey-text,54,96496,0.0-4.0,anon_subject_174,659f04805339f753c1b65235,65a04730d96f47480f33e5b0,0.7964797461545801,survey,session-65a0479d78e5a,English,Male,
21121,survey-text,54,217766,0.0-4.0,anon_subject_265,659f04805339f753c1b65235,65a047ae5aba9e5f885bf764,0.9344200962146372,survey,session-65a048a77ad72,English,Male,
12341,survey-text,78,245501,0.0-4.0,anon_subject_275,659f04805339f753c1b65235,65a05a755747bb3166d4f5ff,0.7163995266817098,survey,session-65a05c784b652,English,female,
5869,survey-text,46,89894,0.0-4.0,anon_subject_32,659f04805339f753c1b65235,65a0479e05a2eebaddf4d4c7,0.8812474157906789,survey,session-65a048048b86b,English,Male,
4214,survey-text,46,81025,0.0-4.0,anon_subject_27,659f04805339f753c1b65235,65a047459066460e83748fbf,0.7419023631056343,survey,session-65a047a0b4a8a,english,male,
18297,survey-text,62,177854,0.0-4.0,anon_subject_233,659f04805339f753c1b65235,65a05b5ee7bb05ef1c8dafd9,0.23575965832589407,survey,session-65a05c46115e7,English,male,none
7572,survey-text,78,138374,0.0-4.0,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,survey,session-65a047ae1158f,english,female,
11590,survey-text,46,101283,0.0-4.0,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,survey,session-65a027e97de4e,English,male,Thanks!
9071,survey-text,46,113340,0.0-4.0,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,survey,session-65a03f992592a,English,female,
9376,survey-text,54,161384,0.0-4.0,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,survey,session-65a047f7133d3,English,Male,
8390,survey-text,46,150173,0.0-4.0,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,survey,session-65a0480195874,english,female,
64584,survey-text,46,198291,0.0-4.0,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,survey,session-65a040d028e4f,English,Female,"I slipped up on one of those but I think I did well overall. For the potion one, I think you could grow vegetables in it depending on what type of potion it was. :)

Thank you and best regards!"
8949,survey-text,54,160495,0.0-4.0,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,survey,session-65a05b3f16bec,english,male,
26043,survey-text,54,249083,0.0-4.0,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,survey,session-65a05b99b101a,English,Male,
9534,survey-text,78,909612,0.0-4.0,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,survey,session-65a06045248d1,English,Male,
12610,survey-text,54,128436,0.0-4.0,anon_subject_64,659f04805339f753c1b65235,65a03f1d2526f0c2765ca3b5,0.8413572211385306,survey,session-65a03fbe0b18d,English,Female,
9234,survey-text,54,124735,0.0-4.0,anon_subject_87,659f04805339f753c1b65235,65a05a63bdc3fb4b929b336a,0.7899975963684935,survey,session-65a05ae8ce414,english,female,
8577,survey-text,46,91834,0.0-4.0,anon_subject_189,659f04805339f753c1b65235,65a03f6e54a913c61d77546c,0.19647620085082806,survey,session-65a03fd4d2dd9,english,femaie,
9674,survey-text,46,97446,0.0-4.0,anon_subject_76,659f04805339f753c1b65235,65a05a8a158e1166c55f53da,0.8370301479934656,survey,session-65a05af41e709,English,Male,
9325,survey-text,46,132179,0.0-4.0,anon_subject_6,659f04805339f753c1b65235,65a0479f51ab53c1d1265a74,0.16846880399320896,survey,session-65a0483c77ac6,English,male,
36606,survey-text,54,380351,0.0-4.0,anon_subject_78,659f04805339f753c1b65235,65a05cb02c73291ebb384a81,0.35517556858883803,survey,session-65a05ef3dc596,English,Male,Great.
16118,survey-text,46,127518,0.0-4.0,anon_subject_16,659f04805339f753c1b65235,65a0479885d169d8295bf77b,0.6339271940314204,survey,session-65a0482121c69,English,Male,"N/A - No technical issues or otherwise, thank you!"
12297,survey-text,46,137261,0.0-4.0,anon_subject_293,659f04805339f753c1b65235,65a04746958dc9b1a7f39989,0.6364248336413934,survey,session-65a047e1d1c42,englisj,male,
6300,survey-text,62,120558,0.0-4.0,anon_subject_117,659f04805339f753c1b65235,65a02b758acfe7a551555843,0.8855515402511998,survey,session-65a02c583f6e8,english,female,
14958,survey-text,78,297605,0.0-4.0,anon_subject_198,659f04805339f753c1b65235,65a05a5f15177d3861dbebf3,0.032399229057037404,survey,session-65a05ba835d80,American English,Female,
25572,survey-text,78,137847,0.0-4.0,anon_subject_116,659f04805339f753c1b65235,65a03fb19db8b5fc2316f5e1,0.7200441704806846,survey,session-65a040445e7f7,English,Male,Some of the practice questions were not accurate. Did not expect this from Harvard.
18219,survey-text,78,224637,0.0-4.0,anon_subject_154,659f04805339f753c1b65235,65a03f5603787e97c70f7a5f,0.1272952742615565,survey,session-65a040636a6db,English,Female,None
8977,survey-text,54,113968,0.0-4.0,anon_subject_139,659f04805339f753c1b65235,65a05a85919a51b27c952d7a,0.658398265916212,survey,session-65a05b07b6540,English,Male,
7569,survey-text,46,88215,0.0-4.0,anon_subject_168,659f04805339f753c1b65235,65a03f25731e49bdea1b8eb1,0.1714630743906731,survey,session-65a03f955ba29,English ,Female,
7183,survey-text,46,121268,0.0-4.0,anon_subject_241,659f04805339f753c1b65235,65a047af5e58d51b4f3e4531,0.2194898071148006,survey,session-65a0482f594e2,English,Female,
12246,survey-text,46,79044,0.0-4.0,anon_subject_44,659f04805339f753c1b65235,65a04782125306e4f071fe40,0.5024601190993161,survey,session-65a047ea8c7b4,English,Male,n/a
137928,survey-text,46,245759,0.0-4.0,anon_subject_105,659f04805339f753c1b65235,65a024a7c92318ddab4a8d04,0.5743457981427009,survey,session-65a02606b7439,english,female,"I know I accidentally pressed 1 instead of 0 for one of the questions that was not a complete sentence (something about constructing something ""using at?"" or similar). I immediately said ""no!"" after i typed it, but of course, it was too late to change. Anyway, thanks! "
9524,survey-text,54,147410,0.0-4.0,anon_subject_93,659f04805339f753c1b65235,65a04ae6125306e4f071fef8,0.7337377035746249,survey,session-65a04b957dc6f,english,female ,
7883,survey-text,46,84393,0.0-4.0,anon_subject_136,659f04805339f753c1b65235,65a03f3fe7bb05ef1c8da8ca,0.15033325141771403,survey,session-65a03f9da5ce2,English,Male,
4611,survey-text,46,71919,0.0-4.0,anon_subject_261,659f04805339f753c1b65235,65a047715d139c5780748ff9,0.7077803464776335,survey,session-65a047c1bc28a,English,26,
6818,survey-text,62,142116,0.0-4.0,anon_subject_49,659f04805339f753c1b65235,65a05a7bb11a9bdf067759f4,0.12557480615522665,survey,session-65a05b1ca7bad,english,male,
7874,survey-text,54,98649,0.0-4.0,anon_subject_113,659f04805339f753c1b65235,65a05a72fc7c4acd585d662d,0.017841017663752234,survey,session-65a05b420a1fa,English,Male,
12126,survey-text,54,109823,0.0-4.0,anon_subject_52,659f04805339f753c1b65235,65a02a816243e6d43e383d37,0.26497513126614836,survey,session-65a02b571c787,English,Female,
15144,survey-text,46,532037,0.0-4.0,anon_subject_235,659f04805339f753c1b65235,65a047946d1220a64a0f41a6,0.3730065067076823,survey,session-65a04b0f5ec6b,English,Man,NA
10982,survey-text,62,158831,0.0-4.0,anon_subject_264,659f04805339f753c1b65235,65a03f289b6bc005fb6bdd7d,0.2458746283398443,survey,session-65a03fd28589c,English,female,
12232,survey-text,54,182497,0.0-4.0,anon_subject_141,659f04805339f753c1b65235,65a04769975ac8e822b375b2,0.10730645967242514,survey,session-65a0482e20da7,english,male,
5579,survey-text,94,217183,0.0-4.0,anon_subject_190,659f04805339f753c1b65235,65a05c965d139c57807494a1,0.01367335181736351,survey,session-65a05d7b42d4a,English,Male,
14614,survey-text,62,165213,0.0-4.0,anon_subject_242,659f04805339f753c1b65235,65a0474130a5ced3f5c44fca,0.03345420482642636,survey,session-65a048008ac7d,English,Female,"None, thank you."
8188,survey-text,54,839209,0.0-4.0,anon_subject_209,659f04805339f753c1b65235,65a05a713f91fc3cf7f39ca6,0.6305889994092155,survey,session-65a05dd941c45,English,Male,
