subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,original_item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id,response_correct,rt_normalized
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,26,0.0-3.0-0.4,60734,1617,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of ogres?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.4290670587524601,no,impossible_magic,Could someone shovel a driveway full of ogres?,session-65a0480f911e6,True,0.1515457893822736
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,28,0.0-3.0-0.5,63049,1308,"<div style=""font-size:20px;""><p>Could someone fly a kite using string?</p></div>",1,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.4290670587524601,yes,probable,Could someone fly a kite using string?,session-65a0480f911e6,True,-0.7686481850109637
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,30,0.0-3.0-0.6,66008,1954,"<div style=""font-size:20px;""><p>Could someone hide a gift using a closet?</p></div>",1,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.4290670587524601,yes,probable,Could someone hide a gift using a closet?,session-65a0480f911e6,True,1.155123036536063
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,32,0.0-3.0-0.7,68431,1417,"<div style=""font-size:20px;""><p>Could someone seal a box using do?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_syntactic,Could someone seal a box using do?,session-65a0480f911e6,True,-0.4440490160502424
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,34,0.0-3.0-0.8,70729,1292,"<div style=""font-size:20px;""><p>Could someone wash their hair with though?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_syntactic,Could someone wash their hair with though?,session-65a0480f911e6,True,-0.8162957694455649
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,36,0.0-3.0-0.9,73084,1353,"<div style=""font-size:20px;""><p>Could someone knit a scarf using lava?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.4290670587524601,no,impossible_physics,Could someone knit a scarf using lava?,session-65a0480f911e6,True,-0.6346393537886476
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,38,0.0-3.0-0.10,75476,1386,"<div style=""font-size:20px;""><p>Could someone bake a cake using superpowers?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.4290670587524601,no,impossible_magic,Could someone bake a cake using superpowers?,session-65a0480f911e6,True,-0.5363662108922824
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,40,0.0-3.0-0.11,77680,1199,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of friction?</p></div>",0,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_semantic,Could someone craft a bowl out of friction?,session-65a0480f911e6,True,-1.093247353971685
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,42,0.0-3.0-0.12,79845,1159,"<div style=""font-size:20px;""><p>Could someone wash dishes using fell?</p></div>",0,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_syntactic,Could someone wash dishes using fell?,session-65a0480f911e6,True,-1.212366315058188
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,44,0.0-3.0-0.13,82897,2045,"<div style=""font-size:20px;""><p>Could someone chill a drink using ice?</p></div>",1,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.4290670587524601,yes,probable,Could someone chill a drink using ice?,session-65a0480f911e6,True,1.4261186730078579
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,46,0.0-3.0-0.14,85464,1562,"<div style=""font-size:20px;""><p>Could someone tow a car using a horse?</p></div>",1,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.4290670587524601,yes,improbable,Could someone tow a car using a horse?,session-65a0480f911e6,True,-0.012242782111668309
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,48,0.0-3.0-0.15,87785,1314,"<div style=""font-size:20px;""><p>Could someone construct a castle using boredom?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_semantic,Could someone construct a castle using boredom?,session-65a0480f911e6,True,-0.7507803408479882
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,50,0.0-3.0-0.16,90392,1602,"<div style=""font-size:20px;""><p>Could someone start a fire using furniture?</p></div>",1,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.4290670587524601,yes,improbable,Could someone start a fire using furniture?,session-65a0480f911e6,True,0.1068761789748349
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,52,0.0-3.0-0.17,92846,1449,"<div style=""font-size:20px;""><p>Could someone construct a tower using a lake?</p></div>",0,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.4290670587524601,no,impossible_physics,Could someone construct a tower using a lake?,session-65a0480f911e6,True,-0.34875384718103986
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,10,0.0-3.0-0.0,39469,1973,"<div style=""font-size:20px;""><p>Could someone grow vegetables in become?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.2319245361945907,no,inconceivable_syntactic,Could someone grow vegetables in become?,session-65a05b470364e,True,0.05101713283448016
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,12,0.0-3.0-0.1,41985,1503,"<div style=""font-size:20px;""><p>Could someone draw a picture using magic?</p></div>",0,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.2319245361945907,no,impossible_magic,Could someone draw a picture using magic?,session-65a05b470364e,True,-0.5080566285381907
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,14,0.0-3.0-0.2,44342,1347,"<div style=""font-size:20px;""><p>Could someone wash their hair with air?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.2319245361945907,no,impossible_physics,Could someone wash their hair with air?,session-65a05b470364e,True,-0.6936215365682686
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,16,0.0-3.0-0.3,46972,1622,"<div style=""font-size:20px;""><p>Could someone tow a car using a horse?</p></div>",1,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.2319245361945907,yes,improbable,Could someone tow a car using a horse?,session-65a05b470364e,True,-0.3665039102331953
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,20,0.0-3.0-0.5,54731,1150,"<div style=""font-size:20px;""><p>Could someone wash dishes using fairies?</p></div>",0,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.2319245361945907,no,impossible_magic,Could someone wash dishes using fairies?,session-65a05b470364e,True,-0.9279567088883031
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,22,0.0-3.0-0.6,58524,2784,"<div style=""font-size:20px;""><p>Could someone construct a castle using gems?</p></div>",1,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.2319245361945907,yes,improbable,Could someone construct a castle using gems?,session-65a05b470364e,True,1.015716750862642
anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,24,0.0-3.0-0.7,61550,2017,"<div style=""font-size:20px;""><p>Could someone brew coffee using into?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.2319245361945907,no,inconceivable_syntactic,Could someone brew coffee using into?,session-65a05b470364e,True,0.10335595304809189
