subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,original_item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,42,0.0-3.0-0.16,95046,1508,"<div style=""font-size:20px;""><p>Could someone fly a kite using witchcraft?</p></div>",0,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.06914232995603098,no,impossible_magic,Could someone fly a kite using witchcraft?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,44,0.0-3.0-0.17,98741,2680,"<div style=""font-size:20px;""><p>Could someone knit a scarf using wire?</p></div>",1,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.06914232995603098,yes,improbable,Could someone knit a scarf using wire?,session-65a04185c5cb4
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,18,0.0-3.0-0.0,69903,3669,"<div style=""font-size:20px;""><p>Could someone start a fire using furniture?</p></div>",1,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.7930852442032413,yes,improbable,Could someone start a fire using furniture?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,20,0.0-3.0-0.1,72572,1664,"<div style=""font-size:20px;""><p>Could someone bake a cake using superpowers?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.7930852442032413,no,impossible_magic,Could someone bake a cake using superpowers?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,22,0.0-3.0-0.2,74822,1244,"<div style=""font-size:20px;""><p>Could someone wash dishes using soap?</p></div>",1,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.7930852442032413,yes,probable,Could someone wash dishes using soap?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,24,0.0-3.0-0.3,77254,1429,"<div style=""font-size:20px;""><p>Could someone hide a gift using during?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_syntactic,Could someone hide a gift using during?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,26,0.0-3.0-0.4,79589,1330,"<div style=""font-size:20px;""><p>Could someone seal a box using jokes?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_semantic,Could someone seal a box using jokes?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,28,0.0-3.0-0.5,81751,1157,"<div style=""font-size:20px;""><p>Could someone paint a house using a brush?</p></div>",1,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.7930852442032413,yes,probable,Could someone paint a house using a brush?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,30,0.0-3.0-0.6,84067,1311,"<div style=""font-size:20px;""><p>Could someone construct a tower using concrete?</p></div>",1,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.7930852442032413,yes,probable,Could someone construct a tower using concrete?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,32,0.0-3.0-0.7,86221,1150,"<div style=""font-size:20px;""><p>Could someone construct a castle using wizardry?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.7930852442032413,no,impossible_magic,Could someone construct a castle using wizardry?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,34,0.0-3.0-0.8,88845,1618,"<div style=""font-size:20px;""><p>Could someone knit a scarf using for?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_syntactic,Could someone knit a scarf using for?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,36,0.0-3.0-0.9,91185,1334,"<div style=""font-size:20px;""><p>Could someone wash their hair with air?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.7930852442032413,no,impossible_physics,Could someone wash their hair with air?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,38,0.0-3.0-0.10,93252,1062,"<div style=""font-size:20px;""><p>Could someone draw a picture using a smell?</p></div>",0,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_semantic,Could someone draw a picture using a smell?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,40,0.0-3.0-0.11,95291,1035,"<div style=""font-size:20px;""><p>Could someone brew coffee using glue?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.7930852442032413,no,impossible_physics,Could someone brew coffee using glue?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,42,0.0-3.0-0.12,97488,1191,"<div style=""font-size:20px;""><p>Could someone grow vegetables in a potion?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.7930852442032413,no,impossible_magic,Could someone grow vegetables in a potion?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,44,0.0-3.0-0.13,99670,1178,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of smoke?</p></div>",0,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.7930852442032413,no,impossible_physics,Could someone craft a bowl out of smoke?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,46,0.0-3.0-0.14,101920,1246,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of ice?</p></div>",1,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.7930852442032413,yes,improbable,Could someone shovel a driveway full of ice?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,48,0.0-3.0-0.15,104193,1267,"<div style=""font-size:20px;""><p>Could someone tow a car using then?</p></div>",0,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_syntactic,Could someone tow a car using then?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,50,0.0-3.0-0.16,106361,1164,"<div style=""font-size:20px;""><p>Could someone fly a kite using a sound?</p></div>",0,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.7930852442032413,no,inconceivable_semantic,Could someone fly a kite using a sound?,session-65a04795a47b9
anon_subject_30,659f04805339f753c1b65235,65a0471539341d75b93cf885,52,0.0-3.0-0.17,109415,2051,"<div style=""font-size:20px;""><p>Could someone chill a drink using snow?</p></div>",1,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.7930852442032413,yes,improbable,Could someone chill a drink using snow?,session-65a04795a47b9
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,18,0.0-3.0-0.0,50261,2330,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of smoke?</p></div>",0,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.6874473965112899,no,impossible_physics,Could someone craft a bowl out of smoke?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,20,0.0-3.0-0.1,53136,1872,"<div style=""font-size:20px;""><p>Could someone construct a castle using follow?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.6874473965112899,no,inconceivable_syntactic,Could someone construct a castle using follow?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,22,0.0-3.0-0.2,55853,1702,"<div style=""font-size:20px;""><p>Could someone chill a drink using at?</p></div>",0,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.6874473965112899,no,inconceivable_syntactic,Could someone chill a drink using at?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,24,0.0-3.0-0.3,57979,1118,"<div style=""font-size:20px;""><p>Could someone brew coffee using water?</p></div>",1,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.6874473965112899,yes,probable,Could someone brew coffee using water?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,26,0.0-3.0-0.4,61522,2532,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of rumors?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.6874473965112899,no,inconceivable_semantic,Could someone shovel a driveway full of rumors?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,28,0.0-3.0-0.5,64567,2040,"<div style=""font-size:20px;""><p>Could someone wash their hair with detergent?</p></div>",1,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.6874473965112899,yes,improbable,Could someone wash their hair with detergent?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,30,0.0-3.0-0.6,66750,1175,"<div style=""font-size:20px;""><p>Could someone knit a scarf using sadness?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.6874473965112899,no,inconceivable_semantic,Could someone knit a scarf using sadness?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,32,0.0-3.0-0.7,69400,1640,"<div style=""font-size:20px;""><p>Could someone paint a house using before?</p></div>",0,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.6874473965112899,no,inconceivable_syntactic,Could someone paint a house using before?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,34,0.0-3.0-0.8,72345,1933,"<div style=""font-size:20px;""><p>Could someone start a fire using traffic?</p></div>",1,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.6874473965112899,yes,inconceivable_semantic,Could someone start a fire using traffic?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,36,0.0-3.0-0.9,75638,2284,"<div style=""font-size:20px;""><p>Could someone bake a cake using superpowers?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.6874473965112899,no,impossible_magic,Could someone bake a cake using superpowers?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,38,0.0-3.0-0.10,78408,1761,"<div style=""font-size:20px;""><p>Could someone fly a kite using string?</p></div>",1,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.6874473965112899,yes,probable,Could someone fly a kite using string?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,40,0.0-3.0-0.11,80910,1498,"<div style=""font-size:20px;""><p>Could someone tow a car using a horse?</p></div>",0,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.6874473965112899,no,improbable,Could someone tow a car using a horse?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,42,0.0-3.0-0.12,83972,2050,"<div style=""font-size:20px;""><p>Could someone hide a gift using a cloud?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.6874473965112899,no,impossible_physics,Could someone hide a gift using a cloud?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,44,0.0-3.0-0.13,86254,1269,"<div style=""font-size:20px;""><p>Could someone wash dishes using soap?</p></div>",1,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.6874473965112899,yes,probable,Could someone wash dishes using soap?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,46,0.0-3.0-0.14,88804,1536,"<div style=""font-size:20px;""><p>Could someone seal a box using sorcery?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.6874473965112899,no,impossible_magic,Could someone seal a box using sorcery?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,48,0.0-3.0-0.15,91347,1530,"<div style=""font-size:20px;""><p>Could someone draw a picture using a mountain?</p></div>",1,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.6874473965112899,yes,impossible_physics,Could someone draw a picture using a mountain?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,50,0.0-3.0-0.16,94222,1858,"<div style=""font-size:20px;""><p>Could someone grow vegetables in sand?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.6874473965112899,no,improbable,Could someone grow vegetables in sand?,session-65a0480f36680
anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,52,0.0-3.0-0.17,97782,2557,"<div style=""font-size:20px;""><p>Could someone construct a tower using [POSS] mind?</p></div>",0,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.6874473965112899,no,impossible_magic,Could someone construct a tower using [POSS] mind?,session-65a0480f36680
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,18,0.0-3.0-0.0,50026,2460,"<div style=""font-size:20px;""><p>Could someone paint a house using a mop?</p></div>",1,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.4290670587524601,yes,improbable,Could someone paint a house using a mop?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,20,0.0-3.0-0.1,52554,1525,"<div style=""font-size:20px;""><p>Could someone brew coffee using numbers?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_semantic,Could someone brew coffee using numbers?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,22,0.0-3.0-0.2,55218,1659,"<div style=""font-size:20px;""><p>Could someone grow vegetables in bleach?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.4290670587524601,no,impossible_physics,Could someone grow vegetables in bleach?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,24,0.0-3.0-0.3,58113,1889,"<div style=""font-size:20px;""><p>Could someone draw a picture using magic?</p></div>",0,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.4290670587524601,no,impossible_magic,Could someone draw a picture using magic?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,26,0.0-3.0-0.4,60734,1617,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of ogres?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.4290670587524601,no,impossible_magic,Could someone shovel a driveway full of ogres?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,28,0.0-3.0-0.5,63049,1308,"<div style=""font-size:20px;""><p>Could someone fly a kite using string?</p></div>",1,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.4290670587524601,yes,probable,Could someone fly a kite using string?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,30,0.0-3.0-0.6,66008,1954,"<div style=""font-size:20px;""><p>Could someone hide a gift using a closet?</p></div>",1,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.4290670587524601,yes,probable,Could someone hide a gift using a closet?,session-65a0480f911e6
anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,32,0.0-3.0-0.7,68431,1417,"<div style=""font-size:20px;""><p>Could someone seal a box using do?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.4290670587524601,no,inconceivable_syntactic,Could someone seal a box using do?,session-65a0480f911e6
