rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,session_file_id,task,success,completion_time,exp_type
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,25.0,58990.0,0.0-3.0-1.3,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,62527.0,0.0-3.0-1.4,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,65575.0,0.0-3.0-1.5,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,67760.0,0.0-3.0-1.6,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,70412.0,0.0-3.0-1.7,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,73354.0,0.0-3.0-1.8,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,37.0,76647.0,0.0-3.0-1.9,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,39.0,79412.0,0.0-3.0-1.10,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,41.0,81921.0,0.0-3.0-1.11,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,84984.0,0.0-3.0-1.12,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,87268.0,0.0-3.0-1.13,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,89817.0,0.0-3.0-1.14,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,92364.0,0.0-3.0-1.15,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,95224.0,0.0-3.0-1.16,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,98797.0,0.0-3.0-1.17,anon_subject_146,659f04805339f753c1b65235,65a047892086d07cc8439b7d,0.6874473965112899,session-65a0480f36680,prompt,,,
,,,,,,,,,,,session-65a0480f36680,,True,2024-01-11T19:57:03.009Z,gesture-beat-expt-pilot
3725.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,17.0,47565.0,0.0-2.0,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,19.0,51029.0,0.0-3.0-1.0,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,21.0,53558.0,0.0-3.0-1.1,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,23.0,56223.0,0.0-3.0-1.2,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,25.0,59117.0,0.0-3.0-1.3,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,61740.0,0.0-3.0-1.4,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,64054.0,0.0-3.0-1.5,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,67013.0,0.0-3.0-1.6,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,69436.0,0.0-3.0-1.7,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,71731.0,0.0-3.0-1.8,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,37.0,74089.0,0.0-3.0-1.9,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,39.0,76481.0,0.0-3.0-1.10,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,41.0,78685.0,0.0-3.0-1.11,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,80851.0,0.0-3.0-1.12,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,83902.0,0.0-3.0-1.13,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,86470.0,0.0-3.0-1.14,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,88789.0,0.0-3.0-1.15,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,91396.0,0.0-3.0-1.16,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,93852.0,0.0-3.0-1.17,anon_subject_42,659f04805339f753c1b65235,65a0479e591c52695cdbe8c1,0.4290670587524601,session-65a0480f911e6,prompt,,,
,,,,,,,,,,,session-65a0480f911e6,,True,2024-01-11T19:57:02.619Z,gesture-beat-expt-pilot
2434.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,9.0,37486.0,0.0-2.0,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,11.0,40475.0,0.0-3.0-1.0,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,13.0,42990.0,0.0-3.0-1.1,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,15.0,45346.0,0.0-3.0-1.2,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,17.0,47975.0,0.0-3.0-1.3,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,19.0,53577.0,0.0-3.0-1.4,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,21.0,55734.0,0.0-3.0-1.5,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,23.0,59527.0,0.0-3.0-1.6,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,25.0,62553.0,0.0-3.0-1.7,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,65494.0,0.0-3.0-1.8,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,67862.0,0.0-3.0-1.9,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,70248.0,0.0-3.0-1.10,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,72710.0,0.0-3.0-1.11,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,75590.0,0.0-3.0-1.12,anon_subject_28,659f04805339f753c1b65235,65a05a6f2bb7751b509056c3,0.23192453619459075,session-65a05b470364e,prompt,,,
