item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
5,He called a friend using,improbable,a laptop.,-10.639543533325195,-3.5465145111083984,allenai/OLMo-7B-0424-hf,step17500-tokens73B
5,He called a friend using,impossible,a sandwich.,-14.827360153198242,-4.942453384399414,allenai/OLMo-7B-0424-hf,step17500-tokens73B
5,He called a friend using,inconceivable,mass.,-15.502252578735352,-7.751126289367676,allenai/OLMo-7B-0424-hf,step17500-tokens73B
5,He called a friend using,inconceivable_syntactic,with.,-14.613509178161621,-7.3067545890808105,allenai/OLMo-7B-0424-hf,step17500-tokens73B
6,He carried groceries inside,probable,a tote bag.,-11.992862701416016,-2.398572540283203,allenai/OLMo-7B-0424-hf,step17500-tokens73B
6,He carried groceries inside,improbable,a backpack.,-10.407474517822266,-3.469158172607422,allenai/OLMo-7B-0424-hf,step17500-tokens73B
6,He carried groceries inside,impossible,a tornado.,-17.8098201751709,-5.936606725056966,allenai/OLMo-7B-0424-hf,step17500-tokens73B
6,He carried groceries inside,inconceivable,a law.,-20.97303867340088,-6.991012891133626,allenai/OLMo-7B-0424-hf,step17500-tokens73B
6,He carried groceries inside,inconceivable_syntactic,give.,-17.971996307373047,-8.985998153686523,allenai/OLMo-7B-0424-hf,step17500-tokens73B
7,He carved a statue using,probable,a chisel.,-9.240723609924316,-2.310180902481079,allenai/OLMo-7B-0424-hf,step17500-tokens73B
7,He carved a statue using,improbable,a nail.,-10.750368118286133,-3.583456039428711,allenai/OLMo-7B-0424-hf,step17500-tokens73B
7,He carved a statue using,impossible,a sock.,-14.6585693359375,-4.886189778645833,allenai/OLMo-7B-0424-hf,step17500-tokens73B
7,He carved a statue using,inconceivable,laughter.,-15.953330039978027,-7.976665019989014,allenai/OLMo-7B-0424-hf,step17500-tokens73B
7,He carved a statue using,inconceivable_syntactic,forget.,-19.60558032989502,-9.80279016494751,allenai/OLMo-7B-0424-hf,step17500-tokens73B
8,He caught a fish in,probable,a lake.,-8.503753662109375,-2.8345845540364585,allenai/OLMo-7B-0424-hf,step17500-tokens73B
8,He caught a fish in,improbable,a puddle.,-9.691577911376953,-2.4228944778442383,allenai/OLMo-7B-0424-hf,step17500-tokens73B
8,He caught a fish in,impossible,a raindrop.,-18.288694381713867,-3.6577388763427736,allenai/OLMo-7B-0424-hf,step17500-tokens73B
8,He caught a fish in,inconceivable,an exclamation.,-19.57832431793213,-4.894581079483032,allenai/OLMo-7B-0424-hf,step17500-tokens73B
8,He caught a fish in,inconceivable_syntactic,become.,-19.61572551727295,-9.807862758636475,allenai/OLMo-7B-0424-hf,step17500-tokens73B
9,He chilled a drink using,probable,ice.,-6.343750953674316,-3.171875476837158,allenai/OLMo-7B-0424-hf,step17500-tokens73B
9,He chilled a drink using,improbable,snow.,-11.726349830627441,-5.863174915313721,allenai/OLMo-7B-0424-hf,step17500-tokens73B
9,He chilled a drink using,impossible,fire.,-10.222349166870117,-5.111174583435059,allenai/OLMo-7B-0424-hf,step17500-tokens73B
9,He chilled a drink using,inconceivable,yesterday.,-16.139918327331543,-8.069959163665771,allenai/OLMo-7B-0424-hf,step17500-tokens73B
9,He chilled a drink using,inconceivable_syntactic,onto.,-19.3480806350708,-9.6740403175354,allenai/OLMo-7B-0424-hf,step17500-tokens73B
10,He chopped a carrot using,probable,a knife.,-4.041924476623535,-1.3473081588745117,allenai/OLMo-7B-0424-hf,step17500-tokens73B
10,He chopped a carrot using,improbable,a sword.,-10.2615966796875,-3.4205322265625,allenai/OLMo-7B-0424-hf,step17500-tokens73B
10,He chopped a carrot using,impossible,a rag.,-14.491827964782715,-4.830609321594238,allenai/OLMo-7B-0424-hf,step17500-tokens73B
10,He chopped a carrot using,inconceivable,a color.,-18.429058074951172,-6.143019358317058,allenai/OLMo-7B-0424-hf,step17500-tokens73B
10,He chopped a carrot using,inconceivable_syntactic,through.,-17.51801300048828,-8.75900650024414,allenai/OLMo-7B-0424-hf,step17500-tokens73B
11,He cleaned a spill using,probable,a sponge.,-8.545045852661133,-2.848348617553711,allenai/OLMo-7B-0424-hf,step17500-tokens73B
11,He cleaned a spill using,improbable,a scarf.,-13.83321762084961,-4.611072540283203,allenai/OLMo-7B-0424-hf,step17500-tokens73B
11,He cleaned a spill using,impossible,mustard.,-12.816424369812012,-6.408212184906006,allenai/OLMo-7B-0424-hf,step17500-tokens73B
11,He cleaned a spill using,inconceivable,a country.,-18.657970428466797,-6.219323476155599,allenai/OLMo-7B-0424-hf,step17500-tokens73B
11,He cleaned a spill using,inconceivable_syntactic,without.,-17.324442863464355,-8.662221431732178,allenai/OLMo-7B-0424-hf,step17500-tokens73B
12,He cleaned a carpet using,probable,a vacuum.,-6.430535316467285,-2.1435117721557617,allenai/OLMo-7B-0424-hf,step17500-tokens73B
12,He cleaned a carpet using,improbable,a hat.,-15.43193531036377,-5.143978436787923,allenai/OLMo-7B-0424-hf,step17500-tokens73B
12,He cleaned a carpet using,impossible,a crayon.,-12.125890731811523,-2.4251781463623048,allenai/OLMo-7B-0424-hf,step17500-tokens73B
12,He cleaned a carpet using,inconceivable,a week.,-17.083849906921387,-5.694616635640462,allenai/OLMo-7B-0424-hf,step17500-tokens73B
12,He cleaned a carpet using,inconceivable_syntactic,into.,-17.208436965942383,-8.604218482971191,allenai/OLMo-7B-0424-hf,step17500-tokens73B
13,He climbed a tree using,probable,a ladder.,-6.009836196899414,-2.0032787322998047,allenai/OLMo-7B-0424-hf,step17500-tokens73B
13,He climbed a tree using,improbable,a rope.,-5.425798416137695,-1.8085994720458984,allenai/OLMo-7B-0424-hf,step17500-tokens73B
13,He climbed a tree using,impossible,oil.,-14.936687469482422,-7.468343734741211,allenai/OLMo-7B-0424-hf,step17500-tokens73B
13,He climbed a tree using,inconceivable,a poem.,-15.860496520996094,-5.286832173665364,allenai/OLMo-7B-0424-hf,step17500-tokens73B
13,He climbed a tree using,inconceivable_syntactic,before.,-18.136859893798828,-9.068429946899414,allenai/OLMo-7B-0424-hf,step17500-tokens73B
14,He closed a jacket using,probable,a zipper.,-9.7283296585083,-2.432082414627075,allenai/OLMo-7B-0424-hf,step17500-tokens73B
14,He closed a jacket using,improbable,glue.,-10.18578052520752,-5.09289026260376,allenai/OLMo-7B-0424-hf,step17500-tokens73B
14,He closed a jacket using,impossible,fog.,-14.909062385559082,-7.454531192779541,allenai/OLMo-7B-0424-hf,step17500-tokens73B
14,He closed a jacket using,inconceivable,a word.,-12.818686485290527,-4.272895495096843,allenai/OLMo-7B-0424-hf,step17500-tokens73B
14,He closed a jacket using,inconceivable_syntactic,until.,-15.417327880859375,-7.7086639404296875,allenai/OLMo-7B-0424-hf,step17500-tokens73B
15,He constructed a tower out of,probable,blocks.,-7.74753475189209,-3.873767375946045,allenai/OLMo-7B-0424-hf,step17500-tokens73B
15,He constructed a tower out of,improbable,bubbles.,-11.227150917053223,-5.613575458526611,allenai/OLMo-7B-0424-hf,step17500-tokens73B
15,He constructed a tower out of,impossible,sparks.,-14.832003593444824,-4.944001197814941,allenai/OLMo-7B-0424-hf,step17500-tokens73B
15,He constructed a tower out of,inconceivable,seasons.,-16.2125186920166,-8.1062593460083,allenai/OLMo-7B-0424-hf,step17500-tokens73B
15,He constructed a tower out of,inconceivable_syntactic,forgive.,-19.441974639892578,-9.720987319946289,allenai/OLMo-7B-0424-hf,step17500-tokens73B
16,He cooked dinner out of,probable,pasta.,-9.331741333007812,-4.665870666503906,allenai/OLMo-7B-0424-hf,step17500-tokens73B
16,He cooked dinner out of,improbable,insects.,-13.35920524597168,-6.67960262298584,allenai/OLMo-7B-0424-hf,step17500-tokens73B
16,He cooked dinner out of,impossible,the moon.,-11.63592529296875,-3.8786417643229165,allenai/OLMo-7B-0424-hf,step17500-tokens73B
16,He cooked dinner out of,inconceivable,thoughts.,-12.137768745422363,-6.068884372711182,allenai/OLMo-7B-0424-hf,step17500-tokens73B
16,He cooked dinner out of,inconceivable_syntactic,do.,-16.04037570953369,-8.020187854766846,allenai/OLMo-7B-0424-hf,step17500-tokens73B
17,He cooled a room using,probable,a fan.,-5.508833885192871,-1.836277961730957,allenai/OLMo-7B-0424-hf,step17500-tokens73B
17,He cooled a room using,improbable,shades.,-12.083964347839355,-6.041982173919678,allenai/OLMo-7B-0424-hf,step17500-tokens73B
17,He cooled a room using,impossible,a heater.,-7.763185501098633,-2.587728500366211,allenai/OLMo-7B-0424-hf,step17500-tokens73B
17,He cooled a room using,inconceivable,a taste.,-16.81966781616211,-5.606555938720703,allenai/OLMo-7B-0424-hf,step17500-tokens73B
17,He cooled a room using,inconceivable_syntactic,have.,-15.723986625671387,-7.861993312835693,allenai/OLMo-7B-0424-hf,step17500-tokens73B
18,He covered a window using,probable,curtains.,-9.347450256347656,-4.673725128173828,allenai/OLMo-7B-0424-hf,step17500-tokens73B
18,He covered a window using,improbable,sheets.,-11.106164932250977,-5.553082466125488,allenai/OLMo-7B-0424-hf,step17500-tokens73B
18,He covered a window using,impossible,a hair.,-16.55746841430664,-5.519156138102214,allenai/OLMo-7B-0424-hf,step17500-tokens73B
18,He covered a window using,inconceivable,a chant.,-20.090242385864258,-6.696747461954753,allenai/OLMo-7B-0424-hf,step17500-tokens73B
18,He covered a window using,inconceivable_syntactic,make.,-15.083539962768555,-7.541769981384277,allenai/OLMo-7B-0424-hf,step17500-tokens73B
19,He crafted a bowl out of,probable,clay.,-6.964059829711914,-3.482029914855957,allenai/OLMo-7B-0424-hf,step17500-tokens73B
19,He crafted a bowl out of,improbable,mud.,-10.72533130645752,-5.36266565322876,allenai/OLMo-7B-0424-hf,step17500-tokens73B
19,He crafted a bowl out of,impossible,smoke.,-11.94243049621582,-5.97121524810791,allenai/OLMo-7B-0424-hf,step17500-tokens73B
19,He crafted a bowl out of,inconceivable,math.,-12.66701889038086,-6.33350944519043,allenai/OLMo-7B-0424-hf,step17500-tokens73B
19,He crafted a bowl out of,inconceivable_syntactic,follow.,-19.07018280029297,-9.535091400146484,allenai/OLMo-7B-0424-hf,step17500-tokens73B
20,He crushed a soda can using,probable,a shoe.,-10.45908260345459,-3.4863608678181968,allenai/OLMo-7B-0424-hf,step17500-tokens73B
20,He crushed a soda can using,improbable,a chair.,-9.561821937561035,-3.1872739791870117,allenai/OLMo-7B-0424-hf,step17500-tokens73B
20,He crushed a soda can using,impossible,a tissue.,-12.679915428161621,-4.226638476053874,allenai/OLMo-7B-0424-hf,step17500-tokens73B
20,He crushed a soda can using,inconceivable,a day.,-17.743589401245117,-5.914529800415039,allenai/OLMo-7B-0424-hf,step17500-tokens73B
20,He crushed a soda can using,inconceivable_syntactic,choose.,-19.860562324523926,-9.930281162261963,allenai/OLMo-7B-0424-hf,step17500-tokens73B
21,He cut grass using,probable,a lawnmower.,-6.217620849609375,-1.243524169921875,allenai/OLMo-7B-0424-hf,step17500-tokens73B
21,He cut grass using,improbable,a scythe.,-8.731156349182129,-1.7462312698364257,allenai/OLMo-7B-0424-hf,step17500-tokens73B
21,He cut grass using,impossible,a popsicle.,-16.33171558380127,-4.082928895950317,allenai/OLMo-7B-0424-hf,step17500-tokens73B
21,He cut grass using,inconceivable,an essay.,-18.284295082092285,-6.094765027364095,allenai/OLMo-7B-0424-hf,step17500-tokens73B
21,He cut grass using,inconceivable_syntactic,then.,-15.772257804870605,-7.886128902435303,allenai/OLMo-7B-0424-hf,step17500-tokens73B
22,He cut cardboard using,probable,scissors.,-5.595328330993652,-1.8651094436645508,allenai/OLMo-7B-0424-hf,step17500-tokens73B
22,He cut cardboard using,improbable,a scalpel.,-8.559906005859375,-2.1399765014648438,allenai/OLMo-7B-0424-hf,step17500-tokens73B
22,He cut cardboard using,impossible,fur.,-17.436918258666992,-8.718459129333496,allenai/OLMo-7B-0424-hf,step17500-tokens73B
22,He cut cardboard using,inconceivable,a snore.,-23.799073219299316,-5.949768304824829,allenai/OLMo-7B-0424-hf,step17500-tokens73B
22,He cut cardboard using,inconceivable_syntactic,sometimes.,-17.912857055664062,-8.956428527832031,allenai/OLMo-7B-0424-hf,step17500-tokens73B
23,He dented a car with,probable,a baseball bat.,-10.039801597595215,-2.5099503993988037,allenai/OLMo-7B-0424-hf,step17500-tokens73B
23,He dented a car with,improbable,a dumbbell.,-14.739611625671387,-3.6849029064178467,allenai/OLMo-7B-0424-hf,step17500-tokens73B
23,He dented a car with,impossible,a breeze.,-14.432210922241211,-4.810736974080403,allenai/OLMo-7B-0424-hf,step17500-tokens73B
23,He dented a car with,inconceivable,a nap.,-14.090206146240234,-4.696735382080078,allenai/OLMo-7B-0424-hf,step17500-tokens73B
23,He dented a car with,inconceivable_syntactic,from.,-14.006180763244629,-7.0030903816223145,allenai/OLMo-7B-0424-hf,step17500-tokens73B
24,He dug a hole using,probable,a shovel.,-4.675305366516113,-1.5584351221720378,allenai/OLMo-7B-0424-hf,step17500-tokens73B
24,He dug a hole using,improbable,a spatula.,-10.680482864379883,-2.6701207160949707,allenai/OLMo-7B-0424-hf,step17500-tokens73B
24,He dug a hole using,impossible,dirt.,-11.447638511657715,-5.723819255828857,allenai/OLMo-7B-0424-hf,step17500-tokens73B
24,He dug a hole using,inconceivable,a yawn.,-17.095662117004395,-4.273915529251099,allenai/OLMo-7B-0424-hf,step17500-tokens73B
24,He dug a hole using,inconceivable_syntactic,except.,-18.863740921020508,-9.431870460510254,allenai/OLMo-7B-0424-hf,step17500-tokens73B
25,He dipped a biscuit into,probable,coffee.,-9.91236400604248,-4.95618200302124,allenai/OLMo-7B-0424-hf,step17500-tokens73B
25,He dipped a biscuit into,improbable,wine.,-11.075870513916016,-5.537935256958008,allenai/OLMo-7B-0424-hf,step17500-tokens73B
25,He dipped a biscuit into,impossible,a floor.,-18.840402603149414,-6.280134201049805,allenai/OLMo-7B-0424-hf,step17500-tokens73B
25,He dipped a biscuit into,inconceivable,a myth.,-20.4703369140625,-6.823445638020833,allenai/OLMo-7B-0424-hf,step17500-tokens73B
25,He dipped a biscuit into,inconceivable_syntactic,by.,-17.732251167297363,-8.866125583648682,allenai/OLMo-7B-0424-hf,step17500-tokens73B
26,He displayed books on,probable,a shelf.,-8.2692232131958,-2.7564077377319336,allenai/OLMo-7B-0424-hf,step17500-tokens73B
26,He displayed books on,improbable,a bed.,-11.913692474365234,-3.9712308247884116,allenai/OLMo-7B-0424-hf,step17500-tokens73B
26,He displayed books on,impossible,a galaxy.,-19.064746856689453,-6.354915618896484,allenai/OLMo-7B-0424-hf,step17500-tokens73B
26,He displayed books on,inconceivable,a sigh.,-19.65052032470703,-6.550173441569011,allenai/OLMo-7B-0424-hf,step17500-tokens73B
26,He displayed books on,inconceivable_syntactic,for.,-14.756680011749268,-7.378340005874634,allenai/OLMo-7B-0424-hf,step17500-tokens73B
27,He docked a boat using,probable,an anchor.,-10.941043853759766,-3.647014617919922,allenai/OLMo-7B-0424-hf,step17500-tokens73B
27,He docked a boat using,improbable,an anvil.,-14.464140892028809,-3.616035223007202,allenai/OLMo-7B-0424-hf,step17500-tokens73B
27,He docked a boat using,impossible,a balloon.,-10.57854175567627,-3.5261805852254233,allenai/OLMo-7B-0424-hf,step17500-tokens73B
27,He docked a boat using,inconceivable,a lesson.,-18.893604278564453,-6.297868092854817,allenai/OLMo-7B-0424-hf,step17500-tokens73B
27,He docked a boat using,inconceivable_syntactic,though.,-17.614383697509766,-8.807191848754883,allenai/OLMo-7B-0424-hf,step17500-tokens73B
28,He drank a cup full of,probable,water.,-4.81453800201416,-2.40726900100708,allenai/OLMo-7B-0424-hf,step17500-tokens73B
28,He drank a cup full of,improbable,honey.,-8.8469820022583,-4.42349100112915,allenai/OLMo-7B-0424-hf,step17500-tokens73B
28,He drank a cup full of,impossible,lightning.,-12.952841758728027,-6.476420879364014,allenai/OLMo-7B-0424-hf,step17500-tokens73B
28,He drank a cup full of,inconceivable,minutes.,-15.77106761932373,-7.885533809661865,allenai/OLMo-7B-0424-hf,step17500-tokens73B
28,He drank a cup full of,inconceivable_syntactic,during.,-19.407068252563477,-9.703534126281738,allenai/OLMo-7B-0424-hf,step17500-tokens73B
29,He dried his hands using,probable,a towel.,-4.433048248291016,-1.4776827494303386,allenai/OLMo-7B-0424-hf,step17500-tokens73B
29,He dried his hands using,improbable,a sweater.,-12.681328773498535,-4.227109591166179,allenai/OLMo-7B-0424-hf,step17500-tokens73B
29,He dried his hands using,impossible,a liquid.,-16.799882888793945,-5.599960962931315,allenai/OLMo-7B-0424-hf,step17500-tokens73B
29,He dried his hands using,inconceivable,freedom.,-15.478114128112793,-7.7390570640563965,allenai/OLMo-7B-0424-hf,step17500-tokens73B
29,He dried his hands using,inconceivable_syntactic,always.,-15.290922164916992,-7.645461082458496,allenai/OLMo-7B-0424-hf,step17500-tokens73B
30,He dried laundry using,probable,a clothesline.,-10.647866249084473,-2.661966562271118,allenai/OLMo-7B-0424-hf,step17500-tokens73B
30,He dried laundry using,improbable,a fan.,-8.415206909179688,-2.8050689697265625,allenai/OLMo-7B-0424-hf,step17500-tokens73B
30,He dried laundry using,impossible,juice.,-13.161345481872559,-6.580672740936279,allenai/OLMo-7B-0424-hf,step17500-tokens73B
30,He dried laundry using,inconceivable,courage.,-14.976005554199219,-7.488002777099609,allenai/OLMo-7B-0424-hf,step17500-tokens73B
30,He dried laundry using,inconceivable_syntactic,and.,-13.749068260192871,-6.8745341300964355,allenai/OLMo-7B-0424-hf,step17500-tokens73B
31,He ate soup using,probable,a spoon.,-4.305413246154785,-1.4351377487182617,allenai/OLMo-7B-0424-hf,step17500-tokens73B
31,He ate soup using,improbable,a bucket.,-9.9718017578125,-3.3239339192708335,allenai/OLMo-7B-0424-hf,step17500-tokens73B
31,He ate soup using,impossible,a sieve.,-10.368693351745605,-2.5921733379364014,allenai/OLMo-7B-0424-hf,step17500-tokens73B
31,He ate soup using,inconceivable,history.,-14.475320816040039,-7.2376604080200195,allenai/OLMo-7B-0424-hf,step17500-tokens73B
31,He ate soup using,inconceivable_syntactic,ever.,-15.309758186340332,-7.654879093170166,allenai/OLMo-7B-0424-hf,step17500-tokens73B
32,He entered a room through,probable,a door.,-4.824840545654297,-1.6082801818847656,allenai/OLMo-7B-0424-hf,step17500-tokens73B
32,He entered a room through,improbable,a window.,-5.577712059020996,-1.8592373530069988,allenai/OLMo-7B-0424-hf,step17500-tokens73B
32,He entered a room through,impossible,a wall.,-8.097452163696289,-2.699150721232096,allenai/OLMo-7B-0424-hf,step17500-tokens73B
32,He entered a room through,inconceivable,a theory.,-19.61025333404541,-6.53675111134847,allenai/OLMo-7B-0424-hf,step17500-tokens73B
32,He entered a room through,inconceivable_syntactic,should.,-20.144847869873047,-10.072423934936523,allenai/OLMo-7B-0424-hf,step17500-tokens73B
33,He filled a bucket with,probable,sand.,-7.6876630783081055,-3.8438315391540527,allenai/OLMo-7B-0424-hf,step17500-tokens73B
33,He filled a bucket with,improbable,acorns.,-15.611649513244629,-5.203883171081543,allenai/OLMo-7B-0424-hf,step17500-tokens73B
33,He filled a bucket with,impossible,buildings.,-17.986851692199707,-8.993425846099854,allenai/OLMo-7B-0424-hf,step17500-tokens73B
33,He filled a bucket with,inconceivable,time.,-15.918145179748535,-7.959072589874268,allenai/OLMo-7B-0424-hf,step17500-tokens73B
33,He filled a bucket with,inconceivable_syntactic,up.,-15.658076286315918,-7.829038143157959,allenai/OLMo-7B-0424-hf,step17500-tokens73B
34,He filled a purse with,probable,coins.,-5.822063446044922,-2.911031723022461,allenai/OLMo-7B-0424-hf,step17500-tokens73B
34,He filled a purse with,improbable,cream.,-11.807978630065918,-5.903989315032959,allenai/OLMo-7B-0424-hf,step17500-tokens73B
34,He filled a purse with,impossible,sofas.,-17.4791202545166,-4.36978006362915,allenai/OLMo-7B-0424-hf,step17500-tokens73B
34,He filled a purse with,inconceivable,luck.,-13.53725814819336,-6.76862907409668,allenai/OLMo-7B-0424-hf,step17500-tokens73B
34,He filled a purse with,inconceivable_syntactic,nor.,-19.887662887573242,-9.943831443786621,allenai/OLMo-7B-0424-hf,step17500-tokens73B
35,He grew flowers inside,probable,a pot.,-7.021608352661133,-2.340536117553711,allenai/OLMo-7B-0424-hf,step17500-tokens73B
35,He grew flowers inside,improbable,a mug.,-12.940056800842285,-4.313352266947429,allenai/OLMo-7B-0424-hf,step17500-tokens73B
35,He grew flowers inside,impossible,a marble.,-15.416786193847656,-5.138928731282552,allenai/OLMo-7B-0424-hf,step17500-tokens73B
35,He grew flowers inside,inconceivable,a sneeze.,-18.552452087402344,-3.710490417480469,allenai/OLMo-7B-0424-hf,step17500-tokens73B
35,He grew flowers inside,inconceivable_syntactic,been.,-17.20141887664795,-8.600709438323975,allenai/OLMo-7B-0424-hf,step17500-tokens73B
36,He hung a painting using,probable,screws.,-10.82348346710205,-5.411741733551025,allenai/OLMo-7B-0424-hf,step17500-tokens73B
36,He hung a painting using,improbable,string.,-9.235360145568848,-4.617680072784424,allenai/OLMo-7B-0424-hf,step17500-tokens73B
36,He hung a painting using,impossible,vapor.,-15.21994400024414,-7.60997200012207,allenai/OLMo-7B-0424-hf,step17500-tokens73B
36,He hung a painting using,inconceivable,a handshake.,-16.303231239318848,-4.075807809829712,allenai/OLMo-7B-0424-hf,step17500-tokens73B
36,He hung a painting using,inconceivable_syntactic,could.,-16.60054874420166,-8.30027437210083,allenai/OLMo-7B-0424-hf,step17500-tokens73B
37,He hid a gift inside,probable,a closet.,-8.95050048828125,-2.9835001627604165,allenai/OLMo-7B-0424-hf,step17500-tokens73B
37,He hid a gift inside,improbable,a forest.,-13.273980140686035,-4.424660046895345,allenai/OLMo-7B-0424-hf,step17500-tokens73B
37,He hid a gift inside,impossible,a cloud.,-13.481136322021484,-4.493712107340495,allenai/OLMo-7B-0424-hf,step17500-tokens73B
37,He hid a gift inside,inconceivable,a gasp.,-19.077446937561035,-4.769361734390259,allenai/OLMo-7B-0424-hf,step17500-tokens73B
37,He hid a gift inside,inconceivable_syntactic,find.,-17.343579292297363,-8.671789646148682,allenai/OLMo-7B-0424-hf,step17500-tokens73B
38,He lifted a box using,probable,a forklift.,-9.689489364624023,-1.9378978729248046,allenai/OLMo-7B-0424-hf,step17500-tokens73B
38,He lifted a box using,improbable,a pulley.,-10.138964653015137,-2.534741163253784,allenai/OLMo-7B-0424-hf,step17500-tokens73B
38,He lifted a box using,impossible,foam.,-14.1747407913208,-7.0873703956604,allenai/OLMo-7B-0424-hf,step17500-tokens73B
38,He lifted a box using,inconceivable,an emotion.,-18.254273414611816,-6.0847578048706055,allenai/OLMo-7B-0424-hf,step17500-tokens73B
38,He lifted a box using,inconceivable_syntactic,very.,-16.230819702148438,-8.115409851074219,allenai/OLMo-7B-0424-hf,step17500-tokens73B
39,He lit a candle using,probable,a match.,-7.069104194641113,-2.356368064880371,allenai/OLMo-7B-0424-hf,step17500-tokens73B
39,He lit a candle using,improbable,a blowtorch.,-10.947247505187988,-2.189449501037598,allenai/OLMo-7B-0424-hf,step17500-tokens73B
39,He lit a candle using,impossible,yogurt.,-14.079232215881348,-7.039616107940674,allenai/OLMo-7B-0424-hf,step17500-tokens73B
39,He lit a candle using,inconceivable,surprises.,-17.79225730895996,-8.89612865447998,allenai/OLMo-7B-0424-hf,step17500-tokens73B
39,He lit a candle using,inconceivable_syntactic,does.,-16.669013023376465,-8.334506511688232,allenai/OLMo-7B-0424-hf,step17500-tokens73B
40,He made a sandwich using,probable,bread.,-8.281743049621582,-4.140871524810791,allenai/OLMo-7B-0424-hf,step17500-tokens73B
40,He made a sandwich using,improbable,lettuce.,-9.371620178222656,-4.685810089111328,allenai/OLMo-7B-0424-hf,step17500-tokens73B
40,He made a sandwich using,impossible,a star.,-17.37899398803711,-5.79299799601237,allenai/OLMo-7B-0424-hf,step17500-tokens73B
40,He made a sandwich using,inconceivable,a mile.,-19.171972274780273,-6.390657424926758,allenai/OLMo-7B-0424-hf,step17500-tokens73B
40,He made a sandwich using,inconceivable_syntactic,went.,-18.37686824798584,-9.18843412399292,allenai/OLMo-7B-0424-hf,step17500-tokens73B
41,He made a smoothie using,probable,a blender.,-6.527347564697266,-2.1757825215657554,allenai/OLMo-7B-0424-hf,step17500-tokens73B
