item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model
4,He built a bridge out of,inconceivable_syntactic,fell.,-18.62103271484375,-9.310516357421875,meta-llama/Meta-Llama-3-70B
5,He called a friend using,probable,a phone.,-9.112255096435547,-3.0374183654785156,meta-llama/Meta-Llama-3-70B
5,He called a friend using,improbable,a laptop.,-12.370355129241943,-4.1234517097473145,meta-llama/Meta-Llama-3-70B
5,He called a friend using,impossible,a sandwich.,-16.132832527160645,-5.377610842386882,meta-llama/Meta-Llama-3-70B
5,He called a friend using,inconceivable,mass.,-19.113258361816406,-9.556629180908203,meta-llama/Meta-Llama-3-70B
5,He called a friend using,inconceivable_syntactic,with.,-16.491225719451904,-8.245612859725952,meta-llama/Meta-Llama-3-70B
6,He carried groceries inside,probable,a tote bag.,-13.800195217132568,-3.450048804283142,meta-llama/Meta-Llama-3-70B
6,He carried groceries inside,improbable,a backpack.,-11.575698852539062,-3.8585662841796875,meta-llama/Meta-Llama-3-70B
6,He carried groceries inside,impossible,a tornado.,-15.386083602905273,-5.128694534301758,meta-llama/Meta-Llama-3-70B
6,He carried groceries inside,inconceivable,a law.,-18.822449684143066,-6.2741498947143555,meta-llama/Meta-Llama-3-70B
6,He carried groceries inside,inconceivable_syntactic,give.,-20.687068939208984,-10.343534469604492,meta-llama/Meta-Llama-3-70B
7,He carved a statue using,probable,a chisel.,-6.284112930297852,-1.571028232574463,meta-llama/Meta-Llama-3-70B
7,He carved a statue using,improbable,a nail.,-10.825614929199219,-3.6085383097330728,meta-llama/Meta-Llama-3-70B
7,He carved a statue using,impossible,a sock.,-15.405754089355469,-5.135251363118489,meta-llama/Meta-Llama-3-70B
7,He carved a statue using,inconceivable,laughter.,-16.463565826416016,-8.231782913208008,meta-llama/Meta-Llama-3-70B
7,He carved a statue using,inconceivable_syntactic,forget.,-19.87280559539795,-9.936402797698975,meta-llama/Meta-Llama-3-70B
8,He caught a fish in,probable,a lake.,-6.947771072387695,-2.3159236907958984,meta-llama/Meta-Llama-3-70B
8,He caught a fish in,improbable,a puddle.,-7.82228946685791,-1.9555723667144775,meta-llama/Meta-Llama-3-70B
8,He caught a fish in,impossible,a raindrop.,-13.10853099822998,-3.277132749557495,meta-llama/Meta-Llama-3-70B
8,He caught a fish in,inconceivable,an exclamation.,-19.88689422607422,-4.971723556518555,meta-llama/Meta-Llama-3-70B
8,He caught a fish in,inconceivable_syntactic,become.,-20.016291618347168,-10.008145809173584,meta-llama/Meta-Llama-3-70B
9,He chilled a drink using,probable,ice.,-6.278787612915039,-3.1393938064575195,meta-llama/Meta-Llama-3-70B
9,He chilled a drink using,improbable,snow.,-8.791121482849121,-4.3955607414245605,meta-llama/Meta-Llama-3-70B
9,He chilled a drink using,impossible,fire.,-5.874367713928223,-2.9371838569641113,meta-llama/Meta-Llama-3-70B
9,He chilled a drink using,inconceivable,yesterday.,-15.503271102905273,-7.751635551452637,meta-llama/Meta-Llama-3-70B
9,He chilled a drink using,inconceivable_syntactic,onto.,-21.84103012084961,-10.920515060424805,meta-llama/Meta-Llama-3-70B
10,He chopped a carrot using,probable,a knife.,-3.7071332931518555,-1.2357110977172852,meta-llama/Meta-Llama-3-70B
10,He chopped a carrot using,improbable,a sword.,-7.680356979370117,-2.5601189931233725,meta-llama/Meta-Llama-3-70B
10,He chopped a carrot using,impossible,a rag.,-16.44211196899414,-5.480703989664714,meta-llama/Meta-Llama-3-70B
10,He chopped a carrot using,inconceivable,a color.,-16.608779907226562,-5.5362599690755205,meta-llama/Meta-Llama-3-70B
10,He chopped a carrot using,inconceivable_syntactic,through.,-19.174121856689453,-9.587060928344727,meta-llama/Meta-Llama-3-70B
11,He cleaned a spill using,probable,a sponge.,-7.5537214279174805,-2.51790714263916,meta-llama/Meta-Llama-3-70B
11,He cleaned a spill using,improbable,a scarf.,-13.673410415649414,-4.557803471883138,meta-llama/Meta-Llama-3-70B
11,He cleaned a spill using,impossible,mustard.,-11.53966236114502,-5.76983118057251,meta-llama/Meta-Llama-3-70B
11,He cleaned a spill using,inconceivable,a country.,-18.18861675262451,-6.062872250874837,meta-llama/Meta-Llama-3-70B
11,He cleaned a spill using,inconceivable_syntactic,without.,-17.842812538146973,-8.921406269073486,meta-llama/Meta-Llama-3-70B
12,He cleaned a carpet using,probable,a vacuum.,-7.726808547973633,-2.5756028493245444,meta-llama/Meta-Llama-3-70B
12,He cleaned a carpet using,improbable,a hat.,-13.73971939086914,-4.579906463623047,meta-llama/Meta-Llama-3-70B
12,He cleaned a carpet using,impossible,a crayon.,-15.11276626586914,-3.778191566467285,meta-llama/Meta-Llama-3-70B
12,He cleaned a carpet using,inconceivable,a week.,-16.063819885253906,-5.354606628417969,meta-llama/Meta-Llama-3-70B
12,He cleaned a carpet using,inconceivable_syntactic,into.,-19.15084934234619,-9.575424671173096,meta-llama/Meta-Llama-3-70B
13,He climbed a tree using,probable,a ladder.,-4.878534317016602,-1.6261781056722004,meta-llama/Meta-Llama-3-70B
13,He climbed a tree using,improbable,a rope.,-4.783899307250977,-1.5946331024169922,meta-llama/Meta-Llama-3-70B
13,He climbed a tree using,impossible,oil.,-14.434943199157715,-7.217471599578857,meta-llama/Meta-Llama-3-70B
13,He climbed a tree using,inconceivable,a poem.,-14.058528900146484,-4.686176300048828,meta-llama/Meta-Llama-3-70B
13,He climbed a tree using,inconceivable_syntactic,before.,-17.85417652130127,-8.927088260650635,meta-llama/Meta-Llama-3-70B
14,He closed a jacket using,probable,a zipper.,-5.586498260498047,-1.8621660868326824,meta-llama/Meta-Llama-3-70B
14,He closed a jacket using,improbable,glue.,-9.11307430267334,-4.55653715133667,meta-llama/Meta-Llama-3-70B
14,He closed a jacket using,impossible,fog.,-14.562451362609863,-7.281225681304932,meta-llama/Meta-Llama-3-70B
14,He closed a jacket using,inconceivable,a word.,-12.316652297973633,-4.105550765991211,meta-llama/Meta-Llama-3-70B
14,He closed a jacket using,inconceivable_syntactic,until.,-18.668188095092773,-9.334094047546387,meta-llama/Meta-Llama-3-70B
15,He constructed a tower out of,probable,blocks.,-4.034249305725098,-2.017124652862549,meta-llama/Meta-Llama-3-70B
15,He constructed a tower out of,improbable,bubbles.,-11.854968070983887,-5.927484035491943,meta-llama/Meta-Llama-3-70B
15,He constructed a tower out of,impossible,sparks.,-15.254281044006348,-7.627140522003174,meta-llama/Meta-Llama-3-70B
15,He constructed a tower out of,inconceivable,seasons.,-16.722806930541992,-8.361403465270996,meta-llama/Meta-Llama-3-70B
15,He constructed a tower out of,inconceivable_syntactic,forgive.,-22.604052543640137,-11.302026271820068,meta-llama/Meta-Llama-3-70B
16,He cooked dinner out of,probable,pasta.,-11.72990894317627,-5.864954471588135,meta-llama/Meta-Llama-3-70B
16,He cooked dinner out of,improbable,insects.,-12.997068405151367,-6.498534202575684,meta-llama/Meta-Llama-3-70B
16,He cooked dinner out of,impossible,the moon.,-13.107612609863281,-4.369204203287761,meta-llama/Meta-Llama-3-70B
16,He cooked dinner out of,inconceivable,thoughts.,-14.830265998840332,-7.415132999420166,meta-llama/Meta-Llama-3-70B
16,He cooked dinner out of,inconceivable_syntactic,do.,-17.159589767456055,-8.579794883728027,meta-llama/Meta-Llama-3-70B
17,He cooled a room using,probable,a fan.,-9.790295600891113,-3.2634318669637046,meta-llama/Meta-Llama-3-70B
17,He cooled a room using,improbable,shades.,-12.39531135559082,-6.19765567779541,meta-llama/Meta-Llama-3-70B
17,He cooled a room using,impossible,a heater.,-10.431299209594727,-3.4770997365315757,meta-llama/Meta-Llama-3-70B
17,He cooled a room using,inconceivable,a taste.,-20.164287567138672,-6.721429189046224,meta-llama/Meta-Llama-3-70B
17,He cooled a room using,inconceivable_syntactic,have.,-18.526623725891113,-9.263311862945557,meta-llama/Meta-Llama-3-70B
18,He covered a window using,probable,curtains.,-8.82799243927002,-4.41399621963501,meta-llama/Meta-Llama-3-70B
18,He covered a window using,improbable,sheets.,-9.531275749206543,-4.7656378746032715,meta-llama/Meta-Llama-3-70B
18,He covered a window using,impossible,a hair.,-17.423136711120605,-5.807712237040202,meta-llama/Meta-Llama-3-70B
18,He covered a window using,inconceivable,a chant.,-20.393754959106445,-6.797918319702148,meta-llama/Meta-Llama-3-70B
18,He covered a window using,inconceivable_syntactic,make.,-17.388720512390137,-8.694360256195068,meta-llama/Meta-Llama-3-70B
19,He crafted a bowl out of,probable,clay.,-4.860868453979492,-2.430434226989746,meta-llama/Meta-Llama-3-70B
19,He crafted a bowl out of,improbable,mud.,-8.564483642578125,-4.2822418212890625,meta-llama/Meta-Llama-3-70B
19,He crafted a bowl out of,impossible,smoke.,-11.231213569641113,-5.615606784820557,meta-llama/Meta-Llama-3-70B
19,He crafted a bowl out of,inconceivable,math.,-14.388198852539062,-7.194099426269531,meta-llama/Meta-Llama-3-70B
19,He crafted a bowl out of,inconceivable_syntactic,follow.,-18.320183753967285,-9.160091876983643,meta-llama/Meta-Llama-3-70B
20,He crushed a soda can using,probable,a shoe.,-9.97459602355957,-3.3248653411865234,meta-llama/Meta-Llama-3-70B
20,He crushed a soda can using,improbable,a chair.,-12.751481056213379,-4.25049368540446,meta-llama/Meta-Llama-3-70B
20,He crushed a soda can using,impossible,a tissue.,-14.922250747680664,-4.974083582560222,meta-llama/Meta-Llama-3-70B
20,He crushed a soda can using,inconceivable,a day.,-19.689754486083984,-6.563251495361328,meta-llama/Meta-Llama-3-70B
20,He crushed a soda can using,inconceivable_syntactic,choose.,-21.463590621948242,-10.731795310974121,meta-llama/Meta-Llama-3-70B
21,He cut grass using,probable,a lawnmower.,-4.997138977050781,-0.9994277954101562,meta-llama/Meta-Llama-3-70B
21,He cut grass using,improbable,a scythe.,-4.828344345092773,-1.2070860862731934,meta-llama/Meta-Llama-3-70B
21,He cut grass using,impossible,a popsicle.,-19.68143653869629,-4.920359134674072,meta-llama/Meta-Llama-3-70B
21,He cut grass using,inconceivable,an essay.,-17.75363540649414,-5.91787846883138,meta-llama/Meta-Llama-3-70B
21,He cut grass using,inconceivable_syntactic,then.,-16.763689041137695,-8.381844520568848,meta-llama/Meta-Llama-3-70B
22,He cut cardboard using,probable,scissors.,-5.186525344848633,-2.5932626724243164,meta-llama/Meta-Llama-3-70B
22,He cut cardboard using,improbable,a scalpel.,-7.2065629959106445,-1.8016407489776611,meta-llama/Meta-Llama-3-70B
22,He cut cardboard using,impossible,fur.,-17.806194305419922,-8.903097152709961,meta-llama/Meta-Llama-3-70B
22,He cut cardboard using,inconceivable,a snore.,-20.215136528015137,-5.053784132003784,meta-llama/Meta-Llama-3-70B
22,He cut cardboard using,inconceivable_syntactic,sometimes.,-17.665846824645996,-8.832923412322998,meta-llama/Meta-Llama-3-70B
23,He dented a car with,probable,a baseball bat.,-7.227950096130371,-1.8069875240325928,meta-llama/Meta-Llama-3-70B
23,He dented a car with,improbable,a dumbbell.,-10.900816917419434,-2.7252042293548584,meta-llama/Meta-Llama-3-70B
23,He dented a car with,impossible,a breeze.,-13.169389724731445,-4.3897965749104815,meta-llama/Meta-Llama-3-70B
23,He dented a car with,inconceivable,a nap.,-16.288972854614258,-5.429657618204753,meta-llama/Meta-Llama-3-70B
23,He dented a car with,inconceivable_syntactic,from.,-19.751288890838623,-9.875644445419312,meta-llama/Meta-Llama-3-70B
24,He dug a hole using,probable,a shovel.,-4.083828926086426,-1.3612763086954753,meta-llama/Meta-Llama-3-70B
24,He dug a hole using,improbable,a spatula.,-10.21112060546875,-2.5527801513671875,meta-llama/Meta-Llama-3-70B
24,He dug a hole using,impossible,dirt.,-11.406847953796387,-5.703423976898193,meta-llama/Meta-Llama-3-70B
24,He dug a hole using,inconceivable,a yawn.,-18.66389751434326,-4.665974378585815,meta-llama/Meta-Llama-3-70B
24,He dug a hole using,inconceivable_syntactic,except.,-19.64639663696289,-9.823198318481445,meta-llama/Meta-Llama-3-70B
25,He dipped a biscuit into,probable,coffee.,-7.448537826538086,-3.724268913269043,meta-llama/Meta-Llama-3-70B
25,He dipped a biscuit into,improbable,wine.,-9.621857643127441,-4.810928821563721,meta-llama/Meta-Llama-3-70B
25,He dipped a biscuit into,impossible,a floor.,-19.093284606933594,-6.364428202311198,meta-llama/Meta-Llama-3-70B
25,He dipped a biscuit into,inconceivable,a myth.,-19.779242515563965,-6.593080838521321,meta-llama/Meta-Llama-3-70B
25,He dipped a biscuit into,inconceivable_syntactic,by.,-18.80405282974243,-9.402026414871216,meta-llama/Meta-Llama-3-70B
26,He displayed books on,probable,a shelf.,-5.734258651733398,-1.9114195505777996,meta-llama/Meta-Llama-3-70B
26,He displayed books on,improbable,a bed.,-11.08582878112793,-3.6952762603759766,meta-llama/Meta-Llama-3-70B
26,He displayed books on,impossible,a galaxy.,-19.89323329925537,-6.631077766418457,meta-llama/Meta-Llama-3-70B
26,He displayed books on,inconceivable,a sigh.,-19.462032318115234,-6.487344106038411,meta-llama/Meta-Llama-3-70B
26,He displayed books on,inconceivable_syntactic,for.,-17.028803825378418,-8.514401912689209,meta-llama/Meta-Llama-3-70B
27,He docked a boat using,probable,an anchor.,-11.269025802612305,-3.7563419342041016,meta-llama/Meta-Llama-3-70B
27,He docked a boat using,improbable,an anvil.,-16.744933128356934,-4.186233282089233,meta-llama/Meta-Llama-3-70B
27,He docked a boat using,impossible,a balloon.,-13.30755615234375,-4.43585205078125,meta-llama/Meta-Llama-3-70B
27,He docked a boat using,inconceivable,a lesson.,-24.124755859375,-8.041585286458334,meta-llama/Meta-Llama-3-70B
27,He docked a boat using,inconceivable_syntactic,though.,-18.747981071472168,-9.373990535736084,meta-llama/Meta-Llama-3-70B
28,He drank a cup full of,probable,water.,-4.129775047302246,-2.064887523651123,meta-llama/Meta-Llama-3-70B
28,He drank a cup full of,improbable,honey.,-8.707010269165039,-4.3535051345825195,meta-llama/Meta-Llama-3-70B
28,He drank a cup full of,impossible,lightning.,-12.80373764038086,-6.40186882019043,meta-llama/Meta-Llama-3-70B
28,He drank a cup full of,inconceivable,minutes.,-13.71638298034668,-6.85819149017334,meta-llama/Meta-Llama-3-70B
28,He drank a cup full of,inconceivable_syntactic,during.,-18.430413246154785,-9.215206623077393,meta-llama/Meta-Llama-3-70B
29,He dried his hands using,probable,a towel.,-5.021161079406738,-1.673720359802246,meta-llama/Meta-Llama-3-70B
29,He dried his hands using,improbable,a sweater.,-13.742557525634766,-4.580852508544922,meta-llama/Meta-Llama-3-70B
29,He dried his hands using,impossible,a liquid.,-16.199347496032715,-5.399782498677571,meta-llama/Meta-Llama-3-70B
29,He dried his hands using,inconceivable,freedom.,-17.86390495300293,-8.931952476501465,meta-llama/Meta-Llama-3-70B
29,He dried his hands using,inconceivable_syntactic,always.,-17.22121238708496,-8.61060619354248,meta-llama/Meta-Llama-3-70B
30,He dried laundry using,probable,a clothesline.,-7.344797134399414,-1.8361992835998535,meta-llama/Meta-Llama-3-70B
30,He dried laundry using,improbable,a fan.,-7.261037826538086,-2.420345942179362,meta-llama/Meta-Llama-3-70B
30,He dried laundry using,impossible,juice.,-15.582451820373535,-7.791225910186768,meta-llama/Meta-Llama-3-70B
30,He dried laundry using,inconceivable,courage.,-16.35687255859375,-8.178436279296875,meta-llama/Meta-Llama-3-70B
30,He dried laundry using,inconceivable_syntactic,and.,-14.47565746307373,-7.237828731536865,meta-llama/Meta-Llama-3-70B
31,He ate soup using,probable,a spoon.,-4.051911354064941,-1.3506371180216472,meta-llama/Meta-Llama-3-70B
31,He ate soup using,improbable,a bucket.,-11.51746940612793,-3.83915646870931,meta-llama/Meta-Llama-3-70B
31,He ate soup using,impossible,a sieve.,-9.86818790435791,-3.2893959681193032,meta-llama/Meta-Llama-3-70B
31,He ate soup using,inconceivable,history.,-16.578203201293945,-8.289101600646973,meta-llama/Meta-Llama-3-70B
31,He ate soup using,inconceivable_syntactic,ever.,-18.722562789916992,-9.361281394958496,meta-llama/Meta-Llama-3-70B
32,He entered a room through,probable,a door.,-4.345846176147461,-1.4486153920491536,meta-llama/Meta-Llama-3-70B
32,He entered a room through,improbable,a window.,-4.326645851135254,-1.4422152837117512,meta-llama/Meta-Llama-3-70B
32,He entered a room through,impossible,a wall.,-6.041376113891602,-2.013792037963867,meta-llama/Meta-Llama-3-70B
32,He entered a room through,inconceivable,a theory.,-17.801981925964355,-5.933993975321452,meta-llama/Meta-Llama-3-70B
32,He entered a room through,inconceivable_syntactic,should.,-19.93266010284424,-9.96633005142212,meta-llama/Meta-Llama-3-70B
33,He filled a bucket with,probable,sand.,-6.725070953369141,-3.3625354766845703,meta-llama/Meta-Llama-3-70B
33,He filled a bucket with,improbable,acorns.,-9.826671600341797,-3.275557200113932,meta-llama/Meta-Llama-3-70B
33,He filled a bucket with,impossible,buildings.,-15.826469421386719,-7.913234710693359,meta-llama/Meta-Llama-3-70B
33,He filled a bucket with,inconceivable,time.,-13.386002540588379,-6.6930012702941895,meta-llama/Meta-Llama-3-70B
33,He filled a bucket with,inconceivable_syntactic,up.,-16.21240234375,-8.106201171875,meta-llama/Meta-Llama-3-70B
34,He filled a purse with,probable,coins.,-5.769576072692871,-2.8847880363464355,meta-llama/Meta-Llama-3-70B
34,He filled a purse with,improbable,cream.,-13.763917922973633,-6.881958961486816,meta-llama/Meta-Llama-3-70B
34,He filled a purse with,impossible,sofas.,-17.137357711791992,-8.568678855895996,meta-llama/Meta-Llama-3-70B
34,He filled a purse with,inconceivable,luck.,-12.06441593170166,-6.03220796585083,meta-llama/Meta-Llama-3-70B
34,He filled a purse with,inconceivable_syntactic,nor.,-22.00550651550293,-11.002753257751465,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,probable,a pot.,-10.114472389221191,-3.371490796407064,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,improbable,a mug.,-13.697233200073242,-4.565744400024414,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,impossible,a marble.,-14.524920463562012,-4.841640154520671,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,inconceivable,a sneeze.,-19.980953216552734,-3.996190643310547,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,inconceivable_syntactic,been.,-19.420112133026123,-9.710056066513062,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,probable,screws.,-8.327553749084473,-4.163776874542236,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,improbable,string.,-6.577146530151367,-3.2885732650756836,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,impossible,vapor.,-17.078197479248047,-8.539098739624023,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,inconceivable,a handshake.,-16.426411628723145,-5.475470542907715,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,inconceivable_syntactic,could.,-19.423012733459473,-9.711506366729736,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,probable,a closet.,-10.106037139892578,-3.3686790466308594,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,improbable,a forest.,-12.227630615234375,-4.075876871744792,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,impossible,a cloud.,-12.28321647644043,-4.09440549214681,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,inconceivable,a gasp.,-17.498907566070557,-4.374726891517639,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,inconceivable_syntactic,find.,-20.15526008605957,-10.077630043029785,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,probable,a forklift.,-5.992365837097168,-1.1984731674194335,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,improbable,a pulley.,-5.3129167556762695,-1.3282291889190674,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,impossible,foam.,-14.197608947753906,-7.098804473876953,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,inconceivable,an emotion.,-15.333637237548828,-5.111212412516276,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,inconceivable_syntactic,very.,-16.060810089111328,-8.030405044555664,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,probable,a match.,-4.616484642028809,-1.5388282140096028,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,improbable,a blowtorch.,-7.353612899780273,-1.8384032249450684,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,impossible,yogurt.,-13.369757652282715,-6.684878826141357,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,inconceivable,surprises.,-19.26865005493164,-9.63432502746582,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,inconceivable_syntactic,does.,-18.244653701782227,-9.122326850891113,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,probable,bread.,-7.517274856567383,-3.7586374282836914,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,improbable,lettuce.,-9.60824203491211,-4.804121017456055,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,impossible,a star.,-13.574286460876465,-4.524762153625488,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,inconceivable,a mile.,-21.17805004119873,-7.05935001373291,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,inconceivable_syntactic,went.,-18.818875312805176,-9.409437656402588,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,probable,a blender.,-6.129345893859863,-2.0431152979532876,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,improbable,a whisk.,-11.00871753692627,-3.6695725123087564,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,impossible,wind.,-15.470781326293945,-7.735390663146973,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,inconceivable,decades.,-21.242935180664062,-10.621467590332031,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,inconceivable_syntactic,gave.,-21.482335090637207,-10.741167545318604,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,probable,a stove.,-12.436871528625488,-4.145623842875163,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,improbable,a radiator.,-12.227228164672852,-4.075742721557617,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,impossible,a napkin.,-13.386305809020996,-3.346576452255249,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,inconceivable,a promise.,-18.764266967773438,-6.2547556559244795,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,inconceivable_syntactic,took.,-21.29352855682373,-10.646764278411865,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,probable,his hands.,-7.305523872375488,-2.4351746241251626,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,improbable,his feet.,-7.221131324768066,-2.407043774922689,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,impossible,his mind.,-6.111550331115723,-2.0371834437052407,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,inconceivable,an opinion.,-17.46573543548584,-5.821911811828613,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,inconceivable_syntactic,never.,-20.12236213684082,-10.06118106842041,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,probable,a suitcase.,-5.765105247497559,-1.9217017491658528,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,improbable,a pocket.,-10.40331745147705,-3.4677724838256836,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,impossible,a raspberry.,-17.094316482543945,-5.698105494181315,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,inconceivable,a groan.,-19.627055168151855,-4.906763792037964,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,inconceivable_syntactic,got.,-20.393929481506348,-10.196964740753174,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,probable,a brush.,-5.535163879394531,-1.8450546264648438,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,improbable,a mop.,-12.315322875976562,-4.1051076253255205,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,impossible,a bathtub.,-15.802000045776367,-5.267333348592122,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,inconceivable,a whisper.,-17.082307815551758,-5.694102605183919,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,inconceivable_syntactic,decide.,-18.173547744750977,-9.086773872375488,meta-llama/Meta-Llama-3-70B
46,He paved a road using,probable,cement.,-9.545157432556152,-4.772578716278076,meta-llama/Meta-Llama-3-70B
46,He paved a road using,improbable,seashells.,-11.119283676147461,-2.7798209190368652,meta-llama/Meta-Llama-3-70B
46,He paved a road using,impossible,a comet.,-16.8943510055542,-5.631450335184733,meta-llama/Meta-Llama-3-70B
46,He paved a road using,inconceivable,happiness.,-13.509275436401367,-6.754637718200684,meta-llama/Meta-Llama-3-70B
46,He paved a road using,inconceivable_syntactic,although.,-21.53257656097412,-10.76628828048706,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,probable,tweezers.,-4.093167304992676,-1.023291826248169,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,improbable,tongs.,-10.553013801574707,-3.517671267191569,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,impossible,a spoon.,-12.129008769989014,-4.043002923329671,meta-llama/Meta-Llama-3-70B
