item_id,condition,continuation,approx,count,latency,token_ids,tokens,n_tokens
10,impossible,a rag,False,151,0.3063678741455078,"[257, 34232]","['Ġa', 'Ġrag']",2
10,inconceivable,a color,False,1230,0.3147125244140625,"[257, 3124]","['Ġa', 'Ġcolor']",2
10,inconceivable_syntactic,through,False,133222,0.3287792205810547,[832],['Ġthrough'],1
11,probable,a sponge,False,113,0.3275871276855469,"[257, 40206]","['Ġa', 'Ġsponge']",2
11,improbable,a scarf,False,96,0.31375885009765625,"[257, 36953]","['Ġa', 'Ġscarf']",2
11,impossible,mustard,False,698,0.3476142883300781,[33694],['Ġmustard'],1
11,inconceivable,a country,False,2180,0.3101825714111328,"[257, 1499]","['Ġa', 'Ġcountry']",2
11,inconceivable_syntactic,without,False,93309,0.3352165222167969,[1231],['Ġwithout'],1
12,probable,a vacuum,False,766,0.3039836883544922,"[257, 17076]","['Ġa', 'Ġvacuum']",2
12,improbable,a hat,False,507,0.31256675720214844,"[257, 6877]","['Ġa', 'Ġhat']",2
12,impossible,a crayon,False,11,0.31185150146484375,"[257, 1067, 323, 261]","['Ġa', 'Ġcr', 'ay', 'on']",4
12,inconceivable,a week,False,6751,0.3190040588378906,"[257, 1285]","['Ġa', 'Ġweek']",2
12,inconceivable_syntactic,into,False,242073,0.32591819763183594,[656],['Ġinto'],1
13,probable,a ladder,False,216,0.30922889709472656,"[257, 18002]","['Ġa', 'Ġladder']",2
13,improbable,a rope,False,333,0.3097057342529297,"[257, 17182]","['Ġa', 'Ġrope']",2
13,impossible,oil,False,19914,0.32448768615722656,[3056],['Ġoil'],1
13,inconceivable,a poem,False,427,0.3139972686767578,"[257, 21247]","['Ġa', 'Ġpoem']",2
13,inconceivable_syntactic,before,False,120252,0.3323554992675781,[878],['Ġbefore'],1
14,probable,a zipper,False,38,0.32210350036621094,"[257, 48992]","['Ġa', 'Ġzipper']",2
14,improbable,glue,False,1047,0.33092498779296875,[22749],['Ġglue'],1
14,impossible,fog,False,1677,0.3445148468017578,[19558],['Ġfog'],1
14,inconceivable,a word,False,3159,0.3237724304199219,"[257, 1573]","['Ġa', 'Ġword']",2
14,inconceivable_syntactic,until,False,54753,0.32520294189453125,[1566],['Ġuntil'],1
15,probable,blocks,False,7272,0.3228187561035156,[7021],['Ġblocks'],1
15,improbable,bubbles,False,1178,0.3273487091064453,[25037],['Ġbubbles'],1
15,impossible,sparks,False,457,0.33783912658691406,[38306],['Ġsparks'],1
15,inconceivable,seasons,False,4134,0.3364086151123047,[7028],['Ġseasons'],1
15,inconceivable_syntactic,forgive,False,1521,0.33211708068847656,[20927],['Ġforgive'],1
16,probable,pasta,False,1038,0.3147125244140625,[26296],['Ġpasta'],1
16,improbable,insects,False,1708,0.3349781036376953,[19435],['Ġinsects'],1
16,impossible,the moon,False,1858,0.3361701965332031,"[262, 8824]","['Ġthe', 'Ġmoon']",2
16,inconceivable,thoughts,False,7712,0.32019615173339844,[6066],['Ġthoughts'],1
16,inconceivable_syntactic,do,False,247429,0.32711029052734375,[466],['Ġdo'],1
17,probable,a fan,False,1457,0.3199577331542969,"[257, 4336]","['Ġa', 'Ġfan']",2
17,improbable,shades,False,1016,0.33664703369140625,[23787],['Ġshades'],1
17,impossible,a heater,False,115,0.3230571746826172,"[257, 39844]","['Ġa', 'Ġheater']",2
17,inconceivable,a taste,False,499,0.3123283386230469,"[257, 6938]","['Ġa', 'Ġtaste']",2
17,inconceivable_syntactic,have,False,660383,0.33020973205566406,[423],['Ġhave'],1
18,probable,curtains,False,721,0.33092498779296875,[41160],['Ġcurtains'],1
18,improbable,sheets,False,3450,0.324249267578125,[15747],['Ġsheets'],1
18,impossible,a hair,False,322,0.32830238342285156,"[257, 4190]","['Ġa', 'Ġhair']",2
18,inconceivable,a chant,False,30,0.30684471130371094,"[257, 33541]","['Ġa', 'Ġchant']",2
18,inconceivable_syntactic,make,False,123786,0.3113746643066406,[787],['Ġmake'],1
19,probable,clay,False,1460,0.3323554992675781,[21558],['Ġclay'],1
19,improbable,mud,False,2239,0.3287792205810547,[17492],['Ġmud'],1
19,impossible,smoke,False,5049,0.3337860107421875,[7523],['Ġsmoke'],1
19,inconceivable,math,False,2948,0.3364086151123047,[10688],['Ġmath'],1
19,inconceivable_syntactic,follow,False,24743,0.3294944763183594,[1061],['Ġfollow'],1
20,probable,a shoe,False,226,0.32806396484375,"[257, 17292]","['Ġa', 'Ġshoe']",2
20,improbable,a chair,False,1050,0.3113746643066406,"[257, 5118]","['Ġa', 'Ġchair']",2
20,impossible,a tissue,False,274,0.3330707550048828,"[257, 10712]","['Ġa', 'Ġtissue']",2
20,inconceivable,a day,False,7117,0.3285408020019531,"[257, 1110]","['Ġa', 'Ġday']",2
20,inconceivable_syntactic,choose,False,13746,0.3275871276855469,[3853],['Ġchoose'],1
21,probable,a lawnmower,False,13,0.31757354736328125,"[257, 21133, 76, 789]","['Ġa', 'Ġlawn', 'm', 'ower']",4
21,improbable,a scythe,False,17,0.3237724304199219,"[257, 629, 88, 1169]","['Ġa', 'Ġsc', 'y', 'the']",4
21,impossible,a popsicle,False,15,0.32711029052734375,"[257, 26384, 1548]","['Ġa', 'Ġpops', 'icle']",3
21,inconceivable,an essay,False,338,0.3254413604736328,"[281, 14268]","['Ġan', 'Ġessay']",2
21,inconceivable_syntactic,then,False,185397,0.32329559326171875,[788],['Ġthen'],1
22,probable,scissors,False,460,0.3421306610107422,[41786],['Ġscissors'],1
22,improbable,a scalpel,False,46,0.3247261047363281,"[257, 16578, 30242]","['Ġa', 'Ġscal', 'pel']",3
22,impossible,fur,False,2257,0.3237724304199219,[9230],['Ġfur'],1
22,inconceivable,a snore,False,5,0.32067298889160156,"[257, 3013, 382]","['Ġa', 'Ġsn', 'ore']",3
22,inconceivable_syntactic,sometimes,False,16795,0.3333091735839844,[3360],['Ġsometimes'],1
23,probable,a baseball bat,False,66,0.31447410583496094,"[257, 9283, 7365]","['Ġa', 'Ġbaseball', 'Ġbat']",3
23,improbable,a dumbbell,False,13,0.31256675720214844,"[257, 13526, 7923]","['Ġa', 'Ġdumb', 'bell']",3
23,impossible,a breeze,False,229,0.308990478515625,"[257, 28633]","['Ġa', 'Ġbreeze']",2
23,inconceivable,a nap,False,310,0.3173351287841797,"[257, 25422]","['Ġa', 'Ġnap']",2
23,inconceivable_syntactic,from,False,759491,0.339508056640625,[422],['Ġfrom'],1
24,probable,a shovel,False,78,0.31065940856933594,"[257, 33677]","['Ġa', 'Ġshovel']",2
24,improbable,a spatula,False,59,0.3066062927246094,"[257, 15246, 4712]","['Ġa', 'Ġspat', 'ula']",3
24,impossible,dirt,False,2624,0.34499168395996094,[13647],['Ġdirt'],1
24,inconceivable,a yawn,False,49,0.3044605255126953,"[257, 40908]","['Ġa', 'Ġyawn']",2
24,inconceivable_syntactic,except,False,17343,0.31447410583496094,[2845],['Ġexcept'],1
25,probable,coffee,False,6925,0.3466606140136719,[6891],['Ġcoffee'],1
25,improbable,wine,False,7100,0.3323554992675781,[8237],['Ġwine'],1
25,impossible,a floor,False,250,0.3299713134765625,"[257, 4314]","['Ġa', 'Ġfloor']",2
25,inconceivable,a myth,False,238,0.3294944763183594,"[257, 7918]","['Ġa', 'Ġmyth']",2
25,inconceivable_syntactic,by,False,897501,0.3345012664794922,[416],['Ġby'],1
26,probable,a shelf,False,249,0.3101825714111328,"[257, 18316]","['Ġa', 'Ġshelf']",2
26,improbable,a bed,False,831,0.308990478515625,"[257, 3996]","['Ġa', 'Ġbed']",2
26,impossible,a galaxy,False,267,0.3247261047363281,"[257, 16161]","['Ġa', 'Ġgalaxy']",2
26,inconceivable,a sigh,False,437,0.3147125244140625,"[257, 19680]","['Ġa', 'Ġsigh']",2
26,inconceivable_syntactic,for,False,1664104,0.3311634063720703,[329],['Ġfor'],1
27,probable,an anchor,False,243,0.3314018249511719,"[281, 18021]","['Ġan', 'Ġanchor']",2
27,improbable,an anvil,False,35,0.31495094299316406,"[281, 281, 2991]","['Ġan', 'Ġan', 'vil']",3
27,impossible,a balloon,False,186,0.31495094299316406,"[257, 21190]","['Ġa', 'Ġballoon']",2
27,inconceivable,a lesson,False,561,0.30541419982910156,"[257, 11483]","['Ġa', 'Ġlesson']",2
27,inconceivable_syntactic,though,False,47219,0.3337860107421875,[996],['Ġthough'],1
28,probable,water,False,56182,0.33402442932128906,[1660],['Ġwater'],1
28,improbable,honey,False,3455,0.32806396484375,[12498],['Ġhoney'],1
28,impossible,lightning,False,1322,0.3228187561035156,[14357],['Ġlightning'],1
28,inconceivable,minutes,False,32338,0.34928321838378906,[2431],['Ġminutes'],1
28,inconceivable_syntactic,during,False,93327,0.32830238342285156,[1141],['Ġduring'],1
29,probable,a towel,False,265,0.32901763916015625,"[257, 24808]","['Ġa', 'Ġtowel']",2
29,improbable,a sweater,False,86,0.308990478515625,"[257, 35685]","['Ġa', 'Ġsweater']",2
29,impossible,a liquid,False,1383,0.32901763916015625,"[257, 8122]","['Ġa', 'Ġliquid']",2
29,inconceivable,freedom,False,9319,0.3314018249511719,[4925],['Ġfreedom'],1
29,inconceivable_syntactic,always,False,55331,0.32067298889160156,[1464],['Ġalways'],1
30,probable,a clothesline,False,20,0.3230571746826172,"[257, 8242, 1370]","['Ġa', 'Ġclothes', 'line']",3
30,improbable,a fan,False,1457,0.3113746643066406,"[257, 4336]","['Ġa', 'Ġfan']",2
30,impossible,juice,False,3295,0.32782554626464844,[13135],['Ġjuice'],1
30,inconceivable,courage,False,2555,0.32830238342285156,[11917],['Ġcourage'],1
30,inconceivable_syntactic,and,False,4665401,0.3216266632080078,[290],['Ġand'],1
31,probable,a spoon,False,261,0.3120899200439453,"[257, 24556]","['Ġa', 'Ġspoon']",2
31,improbable,a bucket,False,349,0.3123283386230469,"[257, 19236]","['Ġa', 'Ġbucket']",2
31,impossible,a sieve,False,62,0.316619873046875,"[257, 264, 12311]","['Ġa', 'Ġs', 'ieve']",3
31,inconceivable,history,False,31688,0.3311634063720703,[2106],['Ġhistory'],1
31,inconceivable_syntactic,ever,False,39183,0.3383159637451172,[1683],['Ġever'],1
32,probable,a door,False,825,0.3170967102050781,"[257, 3420]","['Ġa', 'Ġdoor']",2
32,improbable,a window,False,1221,0.3147125244140625,"[257, 4324]","['Ġa', 'Ġwindow']",2
32,impossible,a wall,False,1407,0.31757354736328125,"[257, 3355]","['Ġa', 'Ġwall']",2
32,inconceivable,a theory,False,927,0.30922889709472656,"[257, 4583]","['Ġa', 'Ġtheory']",2
32,inconceivable_syntactic,should,False,135244,0.3237724304199219,[815],['Ġshould'],1
33,probable,sand,False,5257,0.3457069396972656,[6450],['Ġsand'],1
33,improbable,acorns,False,65,0.3333091735839844,"[936, 19942]","['Ġac', 'orns']",2
33,impossible,buildings,False,6671,0.31948089599609375,[6832],['Ġbuildings'],1
33,inconceivable,time,False,263474,0.3190040588378906,[640],['Ġtime'],1
33,inconceivable_syntactic,up,False,259314,0.33092498779296875,[510],['Ġup'],1
34,probable,coins,False,1816,0.33593177795410156,[10796],['Ġcoins'],1
34,improbable,cream,False,3547,0.32830238342285156,[8566],['Ġcream'],1
34,impossible,sofas,False,125,0.32806396484375,"[523, 69, 292]","['Ġso', 'f', 'as']",3
34,inconceivable,luck,False,4840,0.3228187561035156,[8458],['Ġluck'],1
34,inconceivable_syntactic,nor,False,16941,0.31638145446777344,[4249],['Ġnor'],1
35,probable,a pot,False,501,0.3180503845214844,"[257, 1787]","['Ġa', 'Ġpot']",2
35,improbable,a mug,False,137,0.3037452697753906,"[257, 25152]","['Ġa', 'Ġmug']",2
35,impossible,a marble,False,103,0.3192424774169922,"[257, 30623]","['Ġa', 'Ġmarble']",2
35,inconceivable,a sneeze,False,17,0.3077983856201172,"[257, 10505, 68, 2736]","['Ġa', 'Ġsne', 'e', 'ze']",4
35,inconceivable_syntactic,been,False,308621,0.3323554992675781,[587],['Ġbeen'],1
36,probable,screws,False,1108,0.3304481506347656,[23742],['Ġscrews'],1
36,improbable,string,False,30078,0.3504753112792969,[4731],['Ġstring'],1
36,impossible,vapor,False,1862,0.34046173095703125,[20199],['Ġvapor'],1
36,inconceivable,a handshake,False,56,0.33092498779296875,"[257, 42231]","['Ġa', 'Ġhandshake']",2
36,inconceivable_syntactic,could,False,186154,0.32019615173339844,[714],['Ġcould'],1
37,probable,a closet,False,175,0.3197193145751953,"[257, 21615]","['Ġa', 'Ġcloset']",2
37,improbable,a forest,False,393,0.3228187561035156,"[257, 8222]","['Ġa', 'Ġforest']",2
37,impossible,a cloud,False,756,0.3066062927246094,"[257, 6279]","['Ġa', 'Ġcloud']",2
37,inconceivable,a gasp,False,77,0.324249267578125,"[257, 47440]","['Ġa', 'Ġgasp']",2
37,inconceivable_syntactic,find,False,77677,0.3380775451660156,[1064],['Ġfind'],1
38,probable,a forklift,False,42,0.32210350036621094,"[257, 15563, 26282]","['Ġa', 'Ġfork', 'lift']",3
38,improbable,a pulley,False,53,0.32806396484375,"[257, 17472, 1636]","['Ġa', 'Ġpul', 'ley']",3
38,impossible,foam,False,1813,0.34427642822265625,[19828],['Ġfoam'],1
38,inconceivable,an emotion,False,116,0.3197193145751953,"[281, 9942]","['Ġan', 'Ġemotion']",2
38,inconceivable_syntactic,very,False,123955,0.3285408020019531,[845],['Ġvery'],1
39,probable,a match,False,975,0.3018379211425781,"[257, 2872]","['Ġa', 'Ġmatch']",2
39,improbable,a blowtorch,False,17,0.34928321838378906,"[257, 6611, 13165, 354]","['Ġa', 'Ġblow', 'tor', 'ch']",4
39,impossible,yogurt,False,521,0.32901763916015625,[32132],['Ġyogurt'],1
39,inconceivable,surprises,False,755,0.3478527069091797,[24072],['Ġsurprises'],1
39,inconceivable_syntactic,does,False,86331,0.3311634063720703,[857],['Ġdoes'],1
40,probable,bread,False,4474,0.339508056640625,[8509],['Ġbread'],1
40,improbable,lettuce,False,465,0.3292560577392578,[39406],['Ġlettuce'],1
40,impossible,a star,False,1067,0.3197193145751953,"[257, 3491]","['Ġa', 'Ġstar']",2
40,inconceivable,a mile,False,1096,0.3123283386230469,"[257, 10591]","['Ġa', 'Ġmile']",2
40,inconceivable_syntactic,went,False,42410,0.3323554992675781,[1816],['Ġwent'],1
41,probable,a blender,False,141,0.31256675720214844,"[257, 40047]","['Ġa', 'Ġblender']",2
41,improbable,a whisk,False,45,0.3082752227783203,"[257, 21060]","['Ġa', 'Ġwhisk']",2
41,impossible,wind,False,12744,0.37097930908203125,[2344],['Ġwind'],1
41,inconceivable,decades,False,8172,0.34356117248535156,[4647],['Ġdecades'],1
41,inconceivable_syntactic,gave,False,24520,0.3414154052734375,[2921],['Ġgave'],1
42,probable,a stove,False,49,0.32830238342285156,"[257, 27635]","['Ġa', 'Ġstove']",2
42,improbable,a radiator,False,50,0.31447410583496094,"[257, 50036]","['Ġa', 'Ġradiator']",2
42,impossible,a napkin,False,61,0.3197193145751953,"[257, 25422, 5116]","['Ġa', 'Ġnap', 'kin']",3
42,inconceivable,a promise,False,630,0.31113624572753906,"[257, 6991]","['Ġa', 'Ġpromise']",2
42,inconceivable_syntactic,took,False,43553,0.339508056640625,[1718],['Ġtook'],1
43,probable,his hands,False,3473,0.3485679626464844,"[465, 2832]","['Ġhis', 'Ġhands']",2
43,improbable,his feet,False,1893,0.3273487091064453,"[465, 3625]","['Ġhis', 'Ġfeet']",2
43,impossible,his mind,False,2752,0.31185150146484375,"[465, 2000]","['Ġhis', 'Ġmind']",2
43,inconceivable,an opinion,False,819,0.3211498260498047,"[281, 4459]","['Ġan', 'Ġopinion']",2
43,inconceivable_syntactic,never,False,67512,0.3120899200439453,[1239],['Ġnever'],1
44,probable,a suitcase,False,122,0.32448768615722656,"[257, 45391]","['Ġa', 'Ġsuitcase']",2
44,improbable,a pocket,False,295,0.3075599670410156,"[257, 10000]","['Ġa', 'Ġpocket']",2
44,impossible,a raspberry,False,38,0.30612945556640625,"[257, 38973]","['Ġa', 'Ġraspberry']",2
44,inconceivable,a groan,False,80,0.3108978271484375,"[257, 7128, 272]","['Ġa', 'Ġgro', 'an']",3
44,inconceivable_syntactic,got,False,62378,0.3273487091064453,[1392],['Ġgot'],1
45,probable,a brush,False,212,0.30803680419921875,"[257, 14093]","['Ġa', 'Ġbrush']",2
45,improbable,a mop,False,37,0.30231475830078125,"[257, 285, 404]","['Ġa', 'Ġm', 'op']",3
45,impossible,a bathtub,False,56,0.31185150146484375,"[257, 7837, 37995]","['Ġa', 'Ġbath', 'tub']",3
45,inconceivable,a whisper,False,291,0.33473968505859375,"[257, 31992]","['Ġa', 'Ġwhisper']",2
45,inconceivable_syntactic,decide,False,8214,0.3323554992675781,[5409],['Ġdecide'],1
46,probable,cement,False,2126,0.3230571746826172,[20534],['Ġcement'],1
46,improbable,seashells,False,31,0.3218650817871094,"[21547, 12758, 82]","['Ġseas', 'hell', 's']",3
46,impossible,a comet,False,57,0.31876564025878906,"[257, 31733]","['Ġa', 'Ġcomet']",2
46,inconceivable,happiness,False,2914,0.33926963806152344,[12157],['Ġhappiness'],1
46,inconceivable_syntactic,although,False,22446,0.308990478515625,[3584],['Ġalthough'],1
47,probable,tweezers,False,113,0.3390312194824219,"[665, 33105, 364]","['Ġtw', 'eez', 'ers']",3
47,improbable,tongs,False,158,0.3466606140136719,"[10479, 82]","['Ġtong', 's']",2
47,impossible,a spoon,False,261,0.3218650817871094,"[257, 24556]","['Ġa', 'Ġspoon']",2
47,inconceivable,sympathy,False,1707,0.31876564025878906,[20242],['Ġsympathy'],1
47,inconceivable_syntactic,since,False,70555,0.34356117248535156,[1201],['Ġsince'],1
48,probable,a cloth,False,172,0.31566619873046875,"[257, 16270]","['Ġa', 'Ġcloth']",2
48,improbable,a shirt,False,243,0.30422210693359375,"[257, 10147]","['Ġa', 'Ġshirt']",2
48,impossible,a chainsaw,False,44,0.3180503845214844,"[257, 14659, 707]","['Ġa', 'Ġchains', 'aw']",3
48,inconceivable,music,False,21143,0.339508056640625,[2647],['Ġmusic'],1
48,inconceivable_syntactic,know,False,132036,0.34356117248535156,[760],['Ġknow'],1
49,probable,a thumbtack,False,6,0.3066062927246094,"[257, 15683, 83, 441]","['Ġa', 'Ġthumb', 't', 'ack']",4
49,improbable,a spear,False,140,0.3139972686767578,"[257, 17514]","['Ġa', 'Ġspear']",2
49,impossible,cotton balls,False,19,0.3352165222167969,"[15985, 11333]","['Ġcotton', 'Ġballs']",2
49,inconceivable,a story,False,2744,0.3170967102050781,"[257, 1621]","['Ġa', 'Ġstory']",2
49,inconceivable_syntactic,because,False,140150,0.32711029052734375,[780],['Ġbecause'],1
50,probable,bleach,False,269,0.34332275390625,[49024],['Ġbleach'],1
50,improbable,vinegar,False,1193,0.33593177795410156,[26600],['Ġvinegar'],1
50,impossible,dirt,False,2624,0.3323554992675781,[13647],['Ġdirt'],1
50,inconceivable,truth,False,13635,0.3337860107421875,[3872],['Ġtruth'],1
50,inconceivable_syntactic,would,False,284609,0.3151893615722656,[561],['Ġwould'],1
51,probable,a sink,False,151,0.31185150146484375,"[257, 14595]","['Ġa', 'Ġsink']",2
51,improbable,a hose,False,112,0.30350685119628906,"[257, 31489]","['Ġa', 'Ġhose']",2
51,impossible,a clock,False,410,0.3147125244140625,"[257, 8801]","['Ġa', 'Ġclock']",2
51,inconceivable,a giggle,False,37,0.30875205993652344,"[257, 308, 24082]","['Ġa', 'Ġg', 'iggle']",3
51,inconceivable_syntactic,create,False,32407,0.3292560577392578,[2251],['Ġcreate'],1
52,probable,a needle,False,290,0.3120899200439453,"[257, 17598]","['Ġa', 'Ġneedle']",2
52,improbable,a toothpick,False,70,0.3230571746826172,"[257, 16162, 27729]","['Ġa', 'Ġtooth', 'pick']",3
52,impossible,a potato,False,99,0.3170967102050781,"[257, 21219]","['Ġa', 'Ġpotato']",2
52,inconceivable,thunder,False,1563,0.3342628479003906,[18355],['Ġthunder'],1
52,inconceivable_syntactic,upon,False,43869,0.32329559326171875,[2402],['Ġupon'],1
53,probable,a stone,False,695,0.3337860107421875,"[257, 7815]","['Ġa', 'Ġstone']",2
53,improbable,a frisbee,False,6,0.30875205993652344,"[257, 1216, 271, 20963]","['Ġa', 'Ġfr', 'is', 'bee']",4
53,impossible,confetti,False,73,0.3409385681152344,"[1013, 24851]","['Ġconf', 'etti']",2
53,inconceivable,a concept,False,715,0.3113746643066406,"[257, 3721]","['Ġa', 'Ġconcept']",2
53,inconceivable_syntactic,must,False,87033,0.32138824462890625,[1276],['Ġmust'],1
54,probable,a razor,False,148,0.3104209899902344,"[257, 26811]","['Ġa', 'Ġrazor']",2
54,improbable,a knife,False,872,0.3075599670410156,"[257, 9845]","['Ġa', 'Ġknife']",2
54,impossible,a teabag,False,2,0.31495094299316406,"[257, 573, 397, 363]","['Ġa', 'Ġte', 'ab', 'ag']",4
54,inconceivable,a belief,False,426,0.3123283386230469,"[257, 4901]","['Ġa', 'Ġbelief']",2
54,inconceivable_syntactic,now,False,131006,0.33092498779296875,[783],['Ġnow'],1
55,probable,a hammer,False,266,0.3185272216796875,"[257, 15554]","['Ġa', 'Ġhammer']",2
55,improbable,a boulder,False,52,0.3066062927246094,"[257, 46483]","['Ġa', 'Ġboulder']",2
55,impossible,a leaf,False,415,0.30875205993652344,"[257, 12835]","['Ġa', 'Ġleaf']",2
55,inconceivable,a number,False,16442,0.31065940856933594,"[257, 1271]","['Ġa', 'Ġnumber']",2
55,inconceivable_syntactic,remember,False,16488,0.331878662109375,[3505],['Ġremember'],1
56,probable,an axe,False,122,0.32138824462890625,"[281, 23272]","['Ġan', 'Ġaxe']",2
56,improbable,a saw,False,146,0.3147125244140625,"[257, 2497]","['Ġa', 'Ġsaw']",2
56,impossible,a feather,False,147,0.3151893615722656,"[257, 17972]","['Ġa', 'Ġfeather']",2
56,inconceivable,a gasp,False,77,0.32401084899902344,"[257, 47440]","['Ġa', 'Ġgasp']",2
56,inconceivable_syntactic,forward,False,21720,0.3256797790527344,[2651],['Ġforward'],1
57,probable,an orange,False,274,0.3139972686767578,"[281, 10912]","['Ġan', 'Ġorange']",2
57,improbable,meat,False,6566,0.3190040588378906,[6174],['Ġmeat'],1
57,impossible,an envelope,False,267,0.31065940856933594,"[281, 22878]","['Ġan', 'Ġenvelope']",2
57,inconceivable,a mumble,False,10,0.31495094299316406,"[257, 285, 10344]","['Ġa', 'Ġm', 'umble']",3
57,inconceivable_syntactic,did,False,126438,0.32830238342285156,[750],['Ġdid'],1
58,probable,his finger,False,442,0.3228187561035156,"[465, 7660]","['Ġhis', 'Ġfinger']",2
58,improbable,his nose,False,585,0.3058910369873047,"[465, 9686]","['Ġhis', 'Ġnose']",2
58,impossible,his breath,False,601,0.30994415283203125,"[465, 8033]","['Ġhis', 'Ġbreath']",2
58,inconceivable,a sight,False,221,0.3204345703125,"[257, 6504]","['Ġa', 'Ġsight']",2
