item_id,condition,continuation,cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
0,impossible,a freezer,8,55.12356758117676,cake inside a free,1.0,8,5,"[1, 940, 289, 12535, 263, 274, 1296, 2768, 263, 3889, 3298]","['<s>', '▁He', '▁b', 'aked', '▁a', '▁c', 'ake', '▁inside', '▁a', '▁free', 'zer']"
0,inconceivable,a sigh,4,16.247034072875977,baked a cake inside,0.2,20,6,"[1, 940, 289, 12535, 263, 274, 1296, 2768, 263]","['<s>', '▁He', '▁b', 'aked', '▁a', '▁c', 'ake', '▁inside', '▁a']"
0,inconceivable,a sigh,0,16.279220581054688,baked a cake inside a,0.0,4,7,"[1, 940, 289, 12535, 263, 274, 1296, 2768, 263, 269]","['<s>', '▁He', '▁b', 'aked', '▁a', '▁c', 'ake', '▁inside', '▁a', '▁s']"
0,inconceivable,a sigh,0,55.06443977355957,ake inside a s,0.0,3,4,"[1, 940, 289, 12535, 263, 274, 1296, 2768, 263, 269, 1141]","['<s>', '▁He', '▁b', 'aked', '▁a', '▁c', 'ake', '▁inside', '▁a', '▁s', 'igh']"
0,inconceivable_syntactic,grasp,0,16.206026077270508,baked a cake inside,0.0,20,6,"[1, 940, 289, 12535, 263, 274, 1296, 2768, 25274]","['<s>', '▁He', '▁b', 'aked', '▁a', '▁c', 'ake', '▁inside', '▁grasp']"
1,probable,a kettle,0,139.298677444458,He boiled water using,0.0,1,5,"[1, 940, 1045, 2356, 4094, 773, 263]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a']"
1,probable,a kettle,16,86.20524406433105,boiled water using a,0.128,125,5,"[1, 940, 1045, 2356, 4094, 773, 263, 413]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁k']"
1,probable,a kettle,16,109.8012924194336,boiled water using a k,1.0,16,6,"[1, 940, 1045, 2356, 4094, 773, 263, 413, 1803]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁k', 'ett']"
1,probable,a kettle,16,165.48538208007812,boiled water using a kett,1.0,16,7,"[1, 940, 1045, 2356, 4094, 773, 263, 413, 1803, 280]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁k', 'ett', 'le']"
1,improbable,a microwave,0,13.948678970336914,He boiled water using,0.0,1,5,"[1, 940, 1045, 2356, 4094, 773, 263]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a']"
1,improbable,a microwave,0,15.141963958740234,boiled water using a,0.0,125,5,"[1, 940, 1045, 2356, 4094, 773, 263, 20710]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁mic']"
1,improbable,a microwave,162,43.82801055908203,water using a mic,0.5,324,4,"[1, 940, 1045, 2356, 4094, 773, 263, 20710, 798]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁mic', 'row']"
1,improbable,a microwave,162,44.59547996520996,water using a microw,1.0,162,5,"[1, 940, 1045, 2356, 4094, 773, 263, 20710, 798, 1351]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁mic', 'row', 'ave']"
1,impossible,a refrigerator,0,13.864994049072266,He boiled water using,0.0,1,5,"[1, 940, 1045, 2356, 4094, 773, 263]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a']"
1,impossible,a refrigerator,0,14.43028450012207,boiled water using a,0.0,125,5,"[1, 940, 1045, 2356, 4094, 773, 263, 337]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁re']"
1,impossible,a refrigerator,36,183.42041969299316,water using a re,0.2057142857142857,175,4,"[1, 940, 1045, 2356, 4094, 773, 263, 337, 1341]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁re', 'fr']"
1,impossible,a refrigerator,36,151.54504776000977,water using a refr,1.0,36,5,"[1, 940, 1045, 2356, 4094, 773, 263, 337, 1341, 4087]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁re', 'fr', 'iger']"
1,impossible,a refrigerator,10,66.41721725463867,water using a refriger,0.2777777777777778,36,6,"[1, 940, 1045, 2356, 4094, 773, 263, 337, 1341, 4087, 1061]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁a', '▁re', 'fr', 'iger', 'ator']"
1,inconceivable,justice,0,13.907194137573242,He boiled water using,0.0,1,5,"[1, 940, 1045, 2356, 4094, 773, 15426]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁justice']"
1,inconceivable_syntactic,began,0,13.890504837036133,He boiled water using,0.0,1,5,"[1, 940, 1045, 2356, 4094, 773, 4689]","['<s>', '▁He', '▁bo', 'iled', '▁water', '▁using', '▁began']"
2,probable,a rock,120,181.00857734680176,a coconut using,0.4444444444444444,270,5,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a']"
2,probable,a rock,7,122.45678901672363,a coconut using a,0.058333333333333334,120,6,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263, 7679]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a', '▁rock']"
2,improbable,a table,120,16.15142822265625,a coconut using,0.4444444444444444,270,5,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a']"
2,improbable,a table,0,16.85476303100586,a coconut using a,0.0,120,6,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263, 1591]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a', '▁table']"
2,impossible,a pillow,120,16.19267463684082,a coconut using,0.4444444444444444,270,5,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a']"
2,impossible,a pillow,0,37.86802291870117,a coconut using a,0.0,120,6,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263, 22549]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a', '▁pill']"
2,impossible,a pillow,18794,85.32142639160156,using a pill,0.6765055253590584,27781,3,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263, 22549, 340]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a', '▁pill', 'ow']"
2,inconceivable,a texture,120,16.55292510986328,a coconut using,0.4444444444444444,270,5,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a']"
2,inconceivable,a texture,0,17.374515533447266,a coconut using a,0.0,120,6,"[1, 940, 14455, 263, 1302, 535, 329, 773, 263, 18459]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁a', '▁texture']"
2,inconceivable_syntactic,of,0,17.02737808227539,a coconut using,0.0,270,5,"[1, 940, 14455, 263, 1302, 535, 329, 773, 310]","['<s>', '▁He', '▁broke', '▁a', '▁co', 'con', 'ut', '▁using', '▁of']"
3,probable,brick,0,150.02107620239258,He built a house out of,0.0,48,6,"[1, 940, 4240, 263, 3699, 714, 310, 28645]","['<s>', '▁He', '▁built', '▁a', '▁house', '▁out', '▁of', '▁brick']"
3,improbable,grass,0,14.618158340454102,He built a house out of,0.0,48,6,"[1, 940, 4240, 263, 3699, 714, 310, 17455]","['<s>', '▁He', '▁built', '▁a', '▁house', '▁out', '▁of', '▁grass']"
3,impossible,gas,0,14.3280029296875,He built a house out of,0.0,48,6,"[1, 940, 4240, 263, 3699, 714, 310, 10489]","['<s>', '▁He', '▁built', '▁a', '▁house', '▁out', '▁of', '▁gas']"
3,inconceivable,language,0,14.194250106811523,He built a house out of,0.0,48,6,"[1, 940, 4240, 263, 3699, 714, 310, 4086]","['<s>', '▁He', '▁built', '▁a', '▁house', '▁out', '▁of', '▁language']"
3,inconceivable_syntactic,at,0,13.942956924438477,He built a house out of,0.0,48,6,"[1, 940, 4240, 263, 3699, 714, 310, 472]","['<s>', '▁He', '▁built', '▁a', '▁house', '▁out', '▁of', '▁at']"
4,probable,steel,0,30.641555786132812,He built a bridge out of,0.0,6,6,"[1, 940, 4240, 263, 12945, 714, 310, 22973]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁steel']"
4,improbable,plastic,0,13.889074325561523,He built a bridge out of,0.0,6,6,"[1, 940, 4240, 263, 12945, 714, 310, 715]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁pl']"
4,improbable,plastic,24,68.06516647338867,a bridge out of pl,0.5714285714285714,42,5,"[1, 940, 4240, 263, 12945, 714, 310, 715, 6288]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁pl', 'astic']"
4,impossible,soup,0,14.086723327636719,He built a bridge out of,0.0,6,6,"[1, 940, 4240, 263, 12945, 714, 310, 22300]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁soup']"
4,inconceivable,dance,0,13.824939727783203,He built a bridge out of,0.0,6,6,"[1, 940, 4240, 263, 12945, 714, 310, 17948]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁dance']"
4,inconceivable_syntactic,fell,0,13.901233673095703,He built a bridge out of,0.0,6,6,"[1, 940, 4240, 263, 12945, 714, 310, 8379]","['<s>', '▁He', '▁built', '▁a', '▁bridge', '▁out', '▁of', '▁fell']"
5,probable,a phone,11,179.34012413024902,called a friend using,0.18333333333333332,60,4,"[1, 940, 2000, 263, 5121, 773, 263]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a']"
5,probable,a phone,0,41.543006896972656,called a friend using a,0.0,11,5,"[1, 940, 2000, 263, 5121, 773, 263, 9008]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a', '▁phone']"
5,improbable,a laptop,11,11.809110641479492,called a friend using,0.18333333333333332,60,4,"[1, 940, 2000, 263, 5121, 773, 263]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a']"
5,improbable,a laptop,0,13.931035995483398,called a friend using a,0.0,11,5,"[1, 940, 2000, 263, 5121, 773, 263, 19022]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a', '▁laptop']"
5,impossible,a sandwich,11,11.750936508178711,called a friend using,0.18333333333333332,60,4,"[1, 940, 2000, 263, 5121, 773, 263]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a']"
5,impossible,a sandwich,0,13.920307159423828,called a friend using a,0.0,11,5,"[1, 940, 2000, 263, 5121, 773, 263, 11982]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a', '▁sand']"
5,impossible,a sandwich,10491,71.81668281555176,using a sand,0.31289331623370814,33529,3,"[1, 940, 2000, 263, 5121, 773, 263, 11982, 16416]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁a', '▁sand', 'wich']"
5,inconceivable,mass,0,12.556076049804688,called a friend using,0.0,60,4,"[1, 940, 2000, 263, 5121, 773, 4158]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁mass']"
5,inconceivable_syntactic,with,0,11.87896728515625,called a friend using,0.0,60,4,"[1, 940, 2000, 263, 5121, 773, 411]","['<s>', '▁He', '▁called', '▁a', '▁friend', '▁using', '▁with']"
6,probable,a tote bag,0,65.36650657653809,carried groceries inside,0.0,22,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a']"
6,probable,a tote bag,2,42.94013977050781,groceries inside a,0.012738853503184714,157,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 304]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁to']"
6,probable,a tote bag,2,69.78011131286621,groceries inside a to,1.0,2,6,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 304, 371]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁to', 'te']"
6,probable,a tote bag,0,52.5665283203125,groceries inside a tote,0.0,2,7,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 304, 371, 19548]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁to', 'te', '▁bag']"
6,improbable,a backpack,0,14.127969741821289,carried groceries inside,0.0,22,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a']"
6,improbable,a backpack,1,17.120838165283203,groceries inside a,0.006369426751592357,157,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 1250]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁back']"
6,improbable,a backpack,1,76.2789249420166,groceries inside a back,1.0,1,6,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 1250, 4058]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁back', 'pack']"
6,impossible,a tornado,0,14.247894287109375,carried groceries inside,0.0,22,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a']"
6,impossible,a tornado,0,16.701459884643555,groceries inside a,0.0,157,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 10146]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁torn']"
6,impossible,a tornado,1,47.966718673706055,ies inside a torn,1.0,1,4,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 10146, 912]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁torn', 'ado']"
6,inconceivable,a law,0,13.761281967163086,carried groceries inside,0.0,22,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a']"
6,inconceivable,a law,0,16.379117965698242,groceries inside a,0.0,157,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 263, 4307]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁a', '▁law']"
6,inconceivable_syntactic,give,0,13.73600959777832,carried groceries inside,0.0,22,5,"[1, 940, 8988, 4071, 2265, 583, 2768, 2367]","['<s>', '▁He', '▁carried', '▁gro', 'cer', 'ies', '▁inside', '▁give']"
7,probable,a chisel,0,154.88696098327637,carved a statue using,0.0,1,5,"[1, 940, 1559, 1490, 263, 24870, 773, 263]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a']"
7,probable,a chisel,2,34.07788276672363,a statue using a,0.03278688524590164,61,4,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 521]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁ch']"
7,probable,a chisel,2,231.63795471191406,a statue using a ch,1.0,2,5,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 521, 275]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁ch', 'is']"
7,probable,a chisel,2,135.25080680847168,a statue using a chis,1.0,2,6,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 521, 275, 295]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁ch', 'is', 'el']"
7,improbable,a nail,0,13.915300369262695,carved a statue using,0.0,1,5,"[1, 940, 1559, 1490, 263, 24870, 773, 263]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a']"
7,improbable,a nail,0,16.691923141479492,a statue using a,0.0,61,4,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 302]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁n']"
7,improbable,a nail,29819,261.91163063049316,using a n,0.27070037674186376,110155,3,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 302, 737]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁n', 'ail']"
7,impossible,a sock,0,14.175176620483398,carved a statue using,0.0,1,5,"[1, 940, 1559, 1490, 263, 24870, 773, 263]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a']"
7,impossible,a sock,0,16.600370407104492,a statue using a,0.0,61,4,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 577]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁so']"
7,impossible,a sock,5645,160.41970252990723,using a so,0.09770492938244253,57776,3,"[1, 940, 1559, 1490, 263, 24870, 773, 263, 577, 384]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁a', '▁so', 'ck']"
7,inconceivable,laughter,0,13.890266418457031,carved a statue using,0.0,1,5,"[1, 940, 1559, 1490, 263, 24870, 773, 10569]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁laugh']"
7,inconceivable,laughter,4248,73.49133491516113,using laugh,0.7993978170869401,5314,2,"[1, 940, 1559, 1490, 263, 24870, 773, 10569, 357]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁laugh', 'ter']"
7,inconceivable_syntactic,forget,0,13.889789581298828,carved a statue using,0.0,1,5,"[1, 940, 1559, 1490, 263, 24870, 773, 9566]","['<s>', '▁He', '▁car', 'ved', '▁a', '▁statue', '▁using', '▁forget']"
8,probable,a lake,0,53.705692291259766,He caught a fish in,0.0,14,5,"[1, 940, 12624, 263, 9427, 297, 263]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a']"
8,probable,a lake,6,67.32177734375,caught a fish in a,0.020134228187919462,298,5,"[1, 940, 12624, 263, 9427, 297, 263, 19437]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁lake']"
8,improbable,a puddle,0,13.993263244628906,He caught a fish in,0.0,14,5,"[1, 940, 12624, 263, 9427, 297, 263]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a']"
8,improbable,a puddle,9,15.399456024169922,caught a fish in a,0.030201342281879196,298,5,"[1, 940, 12624, 263, 9427, 297, 263, 282]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁p']"
8,improbable,a puddle,1,51.64337158203125,caught a fish in a p,0.1111111111111111,9,6,"[1, 940, 12624, 263, 9427, 297, 263, 282, 566]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁p', 'ud']"
8,improbable,a puddle,1,70.52278518676758,caught a fish in a pud,1.0,1,7,"[1, 940, 12624, 263, 9427, 297, 263, 282, 566, 29881]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁p', 'ud', 'd']"
8,improbable,a puddle,1,91.21131896972656,caught a fish in a pudd,1.0,1,8,"[1, 940, 12624, 263, 9427, 297, 263, 282, 566, 29881, 280]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁p', 'ud', 'd', 'le']"
8,impossible,a raindrop,0,13.97848129272461,He caught a fish in,0.0,14,5,"[1, 940, 12624, 263, 9427, 297, 263]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a']"
8,impossible,a raindrop,0,15.076637268066406,caught a fish in a,0.0,298,5,"[1, 940, 12624, 263, 9427, 297, 263, 1153]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁ra']"
8,impossible,a raindrop,4,53.92718315124512,a fish in a ra,0.23529411764705882,17,5,"[1, 940, 12624, 263, 9427, 297, 263, 1153, 513]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁ra', 'ind']"
8,impossible,a raindrop,4,47.19948768615723,a fish in a raind,1.0,4,6,"[1, 940, 12624, 263, 9427, 297, 263, 1153, 513, 1336]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁a', '▁ra', 'ind', 'rop']"
8,inconceivable,an exclamation,0,14.071226119995117,He caught a fish in,0.0,14,5,"[1, 940, 12624, 263, 9427, 297, 385]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁an']"
8,inconceivable,an exclamation,0,40.73667526245117,caught a fish in an,0.0,23,5,"[1, 940, 12624, 263, 9427, 297, 385, 429]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁an', '▁ex']"
8,inconceivable,an exclamation,0,86.45367622375488,a fish in an ex,0.0,1,5,"[1, 940, 12624, 263, 9427, 297, 385, 429, 15719]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁an', '▁ex', 'clam']"
8,inconceivable,an exclamation,4649,121.81425094604492,in an exclam,0.8530275229357798,5450,4,"[1, 940, 12624, 263, 9427, 297, 385, 429, 15719, 362]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁an', '▁ex', 'clam', 'ation']"
8,inconceivable_syntactic,become,0,14.026641845703125,He caught a fish in,0.0,14,5,"[1, 940, 12624, 263, 9427, 297, 4953]","['<s>', '▁He', '▁caught', '▁a', '▁fish', '▁in', '▁become']"
9,probable,ice,10,168.75386238098145,a drink using,0.003246753246753247,3080,3,"[1, 940, 521, 24455, 263, 13748, 773, 14890]","['<s>', '▁He', '▁ch', 'illed', '▁a', '▁drink', '▁using', '▁ice']"
9,improbable,snow,0,14.645099639892578,a drink using,0.0,3080,3,"[1, 940, 521, 24455, 263, 13748, 773, 15007]","['<s>', '▁He', '▁ch', 'illed', '▁a', '▁drink', '▁using', '▁snow']"
9,impossible,fire,2,18.95880699157715,a drink using,0.0006493506493506494,3080,3,"[1, 940, 521, 24455, 263, 13748, 773, 3974]","['<s>', '▁He', '▁ch', 'illed', '▁a', '▁drink', '▁using', '▁fire']"
9,inconceivable,yesterday,0,13.282060623168945,a drink using,0.0,3080,3,"[1, 940, 521, 24455, 263, 13748, 773, 22600]","['<s>', '▁He', '▁ch', 'illed', '▁a', '▁drink', '▁using', '▁yesterday']"
9,inconceivable_syntactic,onto,0,18.665075302124023,a drink using,0.0,3080,3,"[1, 940, 521, 24455, 263, 13748, 773, 11480]","['<s>', '▁He', '▁ch', 'illed', '▁a', '▁drink', '▁using', '▁onto']"
10,probable,a knife,68,83.3289623260498,a carrot using,0.3695652173913043,184,4,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a']"
10,probable,a knife,4,47.96886444091797,a carrot using a,0.058823529411764705,68,5,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263, 889]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a', '▁kn']"
10,probable,a knife,4,47.63913154602051,a carrot using a kn,1.0,4,6,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263, 889, 1607]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a', '▁kn', 'ife']"
10,improbable,a sword,68,16.155004501342773,a carrot using,0.3695652173913043,184,4,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a']"
10,improbable,a sword,0,16.464710235595703,a carrot using a,0.0,68,5,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263, 22378]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a', '▁sword']"
10,impossible,a rag,68,16.17431640625,a carrot using,0.3695652173913043,184,4,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a']"
10,impossible,a rag,0,16.45064353942871,a carrot using a,0.0,68,5,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263, 17052]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a', '▁rag']"
10,inconceivable,a color,68,16.217470169067383,a carrot using,0.3695652173913043,184,4,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a']"
10,inconceivable,a color,0,16.468524932861328,a carrot using a,0.0,68,5,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 263, 2927]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁a', '▁color']"
10,inconceivable_syntactic,through,0,39.0620231628418,a carrot using,0.0,184,4,"[1, 940, 3060, 2986, 263, 1559, 5450, 773, 1549]","['<s>', '▁He', '▁cho', 'pped', '▁a', '▁car', 'rot', '▁using', '▁through']"
