item_id,eval_prefix,condition,continuation,token_idx,token,token_logprob,is_continuation_token,model
0,He baked a cake inside,inconceivable_syntactic,grasp.,7,Ġgrasp,-16.870241165161133,True,meta-llama/Meta-Llama-3-8B
0,He baked a cake inside,inconceivable_syntactic,grasp.,8,.,-3.267740249633789,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,3,Ġboiled,-11.651278495788574,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,4,Ġwater,-2.587733268737793,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,5,Ġusing,-5.419130325317383,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,6,Ġa,-1.184443473815918,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,7,Ġkettle,-4.060264587402344,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,probable,a kettle.,8,.,-2.4458303451538086,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,3,Ġboiled,-11.651278495788574,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,4,Ġwater,-2.587733268737793,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,5,Ġusing,-5.419130325317383,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,6,Ġa,-1.184443473815918,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,7,Ġmicrowave,-4.895707130432129,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,improbable,a microwave.,8,.,-2.4798364639282227,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,3,Ġboiled,-11.651278495788574,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,4,Ġwater,-2.587733268737793,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,5,Ġusing,-5.419130325317383,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,6,Ġa,-1.184443473815918,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,7,Ġrefrigerator,-9.631202697753906,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,impossible,a refrigerator.,8,.,-2.6126861572265625,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,1,<|begin_of_text|>,-19.76962661743164,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,2,He,-7.822071552276611,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,3,Ġboiled,-11.65127944946289,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,4,Ġwater,-2.587757110595703,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,5,Ġusing,-5.4191179275512695,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,6,Ġjustice,-14.487621307373047,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable,justice.,7,.,-3.0464820861816406,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,1,<|begin_of_text|>,-19.76962661743164,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,2,He,-7.822071552276611,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,3,Ġboiled,-11.65127944946289,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,4,Ġwater,-2.587757110595703,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,5,Ġusing,-5.4191179275512695,False,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,6,Ġbegan,-14.274307250976562,True,meta-llama/Meta-Llama-3-8B
1,He boiled water using,inconceivable_syntactic,began.,7,.,-4.082037925720215,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,3,Ġbroke,-8.213233947753906,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,4,Ġa,-3.2660675048828125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,5,Ġcoconut,-8.72470474243164,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,6,Ġusing,-5.5358428955078125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,7,Ġa,-1.791823387145996,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,8,Ġrock,-4.347176551818848,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,probable,a rock.,9,.,-1.956369400024414,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,3,Ġbroke,-8.213233947753906,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,4,Ġa,-3.2660675048828125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,5,Ġcoconut,-8.72470474243164,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,6,Ġusing,-5.5358428955078125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,7,Ġa,-1.791823387145996,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,8,Ġtable,-6.46346378326416,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,improbable,a table.,9,.,-2.9001455307006836,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,3,Ġbroke,-8.213233947753906,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,4,Ġa,-3.2660675048828125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,5,Ġcoconut,-8.72470474243164,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,6,Ġusing,-5.5358428955078125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,7,Ġa,-1.791823387145996,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,8,Ġpillow,-7.309734344482422,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,impossible,a pillow.,9,.,-2.1149301528930664,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,3,Ġbroke,-8.213233947753906,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,4,Ġa,-3.2660675048828125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,5,Ġcoconut,-8.72470474243164,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,6,Ġusing,-5.5358428955078125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,7,Ġa,-1.791823387145996,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,8,Ġtexture,-12.376643180847168,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable,a texture.,9,.,-4.255097389221191,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,3,Ġbroke,-8.213233947753906,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,4,Ġa,-3.2660675048828125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,5,Ġcoconut,-8.72470474243164,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,6,Ġusing,-5.5358428955078125,False,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,7,Ġof,-10.419742584228516,True,meta-llama/Meta-Llama-3-8B
2,He broke a coconut using,inconceivable_syntactic,of.,8,.,-6.0141167640686035,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,5,Ġhouse,-3.075106620788574,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,6,Ġout,-5.0126848220825195,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,7,Ġof,-0.08003807067871094,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,8,Ġbrick,-5.293883323669434,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,probable,brick.,9,.,-2.9826622009277344,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,5,Ġhouse,-3.075106620788574,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,6,Ġout,-5.0126848220825195,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,7,Ġof,-0.08003807067871094,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,8,Ġgrass,-6.266177177429199,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,improbable,grass.,9,.,-2.4711532592773438,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,5,Ġhouse,-3.075106620788574,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,6,Ġout,-5.0126848220825195,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,7,Ġof,-0.08003807067871094,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,8,Ġgas,-9.530219078063965,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,impossible,gas.,9,.,-3.196110725402832,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,5,Ġhouse,-3.075106620788574,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,6,Ġout,-5.0126848220825195,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,7,Ġof,-0.08003807067871094,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,8,Ġlanguage,-10.27556324005127,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable,language.,9,.,-2.325042724609375,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,5,Ġhouse,-3.075106620788574,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,6,Ġout,-5.0126848220825195,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,7,Ġof,-0.08003807067871094,False,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,8,Ġat,-10.25103759765625,True,meta-llama/Meta-Llama-3-8B
3,He built a house out of,inconceivable_syntactic,at.,9,.,-7.7392425537109375,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,5,Ġbridge,-4.943730354309082,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,6,Ġout,-3.9988794326782227,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,7,Ġof,-0.10922813415527344,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,8,Ġsteel,-5.007105827331543,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,probable,steel.,9,.,-3.113748550415039,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,5,Ġbridge,-4.943730354309082,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,6,Ġout,-3.9988794326782227,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,7,Ġof,-0.10922813415527344,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,8,Ġplastic,-4.638339042663574,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,improbable,plastic.,9,.,-4.284640312194824,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,5,Ġbridge,-4.943730354309082,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,6,Ġout,-3.9988794326782227,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,7,Ġof,-0.10922813415527344,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,8,Ġsoup,-6.844927787780762,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,impossible,soup.,9,.,-3.852384567260742,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,4,Ġa,-1.2790899276733398,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,5,Ġbridge,-4.943730354309082,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,6,Ġout,-3.9988794326782227,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,7,Ġof,-0.10922813415527344,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,8,Ġdance,-10.697061538696289,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable,dance.,9,.,-3.173849105834961,True,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable_syntactic,fell.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable_syntactic,fell.,1,<|begin_of_text|>,-19.769609451293945,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable_syntactic,fell.,2,He,-7.822073459625244,False,meta-llama/Meta-Llama-3-8B
4,He built a bridge out of,inconceivable_syntactic,fell.,3,Ġbuilt,-7.77626895904541,False,meta-llama/Meta-Llama-3-8B
