item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model
9,He chilled a drink using,probable,ice.,-7.937366485595703,-3.9686832427978516,gpt2-medium
9,He chilled a drink using,improbable,snow.,-10.574024200439453,-5.287012100219727,gpt2-medium
9,He chilled a drink using,impossible,fire.,-10.10397720336914,-5.05198860168457,gpt2-medium
9,He chilled a drink using,inconceivable,yesterday.,-17.08782958984375,-8.543914794921875,gpt2-medium
9,He chilled a drink using,inconceivable_syntactic,onto.,-20.732519149780273,-10.366259574890137,gpt2-medium
10,He chopped a carrot using,probable,a knife.,-5.939647674560547,-1.9798825581868489,gpt2-medium
10,He chopped a carrot using,improbable,a sword.,-8.152812957763672,-2.717604319254557,gpt2-medium
10,He chopped a carrot using,impossible,a rag.,-12.522144317626953,-4.174048105875651,gpt2-medium
10,He chopped a carrot using,inconceivable,a color.,-19.865924835205078,-6.621974945068359,gpt2-medium
10,He chopped a carrot using,inconceivable_syntactic,through.,-19.349632263183594,-9.674816131591797,gpt2-medium
11,He cleaned a spill using,probable,a sponge.,-7.593914031982422,-2.531304677327474,gpt2-medium
11,He cleaned a spill using,improbable,a scarf.,-12.256954193115234,-4.085651397705078,gpt2-medium
11,He cleaned a spill using,impossible,mustard.,-12.07992172241211,-6.039960861206055,gpt2-medium
11,He cleaned a spill using,inconceivable,a country.,-19.009231567382812,-6.3364105224609375,gpt2-medium
11,He cleaned a spill using,inconceivable_syntactic,without.,-19.550140380859375,-9.775070190429688,gpt2-medium
12,He cleaned a carpet using,probable,a vacuum.,-7.679096221923828,-2.559698740641276,gpt2-medium
12,He cleaned a carpet using,improbable,a hat.,-12.84542465209961,-4.281808217366536,gpt2-medium
12,He cleaned a carpet using,impossible,a crayon.,-10.122634887695312,-2.0245269775390624,gpt2-medium
12,He cleaned a carpet using,inconceivable,a week.,-17.309739589691162,-5.769913196563721,gpt2-medium
12,He cleaned a carpet using,inconceivable_syntactic,into.,-18.84821319580078,-9.42410659790039,gpt2-medium
13,He climbed a tree using,probable,a ladder.,-6.180274963378906,-2.0600916544596353,gpt2-medium
13,He climbed a tree using,improbable,a rope.,-5.111255645751953,-1.7037518819173176,gpt2-medium
13,He climbed a tree using,impossible,oil.,-12.887290954589844,-6.443645477294922,gpt2-medium
13,He climbed a tree using,inconceivable,a poem.,-15.718807220458984,-5.239602406819661,gpt2-medium
13,He climbed a tree using,inconceivable_syntactic,before.,-16.361846923828125,-8.180923461914062,gpt2-medium
14,He closed a jacket using,probable,a zipper.,-8.510929107666016,-2.8369763692220054,gpt2-medium
14,He closed a jacket using,improbable,glue.,-8.897693634033203,-4.448846817016602,gpt2-medium
14,He closed a jacket using,impossible,fog.,-15.029430389404297,-7.514715194702148,gpt2-medium
14,He closed a jacket using,inconceivable,a word.,-13.318477630615234,-4.439492543538411,gpt2-medium
14,He closed a jacket using,inconceivable_syntactic,until.,-16.563743591308594,-8.281871795654297,gpt2-medium
15,He constructed a tower out of,probable,blocks.,-8.440662384033203,-4.220331192016602,gpt2-medium
15,He constructed a tower out of,improbable,bubbles.,-12.581832885742188,-6.290916442871094,gpt2-medium
15,He constructed a tower out of,impossible,sparks.,-12.660629272460938,-6.330314636230469,gpt2-medium
15,He constructed a tower out of,inconceivable,seasons.,-14.854019165039062,-7.427009582519531,gpt2-medium
15,He constructed a tower out of,inconceivable_syntactic,forgive.,-21.80596160888672,-10.90298080444336,gpt2-medium
16,He cooked dinner out of,probable,pasta.,-10.816303253173828,-5.408151626586914,gpt2-medium
16,He cooked dinner out of,improbable,insects.,-14.314495086669922,-7.157247543334961,gpt2-medium
16,He cooked dinner out of,impossible,the moon.,-13.842052459716797,-4.614017486572266,gpt2-medium
16,He cooked dinner out of,inconceivable,thoughts.,-14.375953674316406,-7.187976837158203,gpt2-medium
16,He cooked dinner out of,inconceivable_syntactic,do.,-17.799522399902344,-8.899761199951172,gpt2-medium
17,He cooled a room using,probable,a fan.,-6.582115173339844,-2.1940383911132812,gpt2-medium
17,He cooled a room using,improbable,shades.,-11.749557495117188,-5.874778747558594,gpt2-medium
17,He cooled a room using,impossible,a heater.,-8.893524169921875,-2.964508056640625,gpt2-medium
17,He cooled a room using,inconceivable,a taste.,-18.93126678466797,-6.310422261555989,gpt2-medium
17,He cooled a room using,inconceivable_syntactic,have.,-15.927520751953125,-7.9637603759765625,gpt2-medium
18,He covered a window using,probable,curtains.,-10.536895751953125,-5.2684478759765625,gpt2-medium
18,He covered a window using,improbable,sheets.,-13.2079176902771,-6.60395884513855,gpt2-medium
18,He covered a window using,impossible,a hair.,-15.163818359375,-5.054606119791667,gpt2-medium
18,He covered a window using,inconceivable,a chant.,-16.41472625732422,-5.471575419108073,gpt2-medium
18,He covered a window using,inconceivable_syntactic,make.,-17.256269454956055,-8.628134727478027,gpt2-medium
19,He crafted a bowl out of,probable,clay.,-8.37359619140625,-4.186798095703125,gpt2-medium
19,He crafted a bowl out of,improbable,mud.,-9.388145446777344,-4.694072723388672,gpt2-medium
19,He crafted a bowl out of,impossible,smoke.,-11.176223754882812,-5.588111877441406,gpt2-medium
19,He crafted a bowl out of,inconceivable,math.,-12.994056701660156,-6.497028350830078,gpt2-medium
19,He crafted a bowl out of,inconceivable_syntactic,follow.,-20.762924194335938,-10.381462097167969,gpt2-medium
20,He crushed a soda can using,probable,a shoe.,-10.158355712890625,-3.3861185709635415,gpt2-medium
20,He crushed a soda can using,improbable,a chair.,-10.259666442871094,-3.4198888142903647,gpt2-medium
20,He crushed a soda can using,impossible,a tissue.,-13.6383056640625,-4.546101888020833,gpt2-medium
20,He crushed a soda can using,inconceivable,a day.,-18.626564025878906,-6.208854675292969,gpt2-medium
20,He crushed a soda can using,inconceivable_syntactic,choose.,-20.0916748046875,-10.04583740234375,gpt2-medium
21,He cut grass using,probable,a lawnmower.,-8.434871673583984,-1.686974334716797,gpt2-medium
21,He cut grass using,improbable,a scythe.,-10.282600402832031,-2.0565200805664063,gpt2-medium
21,He cut grass using,impossible,a popsicle.,-18.319149017333984,-4.579787254333496,gpt2-medium
21,He cut grass using,inconceivable,an essay.,-17.73825454711914,-5.91275151570638,gpt2-medium
21,He cut grass using,inconceivable_syntactic,then.,-14.663482666015625,-7.3317413330078125,gpt2-medium
22,He cut cardboard using,probable,scissors.,-6.188663482666016,-3.094331741333008,gpt2-medium
22,He cut cardboard using,improbable,a scalpel.,-7.5077056884765625,-1.8769264221191406,gpt2-medium
22,He cut cardboard using,impossible,fur.,-14.520160675048828,-7.260080337524414,gpt2-medium
22,He cut cardboard using,inconceivable,a snore.,-21.42855453491211,-5.357138633728027,gpt2-medium
22,He cut cardboard using,inconceivable_syntactic,sometimes.,-18.454124450683594,-9.227062225341797,gpt2-medium
23,He dented a car with,probable,a baseball bat.,-6.765447616577148,-1.691361904144287,gpt2-medium
23,He dented a car with,improbable,a dumbbell.,-13.660980224609375,-3.4152450561523438,gpt2-medium
23,He dented a car with,impossible,a breeze.,-15.552040100097656,-5.184013366699219,gpt2-medium
23,He dented a car with,inconceivable,a nap.,-19.950267791748047,-6.650089263916016,gpt2-medium
23,He dented a car with,inconceivable_syntactic,from.,-18.926786422729492,-9.463393211364746,gpt2-medium
24,He dug a hole using,probable,a shovel.,-5.488094329833984,-1.8293647766113281,gpt2-medium
24,He dug a hole using,improbable,a spatula.,-11.258692741394043,-2.8146731853485107,gpt2-medium
24,He dug a hole using,impossible,dirt.,-8.354022979736328,-4.177011489868164,gpt2-medium
24,He dug a hole using,inconceivable,a yawn.,-18.616535186767578,-6.205511728922526,gpt2-medium
24,He dug a hole using,inconceivable_syntactic,except.,-18.256244659423828,-9.128122329711914,gpt2-medium
25,He dipped a biscuit into,probable,coffee.,-8.787118911743164,-4.393559455871582,gpt2-medium
25,He dipped a biscuit into,improbable,wine.,-9.941335678100586,-4.970667839050293,gpt2-medium
25,He dipped a biscuit into,impossible,a floor.,-19.172658920288086,-6.390886306762695,gpt2-medium
25,He dipped a biscuit into,inconceivable,a myth.,-17.59840202331543,-5.86613400777181,gpt2-medium
25,He dipped a biscuit into,inconceivable_syntactic,by.,-16.62697982788086,-8.31348991394043,gpt2-medium
26,He displayed books on,probable,a shelf.,-9.055862426757812,-3.018620808919271,gpt2-medium
26,He displayed books on,improbable,a bed.,-11.930152893066406,-3.9767176310221353,gpt2-medium
26,He displayed books on,impossible,a galaxy.,-20.66887664794922,-6.889625549316406,gpt2-medium
26,He displayed books on,inconceivable,a sigh.,-20.37842559814453,-6.792808532714844,gpt2-medium
26,He displayed books on,inconceivable_syntactic,for.,-16.764984130859375,-8.382492065429688,gpt2-medium
27,He docked a boat using,probable,an anchor.,-13.096267700195312,-4.3654225667317705,gpt2-medium
27,He docked a boat using,improbable,an anvil.,-13.550212860107422,-3.3875532150268555,gpt2-medium
27,He docked a boat using,impossible,a balloon.,-11.7928466796875,-3.9309488932291665,gpt2-medium
27,He docked a boat using,inconceivable,a lesson.,-16.435073852539062,-5.4783579508463545,gpt2-medium
27,He docked a boat using,inconceivable_syntactic,though.,-17.12044906616211,-8.560224533081055,gpt2-medium
28,He drank a cup full of,probable,water.,-4.979461669921875,-2.4897308349609375,gpt2-medium
28,He drank a cup full of,improbable,honey.,-7.516502380371094,-3.758251190185547,gpt2-medium
28,He drank a cup full of,impossible,lightning.,-13.671714782714844,-6.835857391357422,gpt2-medium
28,He drank a cup full of,inconceivable,minutes.,-15.884727478027344,-7.942363739013672,gpt2-medium
28,He drank a cup full of,inconceivable_syntactic,during.,-20.72126007080078,-10.36063003540039,gpt2-medium
29,He dried his hands using,probable,a towel.,-4.422525405883789,-1.4741751352945964,gpt2-medium
29,He dried his hands using,improbable,a sweater.,-13.005960464477539,-4.335320154825847,gpt2-medium
29,He dried his hands using,impossible,a liquid.,-13.063684463500977,-4.354561487833659,gpt2-medium
29,He dried his hands using,inconceivable,freedom.,-17.09335422515869,-8.546677112579346,gpt2-medium
29,He dried his hands using,inconceivable_syntactic,always.,-16.120126724243164,-8.060063362121582,gpt2-medium
30,He dried laundry using,probable,a clothesline.,-10.810375213623047,-2.7025938034057617,gpt2-medium
30,He dried laundry using,improbable,a fan.,-8.645332336425781,-2.8817774454752603,gpt2-medium
30,He dried laundry using,impossible,juice.,-12.575798034667969,-6.287899017333984,gpt2-medium
30,He dried laundry using,inconceivable,courage.,-14.903667449951172,-7.451833724975586,gpt2-medium
30,He dried laundry using,inconceivable_syntactic,and.,-15.503585815429688,-7.751792907714844,gpt2-medium
31,He ate soup using,probable,a spoon.,-5.159572601318359,-1.7198575337727864,gpt2-medium
31,He ate soup using,improbable,a bucket.,-9.890499114990234,-3.296833038330078,gpt2-medium
31,He ate soup using,impossible,a sieve.,-9.343334197998047,-2.3358335494995117,gpt2-medium
31,He ate soup using,inconceivable,history.,-14.031841278076172,-7.015920639038086,gpt2-medium
31,He ate soup using,inconceivable_syntactic,ever.,-17.634571075439453,-8.817285537719727,gpt2-medium
32,He entered a room through,probable,a door.,-6.158082008361816,-2.052694002787272,gpt2-medium
32,He entered a room through,improbable,a window.,-4.267952919006348,-1.422650973002116,gpt2-medium
32,He entered a room through,impossible,a wall.,-8.0156831741333,-2.671894391377767,gpt2-medium
32,He entered a room through,inconceivable,a theory.,-17.89804172515869,-5.9660139083862305,gpt2-medium
32,He entered a room through,inconceivable_syntactic,should.,-21.08297061920166,-10.54148530960083,gpt2-medium
33,He filled a bucket with,probable,sand.,-6.798130035400391,-3.3990650177001953,gpt2-medium
33,He filled a bucket with,improbable,acorns.,-12.302864074707031,-4.100954691569011,gpt2-medium
33,He filled a bucket with,impossible,buildings.,-14.30093765258789,-7.150468826293945,gpt2-medium
33,He filled a bucket with,inconceivable,time.,-12.68719482421875,-6.343597412109375,gpt2-medium
33,He filled a bucket with,inconceivable_syntactic,up.,-16.895187377929688,-8.447593688964844,gpt2-medium
34,He filled a purse with,probable,coins.,-7.170253753662109,-3.5851268768310547,gpt2-medium
34,He filled a purse with,improbable,cream.,-14.761959075927734,-7.380979537963867,gpt2-medium
34,He filled a purse with,impossible,sofas.,-16.98882508277893,-4.247206270694733,gpt2-medium
34,He filled a purse with,inconceivable,luck.,-14.6966552734375,-7.34832763671875,gpt2-medium
34,He filled a purse with,inconceivable_syntactic,nor.,-21.444210052490234,-10.722105026245117,gpt2-medium
35,He grew flowers inside,probable,a pot.,-9.599784851074219,-3.1999282836914062,gpt2-medium
35,He grew flowers inside,improbable,a mug.,-13.80499267578125,-4.601664225260417,gpt2-medium
35,He grew flowers inside,impossible,a marble.,-17.798660278320312,-5.9328867594401045,gpt2-medium
35,He grew flowers inside,inconceivable,a sneeze.,-19.46234130859375,-3.89246826171875,gpt2-medium
35,He grew flowers inside,inconceivable_syntactic,been.,-15.957874298095703,-7.978937149047852,gpt2-medium
36,He hung a painting using,probable,screws.,-10.32284164428711,-5.161420822143555,gpt2-medium
36,He hung a painting using,improbable,string.,-9.364665985107422,-4.682332992553711,gpt2-medium
36,He hung a painting using,impossible,vapor.,-16.814998626708984,-8.407499313354492,gpt2-medium
36,He hung a painting using,inconceivable,a handshake.,-13.52017593383789,-4.506725311279297,gpt2-medium
36,He hung a painting using,inconceivable_syntactic,could.,-15.98782730102539,-7.993913650512695,gpt2-medium
37,He hid a gift inside,probable,a closet.,-9.455009460449219,-3.1516698201497397,gpt2-medium
37,He hid a gift inside,improbable,a forest.,-13.726043701171875,-4.575347900390625,gpt2-medium
37,He hid a gift inside,impossible,a cloud.,-12.953483581542969,-4.317827860514323,gpt2-medium
37,He hid a gift inside,inconceivable,a gasp.,-18.441120147705078,-6.147040049235026,gpt2-medium
37,He hid a gift inside,inconceivable_syntactic,find.,-17.686668395996094,-8.843334197998047,gpt2-medium
38,He lifted a box using,probable,a forklift.,-7.615550994873047,-1.9038877487182617,gpt2-medium
38,He lifted a box using,improbable,a pulley.,-11.157897472381592,-2.789474368095398,gpt2-medium
38,He lifted a box using,impossible,foam.,-14.631160736083984,-7.315580368041992,gpt2-medium
38,He lifted a box using,inconceivable,an emotion.,-17.894672393798828,-5.964890797932942,gpt2-medium
38,He lifted a box using,inconceivable_syntactic,very.,-17.603374481201172,-8.801687240600586,gpt2-medium
39,He lit a candle using,probable,a match.,-7.945953369140625,-2.648651123046875,gpt2-medium
39,He lit a candle using,improbable,a blowtorch.,-11.189834594726562,-2.2379669189453124,gpt2-medium
39,He lit a candle using,impossible,yogurt.,-13.911827087402344,-6.955913543701172,gpt2-medium
39,He lit a candle using,inconceivable,surprises.,-19.13299560546875,-9.566497802734375,gpt2-medium
39,He lit a candle using,inconceivable_syntactic,does.,-16.04744291305542,-8.02372145652771,gpt2-medium
40,He made a sandwich using,probable,bread.,-9.454093933105469,-4.727046966552734,gpt2-medium
40,He made a sandwich using,improbable,lettuce.,-9.668895721435547,-4.834447860717773,gpt2-medium
40,He made a sandwich using,impossible,a star.,-14.882225036621094,-4.960741678873698,gpt2-medium
40,He made a sandwich using,inconceivable,a mile.,-17.96419334411621,-5.988064448038737,gpt2-medium
40,He made a sandwich using,inconceivable_syntactic,went.,-17.651615142822266,-8.825807571411133,gpt2-medium
41,He made a smoothie using,probable,a blender.,-8.179824829101562,-2.7266082763671875,gpt2-medium
41,He made a smoothie using,improbable,a whisk.,-12.432811737060547,-4.144270579020183,gpt2-medium
41,He made a smoothie using,impossible,wind.,-15.214912414550781,-7.607456207275391,gpt2-medium
41,He made a smoothie using,inconceivable,decades.,-21.00766372680664,-10.50383186340332,gpt2-medium
41,He made a smoothie using,inconceivable_syntactic,gave.,-17.55225372314453,-8.776126861572266,gpt2-medium
42,He melted a chocolate bar using,probable,a stove.,-11.185007095336914,-3.728335698445638,gpt2-medium
42,He melted a chocolate bar using,improbable,a radiator.,-14.059467315673828,-4.686489105224609,gpt2-medium
42,He melted a chocolate bar using,impossible,a napkin.,-10.948047637939453,-2.7370119094848633,gpt2-medium
42,He melted a chocolate bar using,inconceivable,a promise.,-14.793045043945312,-4.9310150146484375,gpt2-medium
42,He melted a chocolate bar using,inconceivable_syntactic,took.,-18.214672088623047,-9.107336044311523,gpt2-medium
43,He opened a jar using,probable,his hands.,-6.504518508911133,-2.168172836303711,gpt2-medium
43,He opened a jar using,improbable,his feet.,-10.293933868408203,-3.431311289469401,gpt2-medium
43,He opened a jar using,impossible,his mind.,-10.056194305419922,-3.352064768473307,gpt2-medium
43,He opened a jar using,inconceivable,an opinion.,-19.393924713134766,-6.464641571044922,gpt2-medium
43,He opened a jar using,inconceivable_syntactic,never.,-16.179189682006836,-8.089594841003418,gpt2-medium
44,He packed a suit inside,probable,a suitcase.,-6.9840545654296875,-2.3280181884765625,gpt2-medium
44,He packed a suit inside,improbable,a pocket.,-11.900108337402344,-3.9667027791341147,gpt2-medium
44,He packed a suit inside,impossible,a raspberry.,-19.911190032958984,-6.637063344319661,gpt2-medium
44,He packed a suit inside,inconceivable,a groan.,-18.95123863220215,-4.737809658050537,gpt2-medium
44,He packed a suit inside,inconceivable_syntactic,got.,-19.426258087158203,-9.713129043579102,gpt2-medium
45,He painted a wall using,probable,a brush.,-7.79644775390625,-2.59881591796875,gpt2-medium
45,He painted a wall using,improbable,a mop.,-13.13107681274414,-3.282769203186035,gpt2-medium
45,He painted a wall using,impossible,a bathtub.,-13.94843864440918,-3.487109661102295,gpt2-medium
45,He painted a wall using,inconceivable,a whisper.,-18.555984497070312,-6.1853281656901045,gpt2-medium
45,He painted a wall using,inconceivable_syntactic,decide.,-17.693321228027344,-8.846660614013672,gpt2-medium
46,He paved a road using,probable,cement.,-8.477588653564453,-4.238794326782227,gpt2-medium
46,He paved a road using,improbable,seashells.,-14.598837852478027,-3.649709463119507,gpt2-medium
46,He paved a road using,impossible,a comet.,-15.287338256835938,-5.0957794189453125,gpt2-medium
46,He paved a road using,inconceivable,happiness.,-13.825801849365234,-6.912900924682617,gpt2-medium
46,He paved a road using,inconceivable_syntactic,although.,-15.703853607177734,-7.851926803588867,gpt2-medium
47,He plucked a hair using,probable,tweezers.,-8.188447952270508,-2.047111988067627,gpt2-medium
47,He plucked a hair using,improbable,tongs.,-8.746994018554688,-2.9156646728515625,gpt2-medium
47,He plucked a hair using,impossible,a spoon.,-8.158090591430664,-2.719363530476888,gpt2-medium
47,He plucked a hair using,inconceivable,sympathy.,-14.289424896240234,-7.144712448120117,gpt2-medium
47,He plucked a hair using,inconceivable_syntactic,since.,-17.84909439086914,-8.92454719543457,gpt2-medium
48,He polished jewelry using,probable,a cloth.,-12.505653381347656,-4.168551127115886,gpt2-medium
48,He polished jewelry using,improbable,a shirt.,-16.410171508789062,-5.4700571695963545,gpt2-medium
48,He polished jewelry using,impossible,a chainsaw.,-9.881706237792969,-2.470426559448242,gpt2-medium
48,He polished jewelry using,inconceivable,music.,-12.524211883544922,-6.262105941772461,gpt2-medium
48,He polished jewelry using,inconceivable_syntactic,know.,-20.072153091430664,-10.036076545715332,gpt2-medium
49,He popped a balloon using,probable,a thumbtack.,-14.034038543701172,-2.8068077087402346,gpt2-medium
49,He popped a balloon using,improbable,a spear.,-11.739028930664062,-3.9130096435546875,gpt2-medium
49,He popped a balloon using,impossible,cotton balls.,-12.677410125732422,-4.225803375244141,gpt2-medium
49,He popped a balloon using,inconceivable,a story.,-16.039276123046875,-5.346425374348958,gpt2-medium
49,He popped a balloon using,inconceivable_syntactic,because.,-17.014293670654297,-8.507146835327148,gpt2-medium
50,He removed a stain using,probable,bleach.,-6.988990783691406,-3.494495391845703,gpt2-medium
50,He removed a stain using,improbable,vinegar.,-7.535089492797852,-3.767544746398926,gpt2-medium
50,He removed a stain using,impossible,dirt.,-11.020626068115234,-5.510313034057617,gpt2-medium
50,He removed a stain using,inconceivable,truth.,-16.92760467529297,-8.463802337646484,gpt2-medium
50,He removed a stain using,inconceivable_syntactic,would.,-17.84023094177246,-8.92011547088623,gpt2-medium
51,He rinsed fruit using,probable,a sink.,-11.530174255371094,-3.8433914184570312,gpt2-medium
51,He rinsed fruit using,improbable,a hose.,-9.2349853515625,-3.0783284505208335,gpt2-medium
51,He rinsed fruit using,impossible,a clock.,-15.931968688964844,-5.310656229654948,gpt2-medium
51,He rinsed fruit using,inconceivable,a giggle.,-18.179122924804688,-4.544780731201172,gpt2-medium
51,He rinsed fruit using,inconceivable_syntactic,create.,-17.405704498291016,-8.702852249145508,gpt2-medium
52,He sewed a shirt using,probable,a needle.,-7.8594970703125,-2.6198323567708335,gpt2-medium
52,He sewed a shirt using,improbable,a toothpick.,-10.662471771240234,-2.6656179428100586,gpt2-medium
52,He sewed a shirt using,impossible,a potato.,-13.485191345214844,-4.495063781738281,gpt2-medium
52,He sewed a shirt using,inconceivable,thunder.,-17.944740295410156,-8.972370147705078,gpt2-medium
52,He sewed a shirt using,inconceivable_syntactic,upon.,-19.25128173828125,-9.625640869140625,gpt2-medium
53,He shattered a window using,probable,a stone.,-10.701534271240234,-3.5671780904134116,gpt2-medium
53,He shattered a window using,improbable,a frisbee.,-12.12008285522461,-2.424016571044922,gpt2-medium
53,He shattered a window using,impossible,confetti.,-13.245000839233398,-4.415000279744466,gpt2-medium
53,He shattered a window using,inconceivable,a concept.,-19.466632843017578,-6.488877614339192,gpt2-medium
53,He shattered a window using,inconceivable_syntactic,must.,-19.325607299804688,-9.662803649902344,gpt2-medium
54,He shaved his beard using,probable,a razor.,-5.308860778808594,-1.7696202596028645,gpt2-medium
54,He shaved his beard using,improbable,a knife.,-8.216598510742188,-2.738866170247396,gpt2-medium
54,He shaved his beard using,impossible,a teabag.,-14.832923889160156,-2.9665847778320313,gpt2-medium
54,He shaved his beard using,inconceivable,a belief.,-19.60829257965088,-6.536097526550293,gpt2-medium
54,He shaved his beard using,inconceivable_syntactic,now.,-17.21776580810547,-8.608882904052734,gpt2-medium
55,He smashed a pumpkin using,probable,a hammer.,-5.190147399902344,-1.7300491333007812,gpt2-medium
55,He smashed a pumpkin using,improbable,a boulder.,-11.948135375976562,-3.9827117919921875,gpt2-medium
55,He smashed a pumpkin using,impossible,a leaf.,-14.927238464355469,-4.975746154785156,gpt2-medium
55,He smashed a pumpkin using,inconceivable,a number.,-18.763015747070312,-6.2543385823567705,gpt2-medium
55,He smashed a pumpkin using,inconceivable_syntactic,remember.,-20.436466217041016,-10.218233108520508,gpt2-medium
56,He split a log using,probable,an axe.,-7.307868957519531,-2.4359563191731772,gpt2-medium
56,He split a log using,improbable,a saw.,-7.469593048095703,-2.4898643493652344,gpt2-medium
56,He split a log using,impossible,a feather.,-11.165626525878906,-3.7218755086263022,gpt2-medium
56,He split a log using,inconceivable,a gasp.,-18.474441528320312,-6.1581471761067705,gpt2-medium
56,He split a log using,inconceivable_syntactic,forward.,-16.992454528808594,-8.496227264404297,gpt2-medium
57,He squeezed juice from,probable,an orange.,-9.190326690673828,-3.0634422302246094,gpt2-medium
57,He squeezed juice from,improbable,meat.,-15.179851531982422,-7.589925765991211,gpt2-medium
57,He squeezed juice from,impossible,an envelope.,-12.31844711303711,-4.106149037679036,gpt2-medium
57,He squeezed juice from,inconceivable,a mumble.,-21.616966247558594,-5.404241561889648,gpt2-medium
57,He squeezed juice from,inconceivable_syntactic,did.,-19.931095123291016,-9.965547561645508,gpt2-medium
58,He squished a blueberry using,probable,his finger.,-6.650350570678711,-2.2167835235595703,gpt2-medium
58,He squished a blueberry using,improbable,his nose.,-8.354856491088867,-2.784952163696289,gpt2-medium
58,He squished a blueberry using,impossible,his breath.,-10.858942031860352,-3.6196473439534507,gpt2-medium
