item_id,condition,continuation,approx,count,latency,token_ids,tokens,n_tokens
6,inconceivable,a law,False,17599649,14.368295669555664,"[263, 4307]","['▁a', '▁law']",2
6,inconceivable_syntactic,give,False,583345731,16.282320022583008,[2367],['▁give'],1
7,probable,a chisel,False,225779,13.463735580444336,"[263, 521, 275, 295]","['▁a', '▁ch', 'is', 'el']",4
7,improbable,a nail,False,1906852,13.832807540893555,"[263, 302, 737]","['▁a', '▁n', 'ail']",3
7,impossible,a sock,False,610582,19.062519073486328,"[263, 577, 384]","['▁a', '▁so', 'ck']",3
7,inconceivable,laughter,False,12038270,30.111074447631836,"[10569, 357]","['▁laugh', 'ter']",2
7,inconceivable_syntactic,forget,False,102572295,40.48943519592285,[9566],['▁forget'],1
8,probable,a lake,False,2983032,19.8211669921875,"[263, 19437]","['▁a', '▁lake']",2
8,improbable,a puddle,False,740144,31.960725784301758,"[263, 282, 566, 29881, 280]","['▁a', '▁p', 'ud', 'd', 'le']",5
8,impossible,a raindrop,False,52013,11.767148971557617,"[263, 1153, 513, 1336]","['▁a', '▁ra', 'ind', 'rop']",4
8,inconceivable,an exclamation,False,477635,42.748212814331055,"[385, 429, 15719, 362]","['▁an', '▁ex', 'clam', 'ation']",4
8,inconceivable_syntactic,become,False,426430374,32.747507095336914,[4953],['▁become'],1
9,probable,ice,False,97589244,26.862382888793945,[14890],['▁ice'],1
9,improbable,snow,False,89454570,14.924764633178711,[15007],['▁snow'],1
9,impossible,fire,False,216329156,21.883249282836914,[3974],['▁fire'],1
9,inconceivable,yesterday,False,71837626,208.50729942321777,[22600],['▁yesterday'],1
9,inconceivable_syntactic,onto,False,116029724,22.217988967895508,[11480],['▁onto'],1
10,probable,a knife,False,6446171,42.07205772399902,"[263, 889, 1607]","['▁a', '▁kn', 'ife']",3
10,improbable,a sword,False,2732771,44.501304626464844,"[263, 22378]","['▁a', '▁sword']",2
10,impossible,a rag,False,967147,23.189306259155273,"[263, 17052]","['▁a', '▁rag']",2
10,inconceivable,a color,False,8853125,11.90638542175293,"[263, 2927]","['▁a', '▁color']",2
10,inconceivable_syntactic,through,False,1306301939,20.22838592529297,[1549],['▁through'],1
11,probable,a sponge,False,1348298,12.07590103149414,"[263, 805, 265, 479]","['▁a', '▁sp', 'on', 'ge']",4
11,improbable,a scarf,False,1049716,8.52203369140625,"[263, 21990, 29888]","['▁a', '▁scar', 'f']",3
11,impossible,mustard,False,7627648,14.912605285644531,"[1818, 538]","['▁must', 'ard']",2
11,inconceivable,a country,False,20957667,16.863107681274414,"[263, 4234]","['▁a', '▁country']",2
11,inconceivable_syntactic,without,False,709861641,16.727209091186523,[1728],['▁without'],1
12,probable,a vacuum,False,4279146,9.0789794921875,"[263, 11757, 29884, 398]","['▁a', '▁vac', 'u', 'um']",4
12,improbable,a hat,False,4988132,11.194705963134766,"[263, 3056]","['▁a', '▁hat']",2
12,impossible,a crayon,False,155655,10.673284530639648,"[263, 274, 764, 265]","['▁a', '▁c', 'ray', 'on']",4
12,inconceivable,a week,False,108316885,14.92619514465332,"[263, 4723]","['▁a', '▁week']",2
12,inconceivable_syntactic,into,False,2061146818,15.80190658569336,[964],['▁into'],1
13,probable,a ladder,False,1914243,18.361330032348633,"[263, 11979, 672]","['▁a', '▁lad', 'der']",3
13,improbable,a rope,False,2009134,58.855295181274414,"[263, 696, 412]","['▁a', '▁ro', 'pe']",3
13,impossible,oil,False,210900586,170.8543300628662,[17182],['▁oil'],1
13,inconceivable,a poem,False,3907992,43.12491416931152,"[263, 26576]","['▁a', '▁poem']",2
13,inconceivable_syntactic,before,False,1089299149,63.54022026062012,[1434],['▁before'],1
14,probable,a zipper,False,746323,24.88875389099121,"[263, 503, 29875, 2496]","['▁a', '▁z', 'i', 'pper']",4
14,improbable,glue,False,16360871,17.894983291625977,"[3144, 434]","['▁gl', 'ue']",2
14,impossible,fog,False,14742598,16.71433448791504,[16847],['▁fog'],1
14,inconceivable,a word,False,20075298,12.770891189575195,"[263, 1734]","['▁a', '▁word']",2
14,inconceivable_syntactic,until,False,482191925,16.92652702331543,[2745],['▁until'],1
15,probable,blocks,False,52127227,24.0018367767334,[10930],['▁blocks'],1
15,improbable,bubbles,False,9575943,13.9007568359375,"[289, 431, 7586]","['▁b', 'ub', 'bles']",3
15,impossible,sparks,False,3837258,16.992568969726562,"[16267, 29879]","['▁spark', 's']",2
15,inconceivable,seasons,False,45191247,26.690959930419922,[20084],['▁seasons'],1
15,inconceivable_syntactic,forgive,False,12194951,12.76707649230957,"[18879, 573]","['▁forg', 'ive']",2
16,probable,pasta,False,19309484,21.865367889404297,"[4940, 29874]","['▁past', 'a']",2
16,improbable,insects,False,14621426,15.295982360839844,"[17564, 29879]","['▁insect', 's']",2
16,impossible,the moon,False,17163034,16.95418357849121,"[278, 18786]","['▁the', '▁moon']",2
16,inconceivable,thoughts,False,109949227,15.50149917602539,[13133],['▁thoughts'],1
16,inconceivable_syntactic,do,False,2714369901,22.82404899597168,[437],['▁do'],1
17,probable,a fan,False,25771067,12.339591979980469,"[263, 13524]","['▁a', '▁fan']",2
17,improbable,shades,False,15978156,14.882564544677734,"[528, 3076]","['▁sh', 'ades']",2
17,impossible,a heater,False,618973,11.34181022644043,"[263, 540, 1008]","['▁a', '▁he', 'ater']",3
17,inconceivable,a taste,False,7033426,15.468358993530273,"[263, 21779]","['▁a', '▁taste']",2
17,inconceivable_syntactic,have,False,6975111134,16.4487361907959,[505],['▁have'],1
18,probable,curtains,False,7845330,14.011859893798828,"[3151, 2408, 29879]","['▁cur', 'tain', 's']",3
18,improbable,sheets,False,25907132,13.78011703491211,[26718],['▁sheets'],1
18,impossible,a hair,False,4702508,20.55668830871582,"[263, 11315]","['▁a', '▁hair']",2
18,inconceivable,a chant,False,196947,10.236501693725586,"[263, 26639]","['▁a', '▁chant']",2
18,inconceivable_syntactic,make,False,1731743871,17.149925231933594,[1207],['▁make'],1
19,probable,clay,False,17081496,12.872934341430664,"[1067, 388]","['▁cl', 'ay']",2
19,improbable,mud,False,25860797,30.376434326171875,[17439],['▁mud'],1
19,impossible,smoke,False,39727468,47.54829406738281,[25158],['▁smoke'],1
19,inconceivable,math,False,49967843,30.555009841918945,[5844],['▁math'],1
19,inconceivable_syntactic,follow,False,263494962,50.25815963745117,[1101],['▁follow'],1
20,probable,a shoe,False,2194563,27.290821075439453,"[263, 528, 7297]","['▁a', '▁sh', 'oe']",3
20,improbable,a chair,False,5885812,34.82675552368164,"[263, 11774]","['▁a', '▁chair']",2
20,impossible,a tissue,False,1257151,22.14789390563965,"[263, 260, 15118]","['▁a', '▁t', 'issue']",3
20,inconceivable,a day,False,101680234,29.62660789489746,"[263, 2462]","['▁a', '▁day']",2
20,inconceivable_syntactic,choose,False,238600987,24.785518646240234,[6755],['▁choose'],1
21,probable,a lawnmower,False,177536,30.241966247558594,"[263, 425, 1233, 29885, 1680]","['▁a', '▁la', 'wn', 'm', 'ower']",5
21,improbable,a scythe,False,127048,47.55687713623047,"[263, 885, 29891, 1552]","['▁a', '▁sc', 'y', 'the']",4
21,impossible,a popsicle,False,153654,9.574651718139648,"[263, 1835, 29879, 2512]","['▁a', '▁pop', 's', 'icle']",4
21,inconceivable,an essay,False,9752709,16.764163970947266,"[385, 3686, 388]","['▁an', '▁ess', 'ay']",3
21,inconceivable_syntactic,then,False,1493960228,16.332626342773438,[769],['▁then'],1
22,probable,scissors,False,4943023,13.159036636352539,"[885, 790, 943]","['▁sc', 'iss', 'ors']",3
22,improbable,a scalpel,False,309493,10.214567184448242,"[263, 8716, 13111]","['▁a', '▁scal', 'pel']",3
22,impossible,fur,False,33635787,13.555049896240234,[3261],['▁fur'],1
22,inconceivable,a snore,False,36364,10.207891464233398,"[263, 5807, 487]","['▁a', '▁sn', 'ore']",3
22,inconceivable_syntactic,sometimes,False,186270825,15.75326919555664,[6041],['▁sometimes'],1
23,probable,a baseball bat,False,477239,14.705181121826172,"[263, 21573, 17152]","['▁a', '▁baseball', '▁bat']",3
23,improbable,a dumbbell,False,241549,38.09499740600586,"[263, 270, 398, 1327, 514]","['▁a', '▁d', 'um', 'bb', 'ell']",5
23,impossible,a breeze,False,4213049,13.021707534790039,"[263, 289, 929, 911]","['▁a', '▁b', 'ree', 'ze']",4
23,inconceivable,a nap,False,3538417,10.015487670898438,"[263, 9709]","['▁a', '▁nap']",2
23,inconceivable_syntactic,from,False,6300907753,15.654325485229492,[515],['▁from'],1
24,probable,a shovel,False,809039,8.808135986328125,"[263, 528, 586, 295]","['▁a', '▁sh', 'ov', 'el']",4
24,improbable,a spatula,False,967472,10.472536087036133,"[263, 805, 271, 2497]","['▁a', '▁sp', 'at', 'ula']",4
24,impossible,dirt,False,27881666,14.729499816894531,"[270, 2728]","['▁d', 'irt']",2
24,inconceivable,a yawn,False,189755,9.193897247314453,"[263, 9343, 1233]","['▁a', '▁ya', 'wn']",3
24,inconceivable_syntactic,except,False,109096976,15.592098236083984,[5174],['▁except'],1
25,probable,coffee,False,108627088,14.622211456298828,[26935],['▁coffee'],1
25,improbable,wine,False,86179058,14.755725860595703,[19006],['▁wine'],1
25,impossible,a floor,False,2987567,14.199495315551758,"[263, 11904]","['▁a', '▁floor']",2
25,inconceivable,a myth,False,3381684,25.356292724609375,"[263, 22082]","['▁a', '▁myth']",2
25,inconceivable_syntactic,by,False,5926168622,18.201351165771484,[491],['▁by'],1
26,probable,a shelf,False,2314556,15.241861343383789,"[263, 528, 761]","['▁a', '▁sh', 'elf']",3
26,improbable,a bed,False,9596473,12.525081634521484,"[263, 6592]","['▁a', '▁bed']",2
26,impossible,a galaxy,False,1031350,11.447429656982422,"[263, 15400, 29891]","['▁a', '▁galax', 'y']",3
26,inconceivable,a sigh,False,2472962,5.415201187133789,"[263, 269, 1141]","['▁a', '▁s', 'igh']",3
26,inconceivable_syntactic,for,False,15586797405,16.787290573120117,[363],['▁for'],1
27,probable,an anchor,False,1469227,13.359785079956055,"[385, 17360]","['▁an', '▁anchor']",2
27,improbable,an anvil,False,172233,11.463165283203125,"[385, 385, 17191]","['▁an', '▁an', 'vil']",3
27,impossible,a balloon,False,1376669,59.77010726928711,"[263, 6411, 417, 265]","['▁a', '▁bal', 'lo', 'on']",4
27,inconceivable,a lesson,False,6459474,14.7705078125,"[263, 3109, 265]","['▁a', '▁less', 'on']",3
27,inconceivable_syntactic,though,False,454804351,30.983448028564453,[2466],['▁though'],1
28,probable,water,False,624668189,108.10065269470215,[4094],['▁water'],1
28,improbable,honey,False,28000920,27.9693603515625,"[298, 4992]","['▁h', 'oney']",2
28,impossible,lightning,False,13041266,15.26784896850586,"[3578, 1076]","['▁light', 'ning']",2
28,inconceivable,minutes,False,312457998,15.827655792236328,[6233],['▁minutes'],1
28,inconceivable_syntactic,during,False,745059889,21.997928619384766,[2645],['▁during'],1
29,probable,a towel,False,2509021,134.15813446044922,"[263, 304, 20466]","['▁a', '▁to', 'wel']",3
29,improbable,a sweater,False,1052587,15.574216842651367,"[263, 7901, 1008]","['▁a', '▁swe', 'ater']",3
29,impossible,a liquid,False,4556832,14.307737350463867,"[263, 23904]","['▁a', '▁liquid']",2
29,inconceivable,freedom,False,71582143,15.513420104980469,[16082],['▁freedom'],1
29,inconceivable_syntactic,always,False,708600248,17.14801788330078,[2337],['▁always'],1
30,probable,a clothesline,False,320803,14.630794525146484,"[263, 22095, 1220]","['▁a', '▁clothes', 'line']",3
30,improbable,a fan,False,25771067,5.104541778564453,"[263, 13524]","['▁a', '▁fan']",2
30,impossible,juice,False,37780990,15.388727188110352,"[3623, 625]","['▁ju', 'ice']",2
30,inconceivable,courage,False,26289645,14.154195785522461,[19872],['▁courage'],1
30,inconceivable_syntactic,and,False,41647791255,11.332988739013672,[322],['▁and'],1
31,probable,a spoon,False,3276831,8.575677871704102,"[263, 805, 6150]","['▁a', '▁sp', 'oon']",3
31,improbable,a bucket,False,3300694,13.715982437133789,"[263, 20968]","['▁a', '▁bucket']",2
31,impossible,a sieve,False,580085,8.553743362426758,"[263, 269, 2418]","['▁a', '▁s', 'ieve']",3
31,inconceivable,history,False,303011425,17.98725128173828,[4955],['▁history'],1
31,inconceivable_syntactic,ever,False,422613876,14.95218276977539,[3926],['▁ever'],1
32,probable,a door,False,6791548,12.372493743896484,"[263, 3050]","['▁a', '▁door']",2
32,improbable,a window,False,9614950,14.693260192871094,"[263, 3474]","['▁a', '▁window']",2
32,impossible,a wall,False,11883868,14.039278030395508,"[263, 10090]","['▁a', '▁wall']",2
32,inconceivable,a theory,False,4642409,14.032840728759766,"[263, 6368]","['▁a', '▁theory']",2
32,inconceivable_syntactic,should,False,1359899010,27.545452117919922,[881],['▁should'],1
33,probable,sand,False,95464163,16.057491302490234,[11982],['▁sand'],1
33,improbable,acorns,False,844616,14.264583587646484,"[1274, 1398, 29879]","['▁ac', 'orn', 's']",3
33,impossible,buildings,False,68431998,15.415191650390625,[13814],['▁buildings'],1
33,inconceivable,time,False,2768150129,16.330242156982422,[931],['▁time'],1
33,inconceivable_syntactic,up,False,3000985589,34.53826904296875,[701],['▁up'],1
34,probable,coins,False,27244496,23.95796775817871,"[1302, 1144]","['▁co', 'ins']",2
34,improbable,cream,False,69973619,46.45228385925293,"[907, 314]","['▁cre', 'am']",2
34,impossible,sofas,False,2638985,20.646333694458008,"[577, 13629]","['▁so', 'fas']",2
34,inconceivable,luck,False,124724057,22.86982536315918,[9885],['▁luck'],1
34,inconceivable_syntactic,nor,False,86338479,42.806148529052734,[3643],['▁nor'],1
35,probable,a pot,False,10856879,99.09486770629883,"[263, 3104]","['▁a', '▁pot']",2
35,improbable,a mug,False,1436366,30.01117706298828,"[263, 286, 688]","['▁a', '▁m', 'ug']",3
35,impossible,a marble,False,734320,38.62571716308594,"[263, 1766, 569]","['▁a', '▁mar', 'ble']",3
35,inconceivable,a sneeze,False,140943,24.57427978515625,"[263, 269, 484, 29872, 911]","['▁a', '▁s', 'ne', 'e', 'ze']",5
35,inconceivable_syntactic,been,False,2454440573,31.21471405029297,[1063],['▁been'],1
36,probable,screws,False,11023325,13.796329498291016,"[885, 3973, 29879]","['▁sc', 'rew', 's']",3
36,improbable,string,False,192257311,15.105962753295898,[1347],['▁string'],1
36,impossible,vapor,False,11032172,33.16974639892578,"[325, 26191]","['▁v', 'apor']",2
36,inconceivable,a handshake,False,536784,20.621538162231445,"[263, 1361, 845, 1296]","['▁a', '▁hand', 'sh', 'ake']",4
36,inconceivable_syntactic,could,False,1424279943,20.537853240966797,[1033],['▁could'],1
37,probable,a closet,False,1793177,17.203330993652344,"[263, 4694, 300]","['▁a', '▁clos', 'et']",3
37,improbable,a forest,False,3139297,14.086723327636719,"[263, 13569]","['▁a', '▁forest']",2
37,impossible,a cloud,False,7395899,20.081043243408203,"[263, 9570]","['▁a', '▁cloud']",2
37,inconceivable,a gasp,False,250850,25.416851043701172,"[263, 330, 4692]","['▁a', '▁g', 'asp']",3
37,inconceivable_syntactic,find,False,1014408167,48.11358451843262,[1284],['▁find'],1
38,probable,a forklift,False,410070,44.88253593444824,"[263, 363, 6321, 2027]","['▁a', '▁for', 'kl', 'ift']",4
38,improbable,a pulley,False,239530,63.83681297302246,"[263, 9505, 2330]","['▁a', '▁pul', 'ley']",3
38,impossible,foam,False,19961378,42.14596748352051,"[1701, 314]","['▁fo', 'am']",2
38,inconceivable,an emotion,False,1893841,33.37860107421875,"[385, 953, 8194]","['▁an', '▁em', 'otion']",3
38,inconceivable_syntactic,very,False,1506434539,30.025959014892578,[1407],['▁very'],1
39,probable,a match,False,10698870,51.34868621826172,"[263, 1993]","['▁a', '▁match']",2
39,improbable,a blowtorch,False,97663,26.433467864990234,"[263, 13031, 7345, 305]","['▁a', '▁blow', 'tor', 'ch']",4
39,impossible,yogurt,False,11259220,57.33656883239746,"[343, 468, 4227]","['▁y', 'og', 'urt']",3
39,inconceivable,surprises,False,11481905,14.213085174560547,"[11468, 4637]","['▁surpr', 'ises']",2
39,inconceivable_syntactic,does,False,771957509,15.723705291748047,[947],['▁does'],1
40,probable,bread,False,62396748,46.84042930603027,[18423],['▁bread'],1
40,improbable,lettuce,False,7192827,21.587848663330078,"[11343, 24551]","['▁lett', 'uce']",2
40,impossible,a star,False,8939740,15.913963317871094,"[263, 5810]","['▁a', '▁star']",2
40,inconceivable,a mile,False,9005640,11.062860488891602,"[263, 17967]","['▁a', '▁mile']",2
40,inconceivable_syntactic,went,False,364510068,18.63265037536621,[3512],['▁went'],1
41,probable,a blender,False,2435587,14.106512069702148,"[263, 1999, 1581]","['▁a', '▁bl', 'ender']",3
41,improbable,a whisk,False,684115,11.134862899780273,"[263, 377, 3873]","['▁a', '▁wh', 'isk']",3
41,impossible,wind,False,123839966,17.983436584472656,[8805],['▁wind'],1
41,inconceivable,decades,False,74135382,14.116525650024414,"[1602, 3076]","['▁dec', 'ades']",2
41,inconceivable_syntactic,gave,False,180881403,16.826629638671875,[4846],['▁gave'],1
42,probable,a stove,False,772912,11.246204376220703,"[263, 380, 994]","['▁a', '▁st', 'ove']",3
42,improbable,a radiator,False,385775,11.066675186157227,"[263, 17937, 1061]","['▁a', '▁radi', 'ator']",3
42,impossible,a napkin,False,476220,11.268377304077148,"[263, 9709, 9089]","['▁a', '▁nap', 'kin']",3
42,inconceivable,a promise,False,4293412,33.020734786987305,"[263, 11640]","['▁a', '▁promise']",2
42,inconceivable_syntactic,took,False,365344335,19.3328857421875,[3614],['▁took'],1
43,probable,his hands,False,13012717,15.571355819702148,"[670, 6567]","['▁his', '▁hands']",2
43,improbable,his feet,False,6971789,14.974832534790039,"[670, 6900]","['▁his', '▁feet']",2
43,impossible,his mind,False,11161817,32.866716384887695,"[670, 3458]","['▁his', '▁mind']",2
43,inconceivable,an opinion,False,6200659,27.06432342529297,"[385, 9426]","['▁an', '▁opinion']",2
43,inconceivable_syntactic,never,False,658915617,22.14789390563965,[2360],['▁never'],1
44,probable,a suitcase,False,912359,18.67818832397461,"[263, 14726, 4878]","['▁a', '▁suit', 'case']",3
44,improbable,a pocket,False,2680957,26.283740997314453,"[263, 24589]","['▁a', '▁pocket']",2
44,impossible,a raspberry,False,361950,19.646167755126953,"[263, 364, 4692, 16344]","['▁a', '▁r', 'asp', 'berry']",4
44,inconceivable,a groan,False,280125,27.979373931884766,"[263, 4071, 273]","['▁a', '▁gro', 'an']",3
44,inconceivable_syntactic,got,False,708258726,43.52545738220215,[2355],['▁got'],1
45,probable,a brush,False,2528057,40.143489837646484,"[263, 1506, 1878]","['▁a', '▁br', 'ush']",3
45,improbable,a mop,False,334603,23.581266403198242,"[263, 286, 459]","['▁a', '▁m', 'op']",3
45,impossible,a bathtub,False,792622,12.990713119506836,"[263, 17152, 400, 431]","['▁a', '▁bat', 'ht', 'ub']",4
45,inconceivable,a whisper,False,1106182,35.23683547973633,"[263, 21039]","['▁a', '▁whisper']",2
45,inconceivable_syntactic,decide,False,105314901,19.875049591064453,[11097],['▁decide'],1
46,probable,cement,False,17791107,29.82330322265625,"[274, 882]","['▁c', 'ement']",2
46,improbable,seashells,False,478043,40.08173942565918,"[409, 1161, 10071]","['▁se', 'ash', 'ells']",3
46,impossible,a comet,False,449096,27.013301849365234,"[263, 419, 300]","['▁a', '▁com', 'et']",3
46,inconceivable,happiness,False,33649045,52.69217491149902,[22722],['▁happiness'],1
46,inconceivable_syntactic,although,False,157147787,37.76192665100098,[5998],['▁although'],1
47,probable,tweezers,False,1148726,33.080339431762695,"[7780, 6096, 414]","['▁twe', 'ez', 'ers']",3
47,improbable,tongs,False,1117343,20.525455474853516,"[21861, 29879]","['▁tong', 's']",2
47,impossible,a spoon,False,3276831,12.967348098754883,"[263, 805, 6150]","['▁a', '▁sp', 'oon']",3
47,inconceivable,sympathy,False,9484805,13.405799865722656,[29738],['▁sympathy'],1
47,inconceivable_syntactic,since,False,663525310,21.74520492553711,[1951],['▁since'],1
48,probable,a cloth,False,1710921,17.004013061523438,"[263, 13950]","['▁a', '▁cloth']",2
48,improbable,a shirt,False,2499542,18.161296844482422,"[263, 528, 2728]","['▁a', '▁sh', 'irt']",3
48,impossible,a chainsaw,False,539143,14.36305046081543,"[263, 521, 2708, 1450]","['▁a', '▁ch', 'ains', 'aw']",4
48,inconceivable,music,False,339887491,14.98556137084961,[4696],['▁music'],1
48,inconceivable_syntactic,know,False,1386702697,18.450498580932617,[1073],['▁know'],1
49,probable,a thumbtack,False,23028,10.425806045532227,"[263, 266, 398, 3116, 547]","['▁a', '▁th', 'um', 'bt', 'ack']",5
49,improbable,a spear,False,745803,20.3704833984375,"[263, 961, 279]","['▁a', '▁spe', 'ar']",3
49,impossible,cotton balls,False,285902,13.57269287109375,"[20118, 880, 26563]","['▁cot', 'ton', '▁balls']",3
49,inconceivable,a story,False,36098054,20.63608169555664,"[263, 5828]","['▁a', '▁story']",2
49,inconceivable_syntactic,because,False,1395139745,29.08611297607422,[1363],['▁because'],1
50,probable,bleach,False,5164934,15.846729278564453,"[10767, 496]","['▁ble', 'ach']",2
50,improbable,vinegar,False,15472794,13.063192367553711,"[13848, 387, 279]","['▁vin', 'eg', 'ar']",3
50,impossible,dirt,False,27881666,13.23556900024414,"[270, 2728]","['▁d', 'irt']",2
50,inconceivable,truth,False,119352675,22.93562889099121,[8760],['▁truth'],1
50,inconceivable_syntactic,would,False,2389913634,11.275768280029297,[723],['▁would'],1
51,probable,a sink,False,1421320,14.210939407348633,"[263, 28169]","['▁a', '▁sink']",2
51,improbable,a hose,False,1068982,14.299154281616211,"[263, 298, 852]","['▁a', '▁h', 'ose']",3
51,impossible,a clock,False,2429846,12.939453125,"[263, 12006]","['▁a', '▁clock']",2
51,inconceivable,a giggle,False,364434,15.946626663208008,"[263, 19340, 6234]","['▁a', '▁gig', 'gle']",3
51,inconceivable_syntactic,create,False,436224924,14.808893203735352,[1653],['▁create'],1
52,probable,a needle,False,2138927,11.568307876586914,"[263, 817, 280]","['▁a', '▁need', 'le']",3
52,improbable,a toothpick,False,1015020,9.886026382446289,"[263, 304, 720, 23945]","['▁a', '▁to', 'oth', 'pick']",4
52,impossible,a potato,False,1105306,15.198230743408203,"[263, 3104, 1219]","['▁a', '▁pot', 'ato']",3
52,inconceivable,thunder,False,12129776,18.557310104370117,"[266, 5062]","['▁th', 'under']",2
52,inconceivable_syntactic,upon,False,218130044,23.538589477539062,[2501],['▁upon'],1
53,probable,a stone,False,5699101,14.405250549316406,"[263, 12565]","['▁a', '▁stone']",2
53,improbable,a frisbee,False,117699,10.798931121826172,"[263, 1424, 275, 915, 29872]","['▁a', '▁fr', 'is', 'be', 'e']",5
53,impossible,confetti,False,1198294,12.004375457763672,"[1970, 9890]","['▁conf', 'etti']",2
53,inconceivable,a concept,False,8727705,12.044429779052734,"[263, 6964]","['▁a', '▁concept']",2
53,inconceivable_syntactic,must,False,668173181,17.94600486755371,[1818],['▁must'],1
54,probable,a razor,False,1003241,11.626005172729492,"[263, 8006, 272]","['▁a', '▁raz', 'or']",3
54,improbable,a knife,False,6446171,10.591268539428711,"[263, 889, 1607]","['▁a', '▁kn', 'ife']",3
54,impossible,a teabag,False,41530,9.763002395629883,"[263, 734, 370, 351]","['▁a', '▁te', 'ab', 'ag']",4
54,inconceivable,a belief,False,2877572,14.955759048461914,"[263, 17750]","['▁a', '▁belief']",2
54,inconceivable_syntactic,now,False,1345538392,15.51508903503418,[1286],['▁now'],1
55,probable,a hammer,False,2477770,43.72811317443848,"[263, 16366, 1050]","['▁a', '▁ham', 'mer']",3
55,improbable,a boulder,False,385989,78.5670280456543,"[263, 289, 483, 261]","['▁a', '▁b', 'ould', 'er']",4
55,impossible,a leaf,False,2581336,16.84713363647461,"[263, 20447]","['▁a', '▁leaf']",2
55,inconceivable,a number,False,153886982,45.29452323913574,"[263, 1353]","['▁a', '▁number']",2
55,inconceivable_syntactic,remember,False,213649299,89.30349349975586,[6456],['▁remember'],1
56,probable,an axe,False,997760,91.97425842285156,"[385, 4853, 29872]","['▁an', '▁ax', 'e']",3
56,improbable,a saw,False,997208,59.189558029174805,"[263, 4446]","['▁a', '▁saw']",2
56,impossible,a feather,False,1240907,62.72602081298828,"[263, 1238, 1624]","['▁a', '▁fe', 'ather']",3
56,inconceivable,a gasp,False,250850,2.409696578979492,"[263, 330, 4692]","['▁a', '▁g', 'asp']",3
56,inconceivable_syntactic,forward,False,250908499,28.53107452392578,[6375],['▁forward'],1
57,probable,an orange,False,2621085,35.42613983154297,"[385, 24841]","['▁an', '▁orange']",2
57,improbable,meat,False,70150095,59.018850326538086,[27654],['▁meat'],1
