item_id,condition,continuation,cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
1,probable,a kettle,11,1.4939308166503906, water using,0.2972972972972973,37,2,"[1544, 29939, 1660, 1262, 257]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa']"
1,probable,a kettle,0,1.4233589172363281, water using a,0.0,11,3,"[1544, 29939, 1660, 1262, 257, 40231]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa', 'Ġkettle']"
1,improbable,a microwave,11,1.4750957489013672, water using,0.2972972972972973,37,2,"[1544, 29939, 1660, 1262, 257]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa']"
1,improbable,a microwave,0,1.4185905456542969, water using a,0.0,11,3,"[1544, 29939, 1660, 1262, 257, 27000]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa', 'Ġmicrowave']"
1,impossible,a refrigerator,11,1.409769058227539, water using,0.2972972972972973,37,2,"[1544, 29939, 1660, 1262, 257]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa']"
1,impossible,a refrigerator,0,1.401662826538086, water using a,0.0,11,3,"[1544, 29939, 1660, 1262, 257, 30500]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġa', 'Ġrefrigerator']"
1,inconceivable,justice,0,1.4045238494873047, water using,0.0,37,2,"[1544, 29939, 1660, 1262, 5316]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġjustice']"
1,inconceivable_syntactic,began,0,1.4231204986572266, water using,0.0,37,2,"[1544, 29939, 1660, 1262, 2540]","['He', 'Ġboiled', 'Ġwater', 'Ġusing', 'Ġbegan']"
2,probable,a rock,19117,1.0724067687988281, using,0.1351597850678733,141440,1,"[1544, 6265, 257, 20132, 1262, 257]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa']"
2,probable,a rock,0,1.5003681182861328, using a,0.0,19117,2,"[1544, 6265, 257, 20132, 1262, 257, 3881]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa', 'Ġrock']"
2,improbable,a table,19117,1.0216236114501953, using,0.1351597850678733,141440,1,"[1544, 6265, 257, 20132, 1262, 257]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa']"
2,improbable,a table,16,1.4805793762207031, using a,0.0008369514045090757,19117,2,"[1544, 6265, 257, 20132, 1262, 257, 3084]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa', 'Ġtable']"
2,impossible,a pillow,19117,1.0104179382324219, using,0.1351597850678733,141440,1,"[1544, 6265, 257, 20132, 1262, 257]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa']"
2,impossible,a pillow,1,1.4755725860595703, using a,5.230946278181723e-05,19117,2,"[1544, 6265, 257, 20132, 1262, 257, 28774]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa', 'Ġpillow']"
2,inconceivable,a texture,19117,1.0187625885009766, using,0.1351597850678733,141440,1,"[1544, 6265, 257, 20132, 1262, 257]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa']"
2,inconceivable,a texture,0,1.4693737030029297, using a,0.0,19117,2,"[1544, 6265, 257, 20132, 1262, 257, 11743]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġa', 'Ġtexture']"
2,inconceivable_syntactic,of,45,1.0132789611816406, using,0.0003181561085972851,141440,1,"[1544, 6265, 257, 20132, 1262, 286]","['He', 'Ġbroke', 'Ġa', 'Ġcoconut', 'Ġusing', 'Ġof']"
3,probable,brick,0,1.458883285522461, a house out of,0.0,1,4,"[1544, 3170, 257, 2156, 503, 286, 17214]","['He', 'Ġbuilt', 'Ġa', 'Ġhouse', 'Ġout', 'Ġof', 'Ġbrick']"
3,improbable,grass,0,1.3871192932128906, a house out of,0.0,1,4,"[1544, 3170, 257, 2156, 503, 286, 8701]","['He', 'Ġbuilt', 'Ġa', 'Ġhouse', 'Ġout', 'Ġof', 'Ġgrass']"
3,impossible,gas,0,1.4026165008544922, a house out of,0.0,1,4,"[1544, 3170, 257, 2156, 503, 286, 3623]","['He', 'Ġbuilt', 'Ġa', 'Ġhouse', 'Ġout', 'Ġof', 'Ġgas']"
3,inconceivable,language,0,1.378774642944336, a house out of,0.0,1,4,"[1544, 3170, 257, 2156, 503, 286, 3303]","['He', 'Ġbuilt', 'Ġa', 'Ġhouse', 'Ġout', 'Ġof', 'Ġlanguage']"
3,inconceivable_syntactic,at,0,1.3689994812011719, a house out of,0.0,1,4,"[1544, 3170, 257, 2156, 503, 286, 379]","['He', 'Ġbuilt', 'Ġa', 'Ġhouse', 'Ġout', 'Ġof', 'Ġat']"
4,probable,steel,0,1.5034675598144531, a bridge out of,0.0,2,4,"[1544, 3170, 257, 7696, 503, 286, 7771]","['He', 'Ġbuilt', 'Ġa', 'Ġbridge', 'Ġout', 'Ġof', 'Ġsteel']"
4,improbable,plastic,0,1.4035701751708984, a bridge out of,0.0,2,4,"[1544, 3170, 257, 7696, 503, 286, 7309]","['He', 'Ġbuilt', 'Ġa', 'Ġbridge', 'Ġout', 'Ġof', 'Ġplastic']"
4,impossible,soup,0,1.4219284057617188, a bridge out of,0.0,2,4,"[1544, 3170, 257, 7696, 503, 286, 17141]","['He', 'Ġbuilt', 'Ġa', 'Ġbridge', 'Ġout', 'Ġof', 'Ġsoup']"
4,inconceivable,dance,0,1.3887882232666016, a bridge out of,0.0,2,4,"[1544, 3170, 257, 7696, 503, 286, 9280]","['He', 'Ġbuilt', 'Ġa', 'Ġbridge', 'Ġout', 'Ġof', 'Ġdance']"
4,inconceivable_syntactic,fell,0,1.3642311096191406, a bridge out of,0.0,2,4,"[1544, 3170, 257, 7696, 503, 286, 3214]","['He', 'Ġbuilt', 'Ġa', 'Ġbridge', 'Ġout', 'Ġof', 'Ġfell']"
5,probable,a phone,0,1.4691352844238281, a friend using,0.0,3,3,"[1544, 1444, 257, 1545, 1262, 257]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa']"
5,probable,a phone,14,1.4913082122802734, using a,0.0007323324789454412,19117,2,"[1544, 1444, 257, 1545, 1262, 257, 3072]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa', 'Ġphone']"
5,improbable,a laptop,0,1.4002323150634766, a friend using,0.0,3,3,"[1544, 1444, 257, 1545, 1262, 257]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa']"
5,improbable,a laptop,12,1.4667510986328125, using a,0.0006277135533818068,19117,2,"[1544, 1444, 257, 1545, 1262, 257, 13224]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa', 'Ġlaptop']"
5,impossible,a sandwich,0,1.409292221069336, a friend using,0.0,3,3,"[1544, 1444, 257, 1545, 1262, 257]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa']"
5,impossible,a sandwich,1,1.4958381652832031, using a,5.230946278181723e-05,19117,2,"[1544, 1444, 257, 1545, 1262, 257, 20433]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġa', 'Ġsandwich']"
5,inconceivable,mass,0,1.4100074768066406, a friend using,0.0,3,3,"[1544, 1444, 257, 1545, 1262, 2347]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġmass']"
5,inconceivable_syntactic,with,0,1.3980865478515625, a friend using,0.0,3,3,"[1544, 1444, 257, 1545, 1262, 351]","['He', 'Ġcalled', 'Ġa', 'Ġfriend', 'Ġusing', 'Ġwith']"
6,probable,a tote bag,0,1.470804214477539, groceries inside,0.0,1,2,"[1544, 5281, 38464, 2641, 257]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa']"
6,probable,a tote bag,0,1.5223026275634766, inside a,0.0,1884,2,"[1544, 5281, 38464, 2641, 257, 284]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġto']"
6,probable,a tote bag,18,1.4836788177490234, a to,0.017664376840039256,1019,2,"[1544, 5281, 38464, 2641, 257, 284, 660]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġto', 'te']"
6,probable,a tote bag,9,1.4522075653076172, a tote,0.5,18,3,"[1544, 5281, 38464, 2641, 257, 284, 660, 6131]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġto', 'te', 'Ġbag']"
6,improbable,a backpack,0,1.4193058013916016, groceries inside,0.0,1,2,"[1544, 5281, 38464, 2641, 257]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa']"
6,improbable,a backpack,1,1.5368461608886719, inside a,0.0005307855626326964,1884,2,"[1544, 5281, 38464, 2641, 257, 22526]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġbackpack']"
6,impossible,a tornado,0,1.4569759368896484, groceries inside,0.0,1,2,"[1544, 5281, 38464, 2641, 257]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa']"
6,impossible,a tornado,2,1.5039443969726562, inside a,0.0010615711252653928,1884,2,"[1544, 5281, 38464, 2641, 257, 33718]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġtornado']"
6,inconceivable,a law,0,1.394033432006836, groceries inside,0.0,1,2,"[1544, 5281, 38464, 2641, 257]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa']"
6,inconceivable,a law,0,1.4829635620117188, inside a,0.0,1884,2,"[1544, 5281, 38464, 2641, 257, 1099]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġa', 'Ġlaw']"
6,inconceivable_syntactic,give,0,1.40380859375, groceries inside,0.0,1,2,"[1544, 5281, 38464, 2641, 1577]","['He', 'Ġcarried', 'Ġgroceries', 'Ġinside', 'Ġgive']"
7,probable,a chisel,19117,1.0957717895507812, using,0.1351597850678733,141440,1,"[1544, 23470, 257, 15207, 1262, 257]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa']"
7,probable,a chisel,10,1.5120506286621094, using a,0.0005230946278181723,19117,2,"[1544, 23470, 257, 15207, 1262, 257, 442]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa', 'Ġch']"
7,probable,a chisel,3,1.4612674713134766, using a ch,0.3,10,3,"[1544, 23470, 257, 15207, 1262, 257, 442, 36811]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa', 'Ġch', 'isel']"
7,improbable,a nail,19117,1.0538101196289062, using,0.1351597850678733,141440,1,"[1544, 23470, 257, 15207, 1262, 257]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa']"
7,improbable,a nail,4,1.5187263488769531, using a,0.00020923785112726893,19117,2,"[1544, 23470, 257, 15207, 1262, 257, 17864]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa', 'Ġnail']"
7,impossible,a sock,19117,1.0309219360351562, using,0.1351597850678733,141440,1,"[1544, 23470, 257, 15207, 1262, 257]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa']"
7,impossible,a sock,0,1.4994144439697266, using a,0.0,19117,2,"[1544, 23470, 257, 15207, 1262, 257, 32263]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġa', 'Ġsock']"
7,inconceivable,laughter,1,1.0411739349365234, using,7.070135746606335e-06,141440,1,"[1544, 23470, 257, 15207, 1262, 20263]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġlaughter']"
7,inconceivable_syntactic,forget,0,1.0085105895996094, using,0.0,141440,1,"[1544, 23470, 257, 15207, 1262, 6044]","['He', 'Ġcarved', 'Ġa', 'Ġstatue', 'Ġusing', 'Ġforget']"
8,probable,a lake,0,1.519918441772461, caught a fish in,0.0,1,4,"[1544, 4978, 257, 5916, 287, 257]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa']"
8,probable,a lake,0,1.462697982788086, a fish in a,0.0,4,4,"[1544, 4978, 257, 5916, 287, 257, 13546]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa', 'Ġlake']"
8,improbable,a puddle,0,1.566171646118164, caught a fish in,0.0,1,4,"[1544, 4978, 257, 5916, 287, 257]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa']"
8,improbable,a puddle,0,1.4300346374511719, a fish in a,0.0,4,4,"[1544, 4978, 257, 5916, 287, 257, 279]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa', 'Ġp']"
8,improbable,a puddle,27,1.5017986297607422, in a p,0.15254237288135594,177,3,"[1544, 4978, 257, 5916, 287, 257, 279, 24500]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa', 'Ġp', 'uddle']"
8,impossible,a raindrop,0,1.501321792602539, caught a fish in,0.0,1,4,"[1544, 4978, 257, 5916, 287, 257]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa']"
8,impossible,a raindrop,0,1.4331340789794922, a fish in a,0.0,4,4,"[1544, 4978, 257, 5916, 287, 257, 6290]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa', 'Ġrain']"
8,impossible,a raindrop,0,1.7275810241699219, fish in a rain,0.0,2,4,"[1544, 4978, 257, 5916, 287, 257, 6290, 14781]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġa', 'Ġrain', 'drop']"
8,inconceivable,an exclamation,0,1.4564990997314453, caught a fish in,0.0,1,4,"[1544, 4978, 257, 5916, 287, 281]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġan']"
8,inconceivable,an exclamation,0,1.409292221069336, a fish in an,0.0,1,4,"[1544, 4978, 257, 5916, 287, 281, 409]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġan', 'Ġex']"
8,inconceivable,an exclamation,0,1.495361328125, in an ex,0.0,29,3,"[1544, 4978, 257, 5916, 287, 281, 409, 20931]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġan', 'Ġex', 'clamation']"
8,inconceivable_syntactic,become,0,1.4791488647460938, caught a fish in,0.0,1,4,"[1544, 4978, 257, 5916, 287, 1716]","['He', 'Ġcaught', 'Ġa', 'Ġfish', 'Ġin', 'Ġbecome']"
9,probable,ice,0,1.505136489868164, drink using,0.0,2,2,"[1544, 45550, 257, 4144, 1262, 4771]","['He', 'Ġchilled', 'Ġa', 'Ġdrink', 'Ġusing', 'Ġice']"
9,improbable,snow,0,1.3995170593261719, drink using,0.0,2,2,"[1544, 45550, 257, 4144, 1262, 6729]","['He', 'Ġchilled', 'Ġa', 'Ġdrink', 'Ġusing', 'Ġsnow']"
9,impossible,fire,0,1.4138221740722656, drink using,0.0,2,2,"[1544, 45550, 257, 4144, 1262, 2046]","['He', 'Ġchilled', 'Ġa', 'Ġdrink', 'Ġusing', 'Ġfire']"
9,inconceivable,yesterday,0,1.3813972473144531, drink using,0.0,2,2,"[1544, 45550, 257, 4144, 1262, 7415]","['He', 'Ġchilled', 'Ġa', 'Ġdrink', 'Ġusing', 'Ġyesterday']"
9,inconceivable_syntactic,onto,0,1.3761520385742188, drink using,0.0,2,2,"[1544, 45550, 257, 4144, 1262, 4291]","['He', 'Ġchilled', 'Ġa', 'Ġdrink', 'Ġusing', 'Ġonto']"
10,probable,a knife,19117,1.0652542114257812, using,0.1351597850678733,141440,1,"[1544, 20720, 257, 40562, 1262, 257]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa']"
10,probable,a knife,11,1.5511512756347656, using a,0.0005754040905999895,19117,2,"[1544, 20720, 257, 40562, 1262, 257, 9845]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa', 'Ġknife']"
10,improbable,a sword,19117,1.0752677917480469, using,0.1351597850678733,141440,1,"[1544, 20720, 257, 40562, 1262, 257]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa']"
10,improbable,a sword,2,1.51824951171875, using a,0.00010461892556363446,19117,2,"[1544, 20720, 257, 40562, 1262, 257, 8429]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa', 'Ġsword']"
10,impossible,a rag,19117,1.0364055633544922, using,0.1351597850678733,141440,1,"[1544, 20720, 257, 40562, 1262, 257]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa']"
10,impossible,a rag,2,1.5032291412353516, using a,0.00010461892556363446,19117,2,"[1544, 20720, 257, 40562, 1262, 257, 34232]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa', 'Ġrag']"
10,inconceivable,a color,19117,1.0259151458740234, using,0.1351597850678733,141440,1,"[1544, 20720, 257, 40562, 1262, 257]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa']"
10,inconceivable,a color,24,1.482248306274414, using a,0.0012554271067636135,19117,2,"[1544, 20720, 257, 40562, 1262, 257, 3124]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġa', 'Ġcolor']"
10,inconceivable_syntactic,through,6,1.0471343994140625, using,4.242081447963801e-05,141440,1,"[1544, 20720, 257, 40562, 1262, 832]","['He', 'Ġchopped', 'Ġa', 'Ġcarrot', 'Ġusing', 'Ġthrough']"
11,probable,a sponge,1,1.4758110046386719, spill using,0.5,2,2,"[1544, 20750, 257, 19431, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa']"
11,probable,a sponge,0,1.3930797576904297, spill using a,0.0,1,3,"[1544, 20750, 257, 19431, 1262, 257, 40206]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa', 'Ġsponge']"
11,improbable,a scarf,1,1.375436782836914, spill using,0.5,2,2,"[1544, 20750, 257, 19431, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa']"
11,improbable,a scarf,0,1.360177993774414, spill using a,0.0,1,3,"[1544, 20750, 257, 19431, 1262, 257, 36953]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa', 'Ġscarf']"
11,impossible,mustard,0,1.3992786407470703, spill using,0.0,2,2,"[1544, 20750, 257, 19431, 1262, 33694]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġmustard']"
11,inconceivable,a country,1,1.348257064819336, spill using,0.5,2,2,"[1544, 20750, 257, 19431, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa']"
11,inconceivable,a country,0,1.359701156616211, spill using a,0.0,1,3,"[1544, 20750, 257, 19431, 1262, 257, 1499]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġa', 'Ġcountry']"
11,inconceivable_syntactic,without,0,1.3630390167236328, spill using,0.0,2,2,"[1544, 20750, 257, 19431, 1262, 1231]","['He', 'Ġcleaned', 'Ġa', 'Ġspill', 'Ġusing', 'Ġwithout']"
12,probable,a vacuum,19117,1.0595321655273438, using,0.1351597850678733,141440,1,"[1544, 20750, 257, 20710, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa']"
12,probable,a vacuum,15,1.5106201171875, using a,0.0007846419417272584,19117,2,"[1544, 20750, 257, 20710, 1262, 257, 17076]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġvacuum']"
12,improbable,a hat,19117,1.0225772857666016, using,0.1351597850678733,141440,1,"[1544, 20750, 257, 20710, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa']"
12,improbable,a hat,3,1.512289047241211, using a,0.0001569283883454517,19117,2,"[1544, 20750, 257, 20710, 1262, 257, 6877]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġhat']"
12,impossible,a crayon,19117,1.0423660278320312, using,0.1351597850678733,141440,1,"[1544, 20750, 257, 20710, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa']"
12,impossible,a crayon,3,1.523733139038086, using a,0.0001569283883454517,19117,2,"[1544, 20750, 257, 20710, 1262, 257, 1067]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġcr']"
12,impossible,a crayon,1,1.4367103576660156, using a cr,0.3333333333333333,3,3,"[1544, 20750, 257, 20710, 1262, 257, 1067, 323]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġcr', 'ay']"
12,impossible,a crayon,1,1.9457340240478516, using a cray,1.0,1,4,"[1544, 20750, 257, 20710, 1262, 257, 1067, 323, 261]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġcr', 'ay', 'on']"
12,inconceivable,a week,19117,1.0075569152832031, using,0.1351597850678733,141440,1,"[1544, 20750, 257, 20710, 1262, 257]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa']"
12,inconceivable,a week,2,1.512289047241211, using a,0.00010461892556363446,19117,2,"[1544, 20750, 257, 20710, 1262, 257, 1285]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġa', 'Ġweek']"
12,inconceivable_syntactic,into,3,1.0445117950439453, using,2.1210407239819004e-05,141440,1,"[1544, 20750, 257, 20710, 1262, 656]","['He', 'Ġcleaned', 'Ġa', 'Ġcarpet', 'Ġusing', 'Ġinto']"
13,probable,a ladder,0,1.470327377319336, a tree using,0.0,2,3,"[1544, 19952, 257, 5509, 1262, 257]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa']"
13,probable,a ladder,0,1.4407634735107422, tree using a,0.0,9,3,"[1544, 19952, 257, 5509, 1262, 257, 18002]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa', 'Ġladder']"
13,improbable,a rope,0,1.4448165893554688, a tree using,0.0,2,3,"[1544, 19952, 257, 5509, 1262, 257]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa']"
13,improbable,a rope,0,1.4286041259765625, tree using a,0.0,9,3,"[1544, 19952, 257, 5509, 1262, 257, 17182]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa', 'Ġrope']"
13,impossible,oil,0,1.4185905456542969, a tree using,0.0,2,3,"[1544, 19952, 257, 5509, 1262, 3056]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġoil']"
13,inconceivable,a poem,0,1.3799667358398438, a tree using,0.0,2,3,"[1544, 19952, 257, 5509, 1262, 257]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa']"
13,inconceivable,a poem,0,1.4524459838867188, tree using a,0.0,9,3,"[1544, 19952, 257, 5509, 1262, 257, 21247]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġa', 'Ġpoem']"
13,inconceivable_syntactic,before,0,1.4505386352539062, a tree using,0.0,2,3,"[1544, 19952, 257, 5509, 1262, 878]","['He', 'Ġclimbed', 'Ġa', 'Ġtree', 'Ġusing', 'Ġbefore']"
14,probable,a zipper,19117,1.0800361633300781, using,0.1351597850678733,141440,1,"[1544, 4838, 257, 15224, 1262, 257]","['He', 'Ġclosed', 'Ġa', 'Ġjacket', 'Ġusing', 'Ġa']"
14,probable,a zipper,3,1.5106201171875, using a,0.0001569283883454517,19117,2,"[1544, 4838, 257, 15224, 1262, 257, 48992]","['He', 'Ġclosed', 'Ġa', 'Ġjacket', 'Ġusing', 'Ġa', 'Ġzipper']"
14,improbable,glue,3,1.0538101196289062, using,2.1210407239819004e-05,141440,1,"[1544, 4838, 257, 15224, 1262, 22749]","['He', 'Ġclosed', 'Ġa', 'Ġjacket', 'Ġusing', 'Ġglue']"
14,impossible,fog,0,0.9982585906982422, using,0.0,141440,1,"[1544, 4838, 257, 15224, 1262, 19558]","['He', 'Ġclosed', 'Ġa', 'Ġjacket', 'Ġusing', 'Ġfog']"
